"Step","Ereacher_Mnull_DS1000_W0_lr0.01 - train.NRC1","Ereacher_Mnull_DS1000_W0_lr0.01 - train.NRC1__MIN","Ereacher_Mnull_DS1000_W0_lr0.01 - train.NRC1__MAX"
"58","1.8931501619601623","1.8931501619601623","1.8931501619601623"
"59","1.897842631014777","1.897842631014777","1.897842631014777"
"60","1.902117635905801","1.902117635905801","1.902117635905801"
"61","1.906490724135787","1.906490724135787","1.906490724135787"
"62","1.9107407688910607","1.9107407688910607","1.9107407688910607"
"63","1.9145525292234962","1.9145525292234962","1.9145525292234962"
"64","1.9178545164180831","1.9178545164180831","1.9178545164180831"
"65","1.9211636958501912","1.9211636958501912","1.9211636958501912"
"66","1.9244861032376648","1.9244861032376648","1.9244861032376648"
"67","1.9280043358310504","1.9280043358310504","1.9280043358310504"
"68","1.9318949701002712","1.9318949701002712","1.9318949701002712"
"69","1.9360829171475635","1.9360829171475635","1.9360829171475635"
"70","1.939347973282929","1.939347973282929","1.939347973282929"
"71","1.9429685397448484","1.9429685397448484","1.9429685397448484"
"72","1.9465443476745858","1.9465443476745858","1.9465443476745858"
"73","1.950004513614709","1.950004513614709","1.950004513614709"
"74","1.9538599405770802","1.9538599405770802","1.9538599405770802"
"75","1.9577843268970028","1.9577843268970028","1.9577843268970028"
"76","1.961661287608571","1.961661287608571","1.961661287608571"
"77","1.9657264310459286","1.9657264310459286","1.9657264310459286"
"78","1.9695015405077139","1.9695015405077139","1.9695015405077139"
"79","1.9731935114545194","1.9731935114545194","1.9731935114545194"
"80","1.9768268628546648","1.9768268628546648","1.9768268628546648"
"81","1.9804829093749285","1.9804829093749285","1.9804829093749285"
"82","1.9842636589044704","1.9842636589044704","1.9842636589044704"
"83","1.9888757477655454","1.9888757477655454","1.9888757477655454"
"84","1.9930575338518393","1.9930575338518393","1.9930575338518393"
"85","1.9971346053531307","1.9971346053531307","1.9971346053531307"
"86","2.00163668844942","2.00163668844942","2.00163668844942"
"87","2.0053214032156976","2.0053214032156976","2.0053214032156976"
"88","2.00900369297633","2.00900369297633","2.00900369297633"
"89","2.01297551468038","2.01297551468038","2.01297551468038"
"90","2.0175474959397834","2.0175474959397834","2.0175474959397834"
"91","2.021009124619013","2.021009124619013","2.021009124619013"
"92","2.024484362052812","2.024484362052812","2.024484362052812"
"93","2.0275671506828075","2.0275671506828075","2.0275671506828075"
"94","2.031715458267368","2.031715458267368","2.031715458267368"
"95","2.0350921557680848","2.0350921557680848","2.0350921557680848"
"96","2.038191618270954","2.038191618270954","2.038191618270954"
"97","2.040636146966368","2.040636146966368","2.040636146966368"
"98","2.043014205403684","2.043014205403684","2.043014205403684"
"99","2.0453501729532726","2.0453501729532726","2.0453501729532726"
"100","2.0476146300772817","2.0476146300772817","2.0476146300772817"
"101","2.0504423857495566","2.0504423857495566","2.0504423857495566"
"102","2.0528375567780457","2.0528375567780457","2.0528375567780457"
"103","2.0555523443729764","2.0555523443729764","2.0555523443729764"
"104","2.058583571438925","2.058583571438925","2.058583571438925"
"105","2.061565070253695","2.061565070253695","2.061565070253695"
"106","2.064688085918329","2.064688085918329","2.064688085918329"
"107","2.0680587542686264","2.0680587542686264","2.0680587542686264"
"108","2.0716071826539846","2.0716071826539846","2.0716071826539846"
"109","2.0748834031934384","2.0748834031934384","2.0748834031934384"
"110","2.0779862291745523","2.0779862291745523","2.0779862291745523"
"111","2.0812918523024417","2.0812918523024417","2.0812918523024417"
"112","2.084176892834017","2.084176892834017","2.084176892834017"
"113","2.087391924615964","2.087391924615964","2.087391924615964"
"114","2.090892004335532","2.090892004335532","2.090892004335532"
"115","2.094401300825542","2.094401300825542","2.094401300825542"
"116","2.0977828478908633","2.0977828478908633","2.0977828478908633"
"117","2.1012786847541576","2.1012786847541576","2.1012786847541576"
"118","2.1042762328519022","2.1042762328519022","2.1042762328519022"
"119","2.107614251238352","2.107614251238352","2.107614251238352"
"120","2.1107421465958613","2.1107421465958613","2.1107421465958613"
"121","2.1127770308080507","2.1127770308080507","2.1127770308080507"
"122","2.11571187809472","2.11571187809472","2.11571187809472"
"123","2.1192408792707282","2.1192408792707282","2.1192408792707282"
"124","2.123070914968048","2.123070914968048","2.123070914968048"
"125","2.126726021610433","2.126726021610433","2.126726021610433"
"126","2.1303082096801518","2.1303082096801518","2.1303082096801518"
"127","2.1337841592738407","2.1337841592738407","2.1337841592738407"
"128","2.13753171660997","2.13753171660997","2.13753171660997"
"129","2.1412236042682924","2.1412236042682924","2.1412236042682924"
"130","2.1446847712925083","2.1446847712925083","2.1446847712925083"
"131","2.1479549605606736","2.1479549605606736","2.1479549605606736"
"132","2.1516788381129155","2.1516788381129155","2.1516788381129155"
"133","2.155121877885089","2.155121877885089","2.155121877885089"
"134","2.158386188093573","2.158386188093573","2.158386188093573"
"135","2.1617781858360976","2.1617781858360976","2.1617781858360976"
"136","2.165188112130636","2.165188112130636","2.165188112130636"
"137","2.1686732049121056","2.1686732049121056","2.1686732049121056"
"138","2.1721806571343913","2.1721806571343913","2.1721806571343913"
"139","2.1754820540368236","2.1754820540368236","2.1754820540368236"
"140","2.1792325562387704","2.1792325562387704","2.1792325562387704"
"141","2.1827335629612787","2.1827335629612787","2.1827335629612787"
"142","2.185989103151718","2.185989103151718","2.185989103151718"
"143","2.1891917386151762","2.1891917386151762","2.1891917386151762"
"144","2.1925346119052267","2.1925346119052267","2.1925346119052267"
"145","2.195858227148652","2.195858227148652","2.195858227148652"
"146","2.198971125498414","2.198971125498414","2.198971125498414"
"147","2.202190413782504","2.202190413782504","2.202190413782504"
"148","2.205324634912482","2.205324634912482","2.205324634912482"
"149","2.2084212872973294","2.2084212872973294","2.2084212872973294"
"150","2.2116675757864868","2.2116675757864868","2.2116675757864868"
"151","2.2144911401728167","2.2144911401728167","2.2144911401728167"
"152","2.2173276427332893","2.2173276427332893","2.2173276427332893"
"153","2.2203352821950246","2.2203352821950246","2.2203352821950246"
"154","2.223376977420543","2.223376977420543","2.223376977420543"
"155","2.2266410756519908","2.2266410756519908","2.2266410756519908"
"156","2.2296996945748107","2.2296996945748107","2.2296996945748107"
"157","2.232913990502726","2.232913990502726","2.232913990502726"
"158","2.2359238812441617","2.2359238812441617","2.2359238812441617"
"159","2.239189230559408","2.239189230559408","2.239189230559408"
"160","2.2422680134652766","2.2422680134652766","2.2422680134652766"
"161","2.245533651887032","2.245533651887032","2.245533651887032"
"162","2.2486692506531254","2.2486692506531254","2.2486692506531254"
"163","2.252050334071333","2.252050334071333","2.252050334071333"
"164","2.2551509860677323","2.2551509860677323","2.2551509860677323"
"165","2.258493065146962","2.258493065146962","2.258493065146962"
"166","2.261815848203274","2.261815848203274","2.261815848203274"
"167","2.2647997636246147","2.2647997636246147","2.2647997636246147"
"168","2.268156612424413","2.268156612424413","2.268156612424413"
"169","2.2713686833321263","2.2713686833321263","2.2713686833321263"
"170","2.274576113592033","2.274576113592033","2.274576113592033"
"171","2.277814572584117","2.277814572584117","2.277814572584117"
"172","2.280980637454428","2.280980637454428","2.280980637454428"
"173","2.284461399657084","2.284461399657084","2.284461399657084"
"174","2.2874193426529525","2.2874193426529525","2.2874193426529525"
"175","2.2907936371164976","2.2907936371164976","2.2907936371164976"
"176","2.2941477620101067","2.2941477620101067","2.2941477620101067"
"177","2.2974600918195356","2.2974600918195356","2.2974600918195356"
"178","2.300555975496769","2.300555975496769","2.300555975496769"
"179","2.303495755131371","2.303495755131371","2.303495755131371"
"180","2.3066132894326583","2.3066132894326583","2.3066132894326583"
"181","2.309665465831189","2.309665465831189","2.309665465831189"
"182","2.3129449443454506","2.3129449443454506","2.3129449443454506"
"183","2.3160288429448848","2.3160288429448848","2.3160288429448848"
"184","2.31883300103365","2.31883300103365","2.31883300103365"
"185","2.322014200734688","2.322014200734688","2.322014200734688"
"186","2.3255805721217766","2.3255805721217766","2.3255805721217766"
"187","2.3291099143076135","2.3291099143076135","2.3291099143076135"
"188","2.3324786987027766","2.3324786987027766","2.3324786987027766"
"189","2.335763634782066","2.335763634782066","2.335763634782066"
"190","2.338860120515397","2.338860120515397","2.338860120515397"
"191","2.3423363798486534","2.3423363798486534","2.3423363798486534"
"192","2.3460894118903672","2.3460894118903672","2.3460894118903672"
"193","2.3497718513131987","2.3497718513131987","2.3497718513131987"
"194","2.353077820165214","2.353077820165214","2.353077820165214"
"195","2.356213162363565","2.356213162363565","2.356213162363565"
"196","2.3597352735641324","2.3597352735641324","2.3597352735641324"
"197","2.363145040569885","2.363145040569885","2.363145040569885"
"198","2.366795181963593","2.366795181963593","2.366795181963593"
"199","2.370395022551078","2.370395022551078","2.370395022551078"
"200","2.37391098587717","2.37391098587717","2.37391098587717"
