"Step","Ereacher_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W","Ereacher_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W__MIN","Ereacher_Mnull_DS1000_W0_lr0.01 - train.proj_error_H2W__MAX"
"163","0.040708284825086594","0.040708284825086594","0.040708284825086594"
"164","0.040764376521110535","0.040764376521110535","0.040764376521110535"
"165","0.040817610919475555","0.040817610919475555","0.040817610919475555"
"166","0.040869805961847305","0.040869805961847305","0.040869805961847305"
"167","0.04092206433415413","0.04092206433415413","0.04092206433415413"
"168","0.04097601771354675","0.04097601771354675","0.04097601771354675"
"169","0.04102809354662895","0.04102809354662895","0.04102809354662895"
"170","0.04108114540576935","0.04108114540576935","0.04108114540576935"
"171","0.04113484174013138","0.04113484174013138","0.04113484174013138"
"172","0.041188597679138184","0.041188597679138184","0.041188597679138184"
"173","0.04124119505286217","0.04124119505286217","0.04124119505286217"
"174","0.04129495099186897","0.04129495099186897","0.04129495099186897"
"175","0.04135088995099068","0.04135088995099068","0.04135088995099068"
"176","0.04140562564134598","0.04140562564134598","0.04140562564134598"
"177","0.04146185889840126","0.04146185889840126","0.04146185889840126"
"178","0.041517049074172974","0.041517049074172974","0.041517049074172974"
"179","0.04157191887497902","0.04157191887497902","0.04157191887497902"
"180","0.04162706062197685","0.04162706062197685","0.04162706062197685"
"181","0.04168233275413513","0.04168233275413513","0.04168233275413513"
"182","0.041737329214811325","0.041737329214811325","0.041737329214811325"
"183","0.04179305210709572","0.04179305210709572","0.04179305210709572"
"184","0.04184919595718384","0.04184919595718384","0.04184919595718384"
"185","0.041904982179403305","0.041904982179403305","0.041904982179403305"
"186","0.041958510875701904","0.041958510875701904","0.041958510875701904"
"187","0.04201265424489975","0.04201265424489975","0.04201265424489975"
"188","0.042066819965839386","0.042066819965839386","0.042066819965839386"
"189","0.042119380086660385","0.042119380086660385","0.042119380086660385"
"190","0.042172592133283615","0.042172592133283615","0.042172592133283615"
"191","0.042225729674100876","0.042225729674100876","0.042225729674100876"
"192","0.04227807745337486","0.04227807745337486","0.04227807745337486"
"193","0.04233193024992943","0.04233193024992943","0.04233193024992943"
"194","0.042387597262859344","0.042387597262859344","0.042387597262859344"
"195","0.042441416531801224","0.042441416531801224","0.042441416531801224"
"196","0.04249555617570877","0.04249555617570877","0.04249555617570877"
"197","0.04255087301135063","0.04255087301135063","0.04255087301135063"
"198","0.042606476694345474","0.042606476694345474","0.042606476694345474"
"199","0.042661864310503006","0.042661864310503006","0.042661864310503006"
"200","0.042716410011053085","0.042716410011053085","0.042716410011053085"
