"Step","Mgelu_DS1_Osgd_W0.01 - train.NRC2_new","Mgelu_DS1_Osgd_W0.01 - train.NRC2_new__MIN","Mgelu_DS1_Osgd_W0.01 - train.NRC2_new__MAX"
"78","0.37677207589149475","0.37677207589149475","0.37677207589149475"
"79","0.3750075399875641","0.3750075399875641","0.3750075399875641"
"80","0.3732622265815735","0.3732622265815735","0.3732622265815735"
"81","0.3715246915817261","0.3715246915817261","0.3715246915817261"
"82","0.36980104446411133","0.36980104446411133","0.36980104446411133"
"83","0.3680829703807831","0.3680829703807831","0.3680829703807831"
"84","0.3663758933544159","0.3663758933544159","0.3663758933544159"
"85","0.3646663725376129","0.3646663725376129","0.3646663725376129"
"86","0.3629644215106964","0.3629644215106964","0.3629644215106964"
"87","0.36127254366874695","0.36127254366874695","0.36127254366874695"
"88","0.35956913232803345","0.35956913232803345","0.35956913232803345"
"89","0.35786712169647217","0.35786712169647217","0.35786712169647217"
"90","0.35615774989128113","0.35615774989128113","0.35615774989128113"
"91","0.3544459342956543","0.3544459342956543","0.3544459342956543"
"92","0.35271456837654114","0.35271456837654114","0.35271456837654114"
"93","0.3509739339351654","0.3509739339351654","0.3509739339351654"
"94","0.3492010235786438","0.3492010235786438","0.3492010235786438"
"95","0.34740862250328064","0.34740862250328064","0.34740862250328064"
"96","0.34558579325675964","0.34558579325675964","0.34558579325675964"
"97","0.34372350573539734","0.34372350573539734","0.34372350573539734"
"98","0.3418203294277191","0.3418203294277191","0.3418203294277191"
"99","0.33986395597457886","0.33986395597457886","0.33986395597457886"
"100","0.3378625214099884","0.3378625214099884","0.3378625214099884"
"101","0.3358054757118225","0.3358054757118225","0.3358054757118225"
"102","0.33367711305618286","0.33367711305618286","0.33367711305618286"
"103","0.33147791028022766","0.33147791028022766","0.33147791028022766"
"104","0.3292134702205658","0.3292134702205658","0.3292134702205658"
"105","0.32687708735466003","0.32687708735466003","0.32687708735466003"
"106","0.32445088028907776","0.32445088028907776","0.32445088028907776"
"107","0.32194042205810547","0.32194042205810547","0.32194042205810547"
"108","0.319355845451355","0.319355845451355","0.319355845451355"
"109","0.31668660044670105","0.31668660044670105","0.31668660044670105"
"110","0.3139421045780182","0.3139421045780182","0.3139421045780182"
"111","0.3111187815666199","0.3111187815666199","0.3111187815666199"
"112","0.3082197904586792","0.3082197904586792","0.3082197904586792"
"113","0.3052551746368408","0.3052551746368408","0.3052551746368408"
"114","0.302231103181839","0.302231103181839","0.302231103181839"
"115","0.2991490960121155","0.2991490960121155","0.2991490960121155"
"116","0.2960119843482971","0.2960119843482971","0.2960119843482971"
"117","0.29284098744392395","0.29284098744392395","0.29284098744392395"
"118","0.2896293103694916","0.2896293103694916","0.2896293103694916"
"119","0.286389023065567","0.286389023065567","0.286389023065567"
"120","0.28312763571739197","0.28312763571739197","0.28312763571739197"
"121","0.2798563241958618","0.2798563241958618","0.2798563241958618"
"122","0.27657318115234375","0.27657318115234375","0.27657318115234375"
"123","0.2732868492603302","0.2732868492603302","0.2732868492603302"
"124","0.27000701427459717","0.27000701427459717","0.27000701427459717"
"125","0.2667386829853058","0.2667386829853058","0.2667386829853058"
"126","0.2634875476360321","0.2634875476360321","0.2634875476360321"
"127","0.2602555751800537","0.2602555751800537","0.2602555751800537"
"128","0.2570565938949585","0.2570565938949585","0.2570565938949585"
"129","0.2538841962814331","0.2538841962814331","0.2538841962814331"
"130","0.2507471740245819","0.2507471740245819","0.2507471740245819"
"131","0.24764816462993622","0.24764816462993622","0.24764816462993622"
"132","0.24459496140480042","0.24459496140480042","0.24459496140480042"
"133","0.24158546328544617","0.24158546328544617","0.24158546328544617"
"134","0.23862621188163757","0.23862621188163757","0.23862621188163757"
"135","0.235721156001091","0.235721156001091","0.235721156001091"
"136","0.23286670446395874","0.23286670446395874","0.23286670446395874"
"137","0.230068638920784","0.230068638920784","0.230068638920784"
"138","0.2273266613483429","0.2273266613483429","0.2273266613483429"
"139","0.22464150190353394","0.22464150190353394","0.22464150190353394"
"140","0.2220170944929123","0.2220170944929123","0.2220170944929123"
"141","0.21944576501846313","0.21944576501846313","0.21944576501846313"
"142","0.21693865954875946","0.21693865954875946","0.21693865954875946"
"143","0.21450212597846985","0.21450212597846985","0.21450212597846985"
"144","0.21212327480316162","0.21212327480316162","0.21212327480316162"
"145","0.2098100483417511","0.2098100483417511","0.2098100483417511"
"146","0.20755848288536072","0.20755848288536072","0.20755848288536072"
"147","0.20536589622497559","0.20536589622497559","0.20536589622497559"
"148","0.20323534309864044","0.20323534309864044","0.20323534309864044"
"149","0.2011687159538269","0.2011687159538269","0.2011687159538269"
"150","0.19916240870952606","0.19916240870952606","0.19916240870952606"
"151","0.19721077382564545","0.19721077382564545","0.19721077382564545"
"152","0.1953148990869522","0.1953148990869522","0.1953148990869522"
"153","0.1934881955385208","0.1934881955385208","0.1934881955385208"
"154","0.1917092502117157","0.1917092502117157","0.1917092502117157"
"155","0.1899881660938263","0.1899881660938263","0.1899881660938263"
"156","0.18833135068416595","0.18833135068416595","0.18833135068416595"
"157","0.1867133229970932","0.1867133229970932","0.1867133229970932"
"158","0.18515662848949432","0.18515662848949432","0.18515662848949432"
"159","0.1836482286453247","0.1836482286453247","0.1836482286453247"
"160","0.18218953907489777","0.18218953907489777","0.18218953907489777"
"161","0.18077893555164337","0.18077893555164337","0.18077893555164337"
"162","0.17941682040691376","0.17941682040691376","0.17941682040691376"
"163","0.17809996008872986","0.17809996008872986","0.17809996008872986"
"164","0.17682728171348572","0.17682728171348572","0.17682728171348572"
"165","0.1755906343460083","0.1755906343460083","0.1755906343460083"
"166","0.17440566420555115","0.17440566420555115","0.17440566420555115"
"167","0.1732589155435562","0.1732589155435562","0.1732589155435562"
"168","0.17214736342430115","0.17214736342430115","0.17214736342430115"
"169","0.17108222842216492","0.17108222842216492","0.17108222842216492"
"170","0.17004430294036865","0.17004430294036865","0.17004430294036865"
"171","0.1690477728843689","0.1690477728843689","0.1690477728843689"
"172","0.1680796593427658","0.1680796593427658","0.1680796593427658"
"173","0.1671454906463623","0.1671454906463623","0.1671454906463623"
"174","0.16624116897583008","0.16624116897583008","0.16624116897583008"
"175","0.165378600358963","0.165378600358963","0.165378600358963"
"176","0.1645325869321823","0.1645325869321823","0.1645325869321823"
"177","0.16372312605381012","0.16372312605381012","0.16372312605381012"
"178","0.16293637454509735","0.16293637454509735","0.16293637454509735"
"179","0.16216906905174255","0.16216906905174255","0.16216906905174255"
"180","0.1614244431257248","0.1614244431257248","0.1614244431257248"
"181","0.16070440411567688","0.16070440411567688","0.16070440411567688"
"182","0.16001109778881073","0.16001109778881073","0.16001109778881073"
"183","0.15933816134929657","0.15933816134929657","0.15933816134929657"
"184","0.15868276357650757","0.15868276357650757","0.15868276357650757"
"185","0.15804855525493622","0.15804855525493622","0.15804855525493622"
"186","0.1574307531118393","0.1574307531118393","0.1574307531118393"
"187","0.15683163702487946","0.15683163702487946","0.15683163702487946"
"188","0.15624576807022095","0.15624576807022095","0.15624576807022095"
"189","0.1556726098060608","0.1556726098060608","0.1556726098060608"
"190","0.15511827170848846","0.15511827170848846","0.15511827170848846"
"191","0.15456843376159668","0.15456843376159668","0.15456843376159668"
"192","0.1540452241897583","0.1540452241897583","0.1540452241897583"
"193","0.15351861715316772","0.15351861715316772","0.15351861715316772"
"194","0.15301699936389923","0.15301699936389923","0.15301699936389923"
"195","0.15251989662647247","0.15251989662647247","0.15251989662647247"
"196","0.15202978253364563","0.15202978253364563","0.15202978253364563"
"197","0.15154233574867249","0.15154233574867249","0.15154233574867249"
"198","0.15106359124183655","0.15106359124183655","0.15106359124183655"
"199","0.15059876441955566","0.15059876441955566","0.15059876441955566"
"200","0.1501278281211853","0.1501278281211853","0.1501278281211853"
"201","0.1496739685535431","0.1496739685535431","0.1496739685535431"
"202","0.14921802282333374","0.14921802282333374","0.14921802282333374"
"203","0.14876402914524078","0.14876402914524078","0.14876402914524078"
"204","0.14832763373851776","0.14832763373851776","0.14832763373851776"
"205","0.147868812084198","0.147868812084198","0.147868812084198"
"206","0.14742498099803925","0.14742498099803925","0.14742498099803925"
"207","0.1469811201095581","0.1469811201095581","0.1469811201095581"
"208","0.14653503894805908","0.14653503894805908","0.14653503894805908"
"209","0.14609242975711823","0.14609242975711823","0.14609242975711823"
"210","0.1456424593925476","0.1456424593925476","0.1456424593925476"
"211","0.14519402384757996","0.14519402384757996","0.14519402384757996"
"212","0.14475461840629578","0.14475461840629578","0.14475461840629578"
"213","0.14429597556591034","0.14429597556591034","0.14429597556591034"
"214","0.14384236931800842","0.14384236931800842","0.14384236931800842"
"215","0.1433766782283783","0.1433766782283783","0.1433766782283783"
"216","0.14291614294052124","0.14291614294052124","0.14291614294052124"
"217","0.14244557917118073","0.14244557917118073","0.14244557917118073"
"218","0.1419689804315567","0.1419689804315567","0.1419689804315567"
"219","0.14148686826229095","0.14148686826229095","0.14148686826229095"
"220","0.14099916815757751","0.14099916815757751","0.14099916815757751"
"221","0.1405084729194641","0.1405084729194641","0.1405084729194641"
"222","0.14000675082206726","0.14000675082206726","0.14000675082206726"
"223","0.13950462639331818","0.13950462639331818","0.13950462639331818"
"224","0.13898329436779022","0.13898329436779022","0.13898329436779022"
"225","0.13846123218536377","0.13846123218536377","0.13846123218536377"
"226","0.13792338967323303","0.13792338967323303","0.13792338967323303"
"227","0.13738596439361572","0.13738596439361572","0.13738596439361572"
"228","0.13682937622070312","0.13682937622070312","0.13682937622070312"
"229","0.13626086711883545","0.13626086711883545","0.13626086711883545"
"230","0.13569149374961853","0.13569149374961853","0.13569149374961853"
"231","0.1351100653409958","0.1351100653409958","0.1351100653409958"
"232","0.13451659679412842","0.13451659679412842","0.13451659679412842"
"233","0.13391436636447906","0.13391436636447906","0.13391436636447906"
"234","0.13329853117465973","0.13329853117465973","0.13329853117465973"
"235","0.13267315924167633","0.13267315924167633","0.13267315924167633"
"236","0.13203689455986023","0.13203689455986023","0.13203689455986023"
"237","0.13138748705387115","0.13138748705387115","0.13138748705387115"
"238","0.13072799146175385","0.13072799146175385","0.13072799146175385"
"239","0.13005395233631134","0.13005395233631134","0.13005395233631134"
"240","0.12936992943286896","0.12936992943286896","0.12936992943286896"
"241","0.12867502868175507","0.12867502868175507","0.12867502868175507"
"242","0.1279604583978653","0.1279604583978653","0.1279604583978653"
"243","0.12723752856254578","0.12723752856254578","0.12723752856254578"
"244","0.1265018880367279","0.1265018880367279","0.1265018880367279"
"245","0.12575961649417877","0.12575961649417877","0.12575961649417877"
"246","0.12499657273292542","0.12499657273292542","0.12499657273292542"
"247","0.12422618269920349","0.12422618269920349","0.12422618269920349"
"248","0.12343484908342361","0.12343484908342361","0.12343484908342361"
"249","0.12263870984315872","0.12263870984315872","0.12263870984315872"
"250","0.12182806432247162","0.12182806432247162","0.12182806432247162"
"251","0.12100398540496826","0.12100398540496826","0.12100398540496826"
"252","0.12016601860523224","0.12016601860523224","0.12016601860523224"
"253","0.11932462453842163","0.11932462453842163","0.11932462453842163"
"254","0.11846143007278442","0.11846143007278442","0.11846143007278442"
"255","0.11759372800588608","0.11759372800588608","0.11759372800588608"
"256","0.11670750379562378","0.11670750379562378","0.11670750379562378"
"257","0.11581218242645264","0.11581218242645264","0.11581218242645264"
"258","0.11490187048912048","0.11490187048912048","0.11490187048912048"
"259","0.11397815495729446","0.11397815495729446","0.11397815495729446"
"260","0.1130489781498909","0.1130489781498909","0.1130489781498909"
"261","0.11210742592811584","0.11210742592811584","0.11210742592811584"
"262","0.11115048825740814","0.11115048825740814","0.11115048825740814"
"263","0.11018599569797516","0.11018599569797516","0.11018599569797516"
"264","0.10921277850866318","0.10921277850866318","0.10921277850866318"
"265","0.10823147743940353","0.10823147743940353","0.10823147743940353"
"266","0.10723978281021118","0.10723978281021118","0.10723978281021118"
"267","0.10623303800821304","0.10623303800821304","0.10623303800821304"
"268","0.10522060096263885","0.10522060096263885","0.10522060096263885"
"269","0.10419756174087524","0.10419756174087524","0.10419756174087524"
"270","0.10316924005746841","0.10316924005746841","0.10316924005746841"
"271","0.1021265983581543","0.1021265983581543","0.1021265983581543"
"272","0.1010800153017044","0.1010800153017044","0.1010800153017044"
"273","0.10002295672893524","0.10002295672893524","0.10002295672893524"
"274","0.09896192699670792","0.09896192699670792","0.09896192699670792"
"275","0.09789694100618362","0.09789694100618362","0.09789694100618362"
"276","0.09682106226682663","0.09682106226682663","0.09682106226682663"
"277","0.09573892503976822","0.09573892503976822","0.09573892503976822"
"278","0.09465000778436661","0.09465000778436661","0.09465000778436661"
"279","0.09356033056974411","0.09356033056974411","0.09356033056974411"
"280","0.09246421605348587","0.09246421605348587","0.09246421605348587"
"281","0.09136035293340683","0.09136035293340683","0.09136035293340683"
"282","0.09025605767965317","0.09025605767965317","0.09025605767965317"
"283","0.08914580196142197","0.08914580196142197","0.08914580196142197"
"284","0.08803550153970718","0.08803550153970718","0.08803550153970718"
"285","0.08691934496164322","0.08691934496164322","0.08691934496164322"
"286","0.08580224215984344","0.08580224215984344","0.08580224215984344"
"287","0.08468329906463623","0.08468329906463623","0.08468329906463623"
"288","0.08356448262929916","0.08356448262929916","0.08356448262929916"
"289","0.08244313299655914","0.08244313299655914","0.08244313299655914"
"290","0.08132020384073257","0.08132020384073257","0.08132020384073257"
"291","0.08019744604825974","0.08019744604825974","0.08019744604825974"
"292","0.07907389104366302","0.07907389104366302","0.07907389104366302"
"293","0.07795308530330658","0.07795308530330658","0.07795308530330658"
"294","0.07682888209819794","0.07682888209819794","0.07682888209819794"
"295","0.07571107894182205","0.07571107894182205","0.07571107894182205"
"296","0.07459486275911331","0.07459486275911331","0.07459486275911331"
"297","0.07347926497459412","0.07347926497459412","0.07347926497459412"
"298","0.07236486673355103","0.07236486673355103","0.07236486673355103"
"299","0.07125364989042282","0.07125364989042282","0.07125364989042282"
"300","0.07014691084623337","0.07014691084623337","0.07014691084623337"
"301","0.0690416470170021","0.0690416470170021","0.0690416470170021"
"302","0.06794291734695435","0.06794291734695435","0.06794291734695435"
"303","0.06684572994709015","0.06684572994709015","0.06684572994709015"
"304","0.06575506180524826","0.06575506180524826","0.06575506180524826"
"305","0.06466808170080185","0.06466808170080185","0.06466808170080185"
"306","0.06358809769153595","0.06358809769153595","0.06358809769153595"
"307","0.06251027435064316","0.06251027435064316","0.06251027435064316"
"308","0.061442531645298004","0.061442531645298004","0.061442531645298004"
"309","0.06037920340895653","0.06037920340895653","0.06037920340895653"
"310","0.05932217836380005","0.05932217836380005","0.05932217836380005"
"311","0.05827413126826286","0.05827413126826286","0.05827413126826286"
"312","0.057229142636060715","0.057229142636060715","0.057229142636060715"
"313","0.05619434639811516","0.05619434639811516","0.05619434639811516"
"314","0.0551665797829628","0.0551665797829628","0.0551665797829628"
"315","0.05414751172065735","0.05414751172065735","0.05414751172065735"
"316","0.0531354583799839","0.0531354583799839","0.0531354583799839"
"317","0.05213356763124466","0.05213356763124466","0.05213356763124466"
"318","0.05113929137587547","0.05113929137587547","0.05113929137587547"
"319","0.05015382543206215","0.05015382543206215","0.05015382543206215"
"320","0.04917807877063751","0.04917807877063751","0.04917807877063751"
"321","0.0482134073972702","0.0482134073972702","0.0482134073972702"
"322","0.047256290912628174","0.047256290912628174","0.047256290912628174"
"323","0.04631096497178078","0.04631096497178078","0.04631096497178078"
"324","0.04537358507514","0.04537358507514","0.04537358507514"
"325","0.04444985091686249","0.04444985091686249","0.04444985091686249"
"326","0.04353494942188263","0.04353494942188263","0.04353494942188263"
"327","0.04263284429907799","0.04263284429907799","0.04263284429907799"
"328","0.04173802211880684","0.04173802211880684","0.04173802211880684"
"329","0.04085632413625717","0.04085632413625717","0.04085632413625717"
"330","0.03998591750860214","0.03998591750860214","0.03998591750860214"
"331","0.039128225296735764","0.039128225296735764","0.039128225296735764"
"332","0.0382804200053215","0.0382804200053215","0.0382804200053215"
"333","0.03744543343782425","0.03744543343782425","0.03744543343782425"
"334","0.036621369421482086","0.036621369421482086","0.036621369421482086"
"335","0.03581034764647484","0.03581034764647484","0.03581034764647484"
"336","0.03501081094145775","0.03501081094145775","0.03501081094145775"
"337","0.03422395884990692","0.03422395884990692","0.03422395884990692"
"338","0.033450059592723846","0.033450059592723846","0.033450059592723846"
"339","0.03268676623702049","0.03268676623702049","0.03268676623702049"
"340","0.03193633630871773","0.03193633630871773","0.03193633630871773"
"341","0.03119763173162937","0.03119763173162937","0.03119763173162937"
"342","0.0304726455360651","0.0304726455360651","0.0304726455360651"
"343","0.029758134856820107","0.029758134856820107","0.029758134856820107"
"344","0.029058439657092094","0.029058439657092094","0.029058439657092094"
"345","0.028370346873998642","0.028370346873998642","0.028370346873998642"
"346","0.027694452553987503","0.027694452553987503","0.027694452553987503"
"347","0.02703041210770607","0.02703041210770607","0.02703041210770607"
"348","0.02637864649295807","0.02637864649295807","0.02637864649295807"
"349","0.025739328935742378","0.025739328935742378","0.025739328935742378"
"350","0.025113316252827644","0.025113316252827644","0.025113316252827644"
"351","0.024498332291841507","0.024498332291841507","0.024498332291841507"
"352","0.02389531396329403","0.02389531396329403","0.02389531396329403"
"353","0.023304980248212814","0.023304980248212814","0.023304980248212814"
"354","0.022726306691765785","0.022726306691765785","0.022726306691765785"
"355","0.02215888537466526","0.02215888537466526","0.02215888537466526"
"356","0.021603738889098167","0.021603738889098167","0.021603738889098167"
"357","0.021059801802039146","0.021059801802039146","0.021059801802039146"
"358","0.020527604967355728","0.020527604967355728","0.020527604967355728"
"359","0.02000626176595688","0.02000626176595688","0.02000626176595688"
"360","0.01949622482061386","0.01949622482061386","0.01949622482061386"
"361","0.018997741863131523","0.018997741863131523","0.018997741863131523"
"362","0.01850966550409794","0.01850966550409794","0.01850966550409794"
"363","0.018032561987638474","0.018032561987638474","0.018032561987638474"
"364","0.017565878108143806","0.017565878108143806","0.017565878108143806"
"365","0.017110178247094154","0.017110178247094154","0.017110178247094154"
"366","0.016664769500494003","0.016664769500494003","0.016664769500494003"
"367","0.016229500994086266","0.016229500994086266","0.016229500994086266"
"368","0.015804298222064972","0.015804298222064972","0.015804298222064972"
"369","0.015388895757496357","0.015388895757496357","0.015388895757496357"
"370","0.01498339045792818","0.01498339045792818","0.01498339045792818"
"371","0.0145871601998806","0.0145871601998806","0.0145871601998806"
"372","0.014200628735125065","0.014200628735125065","0.014200628735125065"
"373","0.013823065906763077","0.013823065906763077","0.013823065906763077"
"374","0.013454647734761238","0.013454647734761238","0.013454647734761238"
"375","0.013095483183860779","0.013095483183860779","0.013095483183860779"
"376","0.012744352221488953","0.012744352221488953","0.012744352221488953"
"377","0.012402554042637348","0.012402554042637348","0.012402554042637348"
"378","0.012068407610058784","0.012068407610058784","0.012068407610058784"
"379","0.011743234470486641","0.011743234470486641","0.011743234470486641"
"380","0.01142579410225153","0.01142579410225153","0.01142579410225153"
"381","0.011116599664092064","0.011116599664092064","0.011116599664092064"
"382","0.01081485953181982","0.01081485953181982","0.01081485953181982"
"383","0.010520677082240582","0.010520677082240582","0.010520677082240582"
"384","0.010234249755740166","0.010234249755740166","0.010234249755740166"
"385","0.009954704903066158","0.009954704903066158","0.009954704903066158"
"386","0.009682692587375641","0.009682692587375641","0.009682692587375641"
"387","0.0094173364341259","0.0094173364341259","0.0094173364341259"
"388","0.009158827364444733","0.009158827364444733","0.009158827364444733"
"389","0.00890722218900919","0.00890722218900919","0.00890722218900919"
"390","0.008662175387144089","0.008662175387144089","0.008662175387144089"
"391","0.008423619903624058","0.008423619903624058","0.008423619903624058"
"392","0.008191030472517014","0.008191030472517014","0.008191030472517014"
"393","0.007964652962982655","0.007964652962982655","0.007964652962982655"
"394","0.007744209375232458","0.007744209375232458","0.007744209375232458"
"395","0.007529539056122303","0.007529539056122303","0.007529539056122303"
"396","0.007320500910282135","0.007320500910282135","0.007320500910282135"
"397","0.007117186672985554","0.007117186672985554","0.007117186672985554"
"398","0.0069191912189126015","0.0069191912189126015","0.0069191912189126015"
"399","0.0067265271209180355","0.0067265271209180355","0.0067265271209180355"
"400","0.006538646295666695","0.006538646295666695","0.006538646295666695"
