"Step","Mgelu_DS1_Osgd_W0.01 - train_mse_loss","Mgelu_DS1_Osgd_W0.01 - train_mse_loss__MIN","Mgelu_DS1_Osgd_W0.01 - train_mse_loss__MAX"
"37","0.07013506256043911","0.07013506256043911","0.07013506256043911"
"38","0.06991010904312134","0.06991010904312134","0.06991010904312134"
"39","0.06966679077595472","0.06966679077595472","0.06966679077595472"
"40","0.06986314617097378","0.06986314617097378","0.06986314617097378"
"41","0.0699783693999052","0.0699783693999052","0.0699783693999052"
"42","0.06948641780763865","0.06948641780763865","0.06948641780763865"
"43","0.06976296007633209","0.06976296007633209","0.06976296007633209"
"44","0.06950550898909569","0.06950550898909569","0.06950550898909569"
"45","0.06976514495909214","0.06976514495909214","0.06976514495909214"
"46","0.06943693943321705","0.06943693943321705","0.06943693943321705"
"47","0.06933002732694149","0.06933002732694149","0.06933002732694149"
"48","0.06925481650978327","0.06925481650978327","0.06925481650978327"
"49","0.06919541768729687","0.06919541768729687","0.06919541768729687"
"50","0.06940876506268978","0.06940876506268978","0.06940876506268978"
"51","0.0689734909683466","0.0689734909683466","0.0689734909683466"
"52","0.06912486255168915","0.06912486255168915","0.06912486255168915"
"53","0.06886081118136644","0.06886081118136644","0.06886081118136644"
"54","0.06910114735364914","0.06910114735364914","0.06910114735364914"
"55","0.06885302811861038","0.06885302811861038","0.06885302811861038"
"56","0.06882334686815739","0.06882334686815739","0.06882334686815739"
"57","0.06864551082253456","0.06864551082253456","0.06864551082253456"
"58","0.06806985195726156","0.06806985195726156","0.06806985195726156"
"59","0.06857349444180727","0.06857349444180727","0.06857349444180727"
"60","0.0677309250459075","0.0677309250459075","0.0677309250459075"
"61","0.06812549196183681","0.06812549196183681","0.06812549196183681"
"62","0.06797166727483273","0.06797166727483273","0.06797166727483273"
"63","0.0680822404101491","0.0680822404101491","0.0680822404101491"
"64","0.06779315322637558","0.06779315322637558","0.06779315322637558"
"65","0.06745576113462448","0.06745576113462448","0.06745576113462448"
"66","0.06768347881734371","0.06768347881734371","0.06768347881734371"
"67","0.06730730645358562","0.06730730645358562","0.06730730645358562"
"68","0.06725019123405218","0.06725019123405218","0.06725019123405218"
"69","0.06700334884226322","0.06700334884226322","0.06700334884226322"
"70","0.06707338336855173","0.06707338336855173","0.06707338336855173"
"71","0.06629071850329638","0.06629071850329638","0.06629071850329638"
"72","0.06621943973004818","0.06621943973004818","0.06621943973004818"
"73","0.06681377161294222","0.06681377161294222","0.06681377161294222"
"74","0.06634290423244238","0.06634290423244238","0.06634290423244238"
"75","0.0662208329886198","0.0662208329886198","0.0662208329886198"
"76","0.06585634872317314","0.06585634872317314","0.06585634872317314"
"77","0.06571999564766884","0.06571999564766884","0.06571999564766884"
"78","0.06556536443531513","0.06556536443531513","0.06556536443531513"
"79","0.06552444212138653","0.06552444212138653","0.06552444212138653"
"80","0.0651910100132227","0.0651910100132227","0.0651910100132227"
"81","0.06492482218891382","0.06492482218891382","0.06492482218891382"
"82","0.06474574469029903","0.06474574469029903","0.06474574469029903"
"83","0.06460236199200153","0.06460236199200153","0.06460236199200153"
"84","0.06447448581457138","0.06447448581457138","0.06447448581457138"
"85","0.06435777246952057","0.06435777246952057","0.06435777246952057"
"86","0.06379050575196743","0.06379050575196743","0.06379050575196743"
"87","0.06391288712620735","0.06391288712620735","0.06391288712620735"
"88","0.06356842909008265","0.06356842909008265","0.06356842909008265"
"89","0.06368114612996578","0.06368114612996578","0.06368114612996578"
"90","0.06355533841997385","0.06355533841997385","0.06355533841997385"
"91","0.06309887114912271","0.06309887114912271","0.06309887114912271"
"92","0.06314230617135763","0.06314230617135763","0.06314230617135763"
"93","0.06277409195899963","0.06277409195899963","0.06277409195899963"
"94","0.06269153207540512","0.06269153207540512","0.06269153207540512"
"95","0.06217261869460344","0.06217261869460344","0.06217261869460344"
"96","0.06222960539162159","0.06222960539162159","0.06222960539162159"
"97","0.06201559770852327","0.06201559770852327","0.06201559770852327"
"98","0.0616492023691535","0.0616492023691535","0.0616492023691535"
"99","0.06140931323170662","0.06140931323170662","0.06140931323170662"
"100","0.061202285811305046","0.061202285811305046","0.061202285811305046"
"101","0.06118230149149895","0.06118230149149895","0.06118230149149895"
"102","0.06106595974415541","0.06106595974415541","0.06106595974415541"
"103","0.060783601365983486","0.060783601365983486","0.060783601365983486"
"104","0.06041698716580868","0.06041698716580868","0.06041698716580868"
"105","0.060084898956120014","0.060084898956120014","0.060084898956120014"
"106","0.0599135784432292","0.0599135784432292","0.0599135784432292"
"107","0.0595976784825325","0.0595976784825325","0.0595976784825325"
"108","0.0593531196936965","0.0593531196936965","0.0593531196936965"
"109","0.059091645292937756","0.059091645292937756","0.059091645292937756"
"110","0.05902800057083368","0.05902800057083368","0.05902800057083368"
"111","0.05859970673918724","0.05859970673918724","0.05859970673918724"
"112","0.058396631851792336","0.058396631851792336","0.058396631851792336"
"113","0.05816222075372934","0.05816222075372934","0.05816222075372934"
"114","0.05796803440898657","0.05796803440898657","0.05796803440898657"
"115","0.057935199700295925","0.057935199700295925","0.057935199700295925"
"116","0.05791836231946945","0.05791836231946945","0.05791836231946945"
"117","0.05770188383758068","0.05770188383758068","0.05770188383758068"
"118","0.05742631107568741","0.05742631107568741","0.05742631107568741"
"119","0.05713139474391937","0.05713139474391937","0.05713139474391937"
"120","0.05684378370642662","0.05684378370642662","0.05684378370642662"
"121","0.05664609558880329","0.05664609558880329","0.05664609558880329"
"122","0.05670042894780636","0.05670042894780636","0.05670042894780636"
"123","0.056368887424468994","0.056368887424468994","0.056368887424468994"
"124","0.05634843371808529","0.05634843371808529","0.05634843371808529"
"125","0.056106654927134514","0.056106654927134514","0.056106654927134514"
"126","0.05598276760429144","0.05598276760429144","0.05598276760429144"
"127","0.05585549119859934","0.05585549119859934","0.05585549119859934"
"128","0.0560147687792778","0.0560147687792778","0.0560147687792778"
"129","0.05581243056803942","0.05581243056803942","0.05581243056803942"
"130","0.055808993987739086","0.055808993987739086","0.055808993987739086"
"131","0.0554590942338109","0.0554590942338109","0.0554590942338109"
"132","0.055105467326939106","0.055105467326939106","0.055105467326939106"
"133","0.055033412761986256","0.055033412761986256","0.055033412761986256"
"134","0.05513499677181244","0.05513499677181244","0.05513499677181244"
"135","0.05494884215295315","0.05494884215295315","0.05494884215295315"
"136","0.05500575341284275","0.05500575341284275","0.05500575341284275"
"137","0.05459202453494072","0.05459202453494072","0.05459202453494072"
"138","0.054488799534738064","0.054488799534738064","0.054488799534738064"
"139","0.05461394041776657","0.05461394041776657","0.05461394041776657"
"140","0.05458194948732853","0.05458194948732853","0.05458194948732853"
"141","0.0543506545946002","0.0543506545946002","0.0543506545946002"
"142","0.054541101679205894","0.054541101679205894","0.054541101679205894"
"143","0.0541972853243351","0.0541972853243351","0.0541972853243351"
"144","0.054140688851475716","0.054140688851475716","0.054140688851475716"
"145","0.05423164740204811","0.05423164740204811","0.05423164740204811"
"146","0.05412891600281","0.05412891600281","0.05412891600281"
"147","0.05411356873810291","0.05411356873810291","0.05411356873810291"
"148","0.05404322315007448","0.05404322315007448","0.05404322315007448"
"149","0.053817352280020714","0.053817352280020714","0.053817352280020714"
"150","0.0536453640088439","0.0536453640088439","0.0536453640088439"
"151","0.05379568878561258","0.05379568878561258","0.05379568878561258"
"152","0.053867701441049576","0.053867701441049576","0.053867701441049576"
"153","0.053646113723516464","0.053646113723516464","0.053646113723516464"
"154","0.05358580593019724","0.05358580593019724","0.05358580593019724"
"155","0.05370798800140619","0.05370798800140619","0.05370798800140619"
"156","0.053738078102469444","0.053738078102469444","0.053738078102469444"
"157","0.05336305312812328","0.05336305312812328","0.05336305312812328"
"158","0.053351130336523056","0.053351130336523056","0.053351130336523056"
"159","0.053314258344471455","0.053314258344471455","0.053314258344471455"
"160","0.05336502380669117","0.05336502380669117","0.05336502380669117"
"161","0.0533603448420763","0.0533603448420763","0.0533603448420763"
"162","0.05328635685145855","0.05328635685145855","0.05328635685145855"
"163","0.053445043973624706","0.053445043973624706","0.053445043973624706"
"164","0.05322600156068802","0.05322600156068802","0.05322600156068802"
"165","0.0533998953178525","0.0533998953178525","0.0533998953178525"
"166","0.05337812192738056","0.05337812192738056","0.05337812192738056"
"167","0.0530511112883687","0.0530511112883687","0.0530511112883687"
"168","0.05310438573360443","0.05310438573360443","0.05310438573360443"
"169","0.052861571311950684","0.052861571311950684","0.052861571311950684"
"170","0.05315509997308254","0.05315509997308254","0.05315509997308254"
"171","0.0533041525632143","0.0533041525632143","0.0533041525632143"
"172","0.05304405465722084","0.05304405465722084","0.05304405465722084"
"173","0.0531656751409173","0.0531656751409173","0.0531656751409173"
"174","0.052980135194957256","0.052980135194957256","0.052980135194957256"
"175","0.05299405474215746","0.05299405474215746","0.05299405474215746"
"176","0.05296863615512848","0.05296863615512848","0.05296863615512848"
"177","0.052988359704613686","0.052988359704613686","0.052988359704613686"
"178","0.05314228590577841","0.05314228590577841","0.05314228590577841"
"179","0.052937970496714115","0.052937970496714115","0.052937970496714115"
"180","0.05294301547110081","0.05294301547110081","0.05294301547110081"
"181","0.05278962478041649","0.05278962478041649","0.05278962478041649"
"182","0.05306803900748491","0.05306803900748491","0.05306803900748491"
"183","0.05317423399537802","0.05317423399537802","0.05317423399537802"
"184","0.05282955151051283","0.05282955151051283","0.05282955151051283"
"185","0.05275283753871918","0.05275283753871918","0.05275283753871918"
"186","0.05282121803611517","0.05282121803611517","0.05282121803611517"
"187","0.05288723763078451","0.05288723763078451","0.05288723763078451"
"188","0.05270167626440525","0.05270167626440525","0.05270167626440525"
"189","0.053217148408293724","0.053217148408293724","0.053217148408293724"
"190","0.052891651168465614","0.052891651168465614","0.052891651168465614"
"191","0.052770805545151234","0.052770805545151234","0.052770805545151234"
"192","0.052885718643665314","0.052885718643665314","0.052885718643665314"
"193","0.05297084525227547","0.05297084525227547","0.05297084525227547"
"194","0.052857219241559505","0.052857219241559505","0.052857219241559505"
"195","0.05271913670003414","0.05271913670003414","0.05271913670003414"
"196","0.052753607742488384","0.052753607742488384","0.052753607742488384"
"197","0.052751864306628704","0.052751864306628704","0.052751864306628704"
"198","0.05254690442234278","0.05254690442234278","0.05254690442234278"
"199","0.0528893917798996","0.0528893917798996","0.0528893917798996"
"200","0.05278085730969906","0.05278085730969906","0.05278085730969906"
"201","0.052861496806144714","0.052861496806144714","0.052861496806144714"
"202","0.05268245097249746","0.05268245097249746","0.05268245097249746"
"203","0.052751753479242325","0.052751753479242325","0.052751753479242325"
"204","0.05271376855671406","0.05271376855671406","0.05271376855671406"
"205","0.052805074490606785","0.052805074490606785","0.052805074490606785"
"206","0.052674136124551296","0.052674136124551296","0.052674136124551296"
"207","0.05256888270378113","0.05256888270378113","0.05256888270378113"
"208","0.052697877399623394","0.052697877399623394","0.052697877399623394"
"209","0.052782850340008736","0.052782850340008736","0.052782850340008736"
"210","0.05276868026703596","0.05276868026703596","0.05276868026703596"
"211","0.052566890604794025","0.052566890604794025","0.052566890604794025"
"212","0.0527434041723609","0.0527434041723609","0.0527434041723609"
"213","0.05252189561724663","0.05252189561724663","0.05252189561724663"
"214","0.052764092572033405","0.052764092572033405","0.052764092572033405"
"215","0.05256299767643213","0.05256299767643213","0.05256299767643213"
"216","0.052969920448958874","0.052969920448958874","0.052969920448958874"
"217","0.05245458614081144","0.05245458614081144","0.05245458614081144"
"218","0.05250122491270304","0.05250122491270304","0.05250122491270304"
"219","0.052736629731953144","0.052736629731953144","0.052736629731953144"
"220","0.05283003952354193","0.05283003952354193","0.05283003952354193"
"221","0.052930320613086224","0.052930320613086224","0.052930320613086224"
"222","0.052812160924077034","0.052812160924077034","0.052812160924077034"
"223","0.05282286275178194","0.05282286275178194","0.05282286275178194"
"224","0.0526646189391613","0.0526646189391613","0.0526646189391613"
"225","0.05266773700714111","0.05266773700714111","0.05266773700714111"
"226","0.05261988006532192","0.05261988006532192","0.05261988006532192"
"227","0.05251117143779993","0.05251117143779993","0.05251117143779993"
"228","0.05259343236684799","0.05259343236684799","0.05259343236684799"
"229","0.05255915969610214","0.05255915969610214","0.05255915969610214"
"230","0.052688087336719036","0.052688087336719036","0.052688087336719036"
"231","0.05277892481535673","0.05277892481535673","0.05277892481535673"
"232","0.052733936347067356","0.052733936347067356","0.052733936347067356"
"233","0.05272132996469736","0.05272132996469736","0.05272132996469736"
"234","0.052803621627390385","0.052803621627390385","0.052803621627390385"
"235","0.05261739622801542","0.05261739622801542","0.05261739622801542"
"236","0.052645922638475895","0.052645922638475895","0.052645922638475895"
"237","0.05267747770994902","0.05267747770994902","0.05267747770994902"
"238","0.05260601080954075","0.05260601080954075","0.05260601080954075"
"239","0.05291932541877031","0.05291932541877031","0.05291932541877031"
"240","0.0526938084512949","0.0526938084512949","0.0526938084512949"
"241","0.05278078652918339","0.05278078652918339","0.05278078652918339"
"242","0.052951070480048656","0.052951070480048656","0.052951070480048656"
"243","0.052722206339240074","0.052722206339240074","0.052722206339240074"
"244","0.05269330460578203","0.05269330460578203","0.05269330460578203"
"245","0.0526320468634367","0.0526320468634367","0.0526320468634367"
"246","0.052638037130236626","0.052638037130236626","0.052638037130236626"
"247","0.05269224103540182","0.05269224103540182","0.05269224103540182"
"248","0.05262171570211649","0.05262171570211649","0.05262171570211649"
"249","0.05264281388372183","0.05264281388372183","0.05264281388372183"
"250","0.05271813739091158","0.05271813739091158","0.05271813739091158"
"251","0.05240664631128311","0.05240664631128311","0.05240664631128311"
"252","0.052459738217294216","0.052459738217294216","0.052459738217294216"
"253","0.05238163098692894","0.05238163098692894","0.05238163098692894"
"254","0.05262243468314409","0.05262243468314409","0.05262243468314409"
"255","0.05267116893082857","0.05267116893082857","0.05267116893082857"
"256","0.052717105485498905","0.052717105485498905","0.052717105485498905"
"257","0.05261464137583971","0.05261464137583971","0.05261464137583971"
"258","0.05276848282665014","0.05276848282665014","0.05276848282665014"
"259","0.05261906050145626","0.05261906050145626","0.05261906050145626"
"260","0.05265377275645733","0.05265377275645733","0.05265377275645733"
"261","0.052723693661391735","0.052723693661391735","0.052723693661391735"
"262","0.05261927004903555","0.05261927004903555","0.05261927004903555"
"263","0.053078681230545044","0.053078681230545044","0.053078681230545044"
"264","0.052559313364326954","0.052559313364326954","0.052559313364326954"
"265","0.05285309348255396","0.05285309348255396","0.05285309348255396"
"266","0.05264564324170351","0.05264564324170351","0.05264564324170351"
"267","0.052561807446181774","0.052561807446181774","0.052561807446181774"
"268","0.052603790536522865","0.052603790536522865","0.052603790536522865"
"269","0.05283031426370144","0.05283031426370144","0.05283031426370144"
"270","0.05264340154826641","0.05264340154826641","0.05264340154826641"
"271","0.05258546303957701","0.05258546303957701","0.05258546303957701"
"272","0.05260372348129749","0.05260372348129749","0.05260372348129749"
"273","0.052602458745241165","0.052602458745241165","0.052602458745241165"
"274","0.052654750645160675","0.052654750645160675","0.052654750645160675"
"275","0.05296270363032818","0.05296270363032818","0.05296270363032818"
"276","0.052622200921177864","0.052622200921177864","0.052622200921177864"
"277","0.05258772987872362","0.05258772987872362","0.05258772987872362"
"278","0.05256385821849108","0.05256385821849108","0.05256385821849108"
"279","0.05282842926681042","0.05282842926681042","0.05282842926681042"
"280","0.0525340810418129","0.0525340810418129","0.0525340810418129"
"281","0.05264976620674133","0.05264976620674133","0.05264976620674133"
"282","0.05260298494249582","0.05260298494249582","0.05260298494249582"
"283","0.052804408594965935","0.052804408594965935","0.052804408594965935"
"284","0.05263108666986227","0.05263108666986227","0.05263108666986227"
"285","0.05252637714147568","0.05252637714147568","0.05252637714147568"
"286","0.05263009574264288","0.05263009574264288","0.05263009574264288"
"287","0.05271327029913664","0.05271327029913664","0.05271327029913664"
"288","0.05270646512508392","0.05270646512508392","0.05270646512508392"
"289","0.052806067280471325","0.052806067280471325","0.052806067280471325"
"290","0.05280917789787054","0.05280917789787054","0.05280917789787054"
"291","0.052564023062586784","0.052564023062586784","0.052564023062586784"
"292","0.05297267250716686","0.05297267250716686","0.05297267250716686"
"293","0.05287882126867771","0.05287882126867771","0.05287882126867771"
"294","0.052755123004317284","0.052755123004317284","0.052755123004317284"
"295","0.05265397112816572","0.05265397112816572","0.05265397112816572"
"296","0.05256905872374773","0.05256905872374773","0.05256905872374773"
"297","0.0526622598990798","0.0526622598990798","0.0526622598990798"
"298","0.05256832670420408","0.05256832670420408","0.05256832670420408"
"299","0.05259956419467926","0.05259956419467926","0.05259956419467926"
"300","0.05270705744624138","0.05270705744624138","0.05270705744624138"
"301","0.05261182691901922","0.05261182691901922","0.05261182691901922"
"302","0.05292500928044319","0.05292500928044319","0.05292500928044319"
"303","0.0525634428486228","0.0525634428486228","0.0525634428486228"
"304","0.05273830983787775","0.05273830983787775","0.05273830983787775"
"305","0.052723729982972145","0.052723729982972145","0.052723729982972145"
"306","0.052661601454019547","0.052661601454019547","0.052661601454019547"
"307","0.05277776159346104","0.05277776159346104","0.05277776159346104"
"308","0.0528531763702631","0.0528531763702631","0.0528531763702631"
"309","0.05261034984141588","0.05261034984141588","0.05261034984141588"
"310","0.05267206113785505","0.05267206113785505","0.05267206113785505"
"311","0.052578724920749664","0.052578724920749664","0.052578724920749664"
"312","0.052636031061410904","0.052636031061410904","0.052636031061410904"
"313","0.05270139593631029","0.05270139593631029","0.05270139593631029"
"314","0.052813636139035225","0.052813636139035225","0.052813636139035225"
"315","0.05262888874858618","0.05262888874858618","0.05262888874858618"
"316","0.052711598575115204","0.052711598575115204","0.052711598575115204"
"317","0.05244883708655834","0.05244883708655834","0.05244883708655834"
"318","0.052622370421886444","0.052622370421886444","0.052622370421886444"
"319","0.05258750356733799","0.05258750356733799","0.05258750356733799"
"320","0.05260362662374973","0.05260362662374973","0.05260362662374973"
"321","0.0526843536645174","0.0526843536645174","0.0526843536645174"
"322","0.052651540376245975","0.052651540376245975","0.052651540376245975"
"323","0.05272275395691395","0.05272275395691395","0.05272275395691395"
"324","0.05268585868179798","0.05268585868179798","0.05268585868179798"
"325","0.05293912347406149","0.05293912347406149","0.05293912347406149"
"326","0.0526403421536088","0.0526403421536088","0.0526403421536088"
"327","0.05256387125700712","0.05256387125700712","0.05256387125700712"
"328","0.0526170264929533","0.0526170264929533","0.0526170264929533"
"329","0.05292226281017065","0.05292226281017065","0.05292226281017065"
"330","0.052718580700457096","0.052718580700457096","0.052718580700457096"
"331","0.05274319648742676","0.05274319648742676","0.05274319648742676"
"332","0.05290050711482763","0.05290050711482763","0.05290050711482763"
"333","0.05271997954696417","0.05271997954696417","0.05271997954696417"
"334","0.05266007408499718","0.05266007408499718","0.05266007408499718"
"335","0.052911676466464996","0.052911676466464996","0.052911676466464996"
"336","0.05273894779384136","0.05273894779384136","0.05273894779384136"
"337","0.052575462497770786","0.052575462497770786","0.052575462497770786"
"338","0.052719879895448685","0.052719879895448685","0.052719879895448685"
"339","0.05278983246535063","0.05278983246535063","0.05278983246535063"
"340","0.05272599123418331","0.05272599123418331","0.05272599123418331"
"341","0.052946378476917744","0.052946378476917744","0.052946378476917744"
"342","0.05282332003116608","0.05282332003116608","0.05282332003116608"
"343","0.052698928862810135","0.052698928862810135","0.052698928862810135"
"344","0.05248452629894018","0.05248452629894018","0.05248452629894018"
"345","0.052905808202922344","0.052905808202922344","0.052905808202922344"
"346","0.0528846550732851","0.0528846550732851","0.0528846550732851"
"347","0.052668843418359756","0.052668843418359756","0.052668843418359756"
"348","0.052546494640409946","0.052546494640409946","0.052546494640409946"
"349","0.052855109795928","0.052855109795928","0.052855109795928"
"350","0.05271839816123247","0.05271839816123247","0.05271839816123247"
"351","0.05260261241346598","0.05260261241346598","0.05260261241346598"
"352","0.05267256312072277","0.05267256312072277","0.05267256312072277"
"353","0.0528416084125638","0.0528416084125638","0.0528416084125638"
"354","0.05283774621784687","0.05283774621784687","0.05283774621784687"
"355","0.05279646813869476","0.05279646813869476","0.05279646813869476"
"356","0.05268274340778589","0.05268274340778589","0.05268274340778589"
"357","0.05261532124131918","0.05261532124131918","0.05261532124131918"
"358","0.05277020391076803","0.05277020391076803","0.05277020391076803"
"359","0.052950358018279076","0.052950358018279076","0.052950358018279076"
"360","0.05263531766831875","0.05263531766831875","0.05263531766831875"
"361","0.05272096209228039","0.05272096209228039","0.05272096209228039"
"362","0.05283402744680643","0.05283402744680643","0.05283402744680643"
"363","0.05282824486494064","0.05282824486494064","0.05282824486494064"
"364","0.05248298216611147","0.05248298216611147","0.05248298216611147"
"365","0.05265276879072189","0.05265276879072189","0.05265276879072189"
"366","0.052935780957341194","0.052935780957341194","0.052935780957341194"
"367","0.052711281925439835","0.052711281925439835","0.052711281925439835"
"368","0.05286459345370531","0.05286459345370531","0.05286459345370531"
"369","0.052798240445554256","0.052798240445554256","0.052798240445554256"
"370","0.052632689476013184","0.052632689476013184","0.052632689476013184"
"371","0.05276050139218569","0.05276050139218569","0.05276050139218569"
"372","0.052917913533747196","0.052917913533747196","0.052917913533747196"
"373","0.05276779178529978","0.05276779178529978","0.05276779178529978"
"374","0.05250624194741249","0.05250624194741249","0.05250624194741249"
"375","0.052733405493199825","0.052733405493199825","0.052733405493199825"
"376","0.052801874466240406","0.052801874466240406","0.052801874466240406"
"377","0.05265067610889673","0.05265067610889673","0.05265067610889673"
"378","0.052805930376052856","0.052805930376052856","0.052805930376052856"
"379","0.05276777781546116","0.05276777781546116","0.05276777781546116"
"380","0.0527010103687644","0.0527010103687644","0.0527010103687644"
"381","0.052860043942928314","0.052860043942928314","0.052860043942928314"
"382","0.05271490570157766","0.05271490570157766","0.05271490570157766"
"383","0.05278439540416002","0.05278439540416002","0.05278439540416002"
"384","0.05265070218592882","0.05265070218592882","0.05265070218592882"
"385","0.05264707002788782","0.05264707002788782","0.05264707002788782"
"386","0.0527435140684247","0.0527435140684247","0.0527435140684247"
"387","0.052798179909586906","0.052798179909586906","0.052798179909586906"
"388","0.052583927288651466","0.052583927288651466","0.052583927288651466"
"389","0.05256922449916601","0.05256922449916601","0.05256922449916601"
"390","0.05271326098591089","0.05271326098591089","0.05271326098591089"
"391","0.052820862270891666","0.052820862270891666","0.052820862270891666"
"392","0.05273398943245411","0.05273398943245411","0.05273398943245411"
"393","0.052769485861063004","0.052769485861063004","0.052769485861063004"
"394","0.0527528990060091","0.0527528990060091","0.0527528990060091"
"395","0.05280647147446871","0.05280647147446871","0.05280647147446871"
"396","0.05253919307142496","0.05253919307142496","0.05253919307142496"
"397","0.05290456488728523","0.05290456488728523","0.05290456488728523"
"398","0.052647936157882214","0.052647936157882214","0.052647936157882214"
"399","0.05273014400154352","0.05273014400154352","0.05273014400154352"
"400","0.05285158473998308","0.05285158473998308","0.05285158473998308"
