"Step","Mgelu_DS1_Osgd_W0.01 - validation.prediction_error","Mgelu_DS1_Osgd_W0.01 - validation.prediction_error__MIN","Mgelu_DS1_Osgd_W0.01 - validation.prediction_error__MAX"
"51","0.40989506244659424","0.40989506244659424","0.40989506244659424"
"52","0.41059884428977966","0.41059884428977966","0.41059884428977966"
"53","0.4112870991230011","0.4112870991230011","0.4112870991230011"
"54","0.41195812821388245","0.41195812821388245","0.41195812821388245"
"55","0.4126181900501251","0.4126181900501251","0.4126181900501251"
"56","0.41327178478240967","0.41327178478240967","0.41327178478240967"
"57","0.4139092266559601","0.4139092266559601","0.4139092266559601"
"58","0.4145227074623108","0.4145227074623108","0.4145227074623108"
"59","0.41511809825897217","0.41511809825897217","0.41511809825897217"
"60","0.4156945049762726","0.4156945049762726","0.4156945049762726"
"61","0.41624781489372253","0.41624781489372253","0.41624781489372253"
"62","0.4167897403240204","0.4167897403240204","0.4167897403240204"
"63","0.41729703545570374","0.41729703545570374","0.41729703545570374"
"64","0.4177989363670349","0.4177989363670349","0.4177989363670349"
"65","0.4182901084423065","0.4182901084423065","0.4182901084423065"
"66","0.41876864433288574","0.41876864433288574","0.41876864433288574"
"67","0.4192235469818115","0.4192235469818115","0.4192235469818115"
"68","0.4196528196334839","0.4196528196334839","0.4196528196334839"
"69","0.42007872462272644","0.42007872462272644","0.42007872462272644"
"70","0.4204957187175751","0.4204957187175751","0.4204957187175751"
"71","0.42089346051216125","0.42089346051216125","0.42089346051216125"
"72","0.42127883434295654","0.42127883434295654","0.42127883434295654"
"73","0.4216652810573578","0.4216652810573578","0.4216652810573578"
"74","0.42204567790031433","0.42204567790031433","0.42204567790031433"
"75","0.42242228984832764","0.42242228984832764","0.42242228984832764"
"76","0.42279982566833496","0.42279982566833496","0.42279982566833496"
"77","0.4231817126274109","0.4231817126274109","0.4231817126274109"
"78","0.42355629801750183","0.42355629801750183","0.42355629801750183"
"79","0.42393165826797485","0.42393165826797485","0.42393165826797485"
"80","0.4243161678314209","0.4243161678314209","0.4243161678314209"
"81","0.4247108995914459","0.4247108995914459","0.4247108995914459"
"82","0.42512381076812744","0.42512381076812744","0.42512381076812744"
"83","0.4255307614803314","0.4255307614803314","0.4255307614803314"
"84","0.4259602725505829","0.4259602725505829","0.4259602725505829"
"85","0.4264133870601654","0.4264133870601654","0.4264133870601654"
"86","0.42687126994132996","0.42687126994132996","0.42687126994132996"
"87","0.4273607134819031","0.4273607134819031","0.4273607134819031"
"88","0.42785683274269104","0.42785683274269104","0.42785683274269104"
"89","0.4283832013607025","0.4283832013607025","0.4283832013607025"
"90","0.4289276897907257","0.4289276897907257","0.4289276897907257"
"91","0.42949622869491577","0.42949622869491577","0.42949622869491577"
"92","0.43009239435195923","0.43009239435195923","0.43009239435195923"
"93","0.43071213364601135","0.43071213364601135","0.43071213364601135"
"94","0.4313671886920929","0.4313671886920929","0.4313671886920929"
"95","0.43205392360687256","0.43205392360687256","0.43205392360687256"
"96","0.4327731132507324","0.4327731132507324","0.4327731132507324"
"97","0.433518648147583","0.433518648147583","0.433518648147583"
"98","0.4343146085739136","0.4343146085739136","0.4343146085739136"
"99","0.4351305067539215","0.4351305067539215","0.4351305067539215"
"100","0.43597647547721863","0.43597647547721863","0.43597647547721863"
"101","0.4368560314178467","0.4368560314178467","0.4368560314178467"
"102","0.437778502702713","0.437778502702713","0.437778502702713"
"103","0.43873801827430725","0.43873801827430725","0.43873801827430725"
"104","0.4397483468055725","0.4397483468055725","0.4397483468055725"
"105","0.440774530172348","0.440774530172348","0.440774530172348"
"106","0.4418332576751709","0.4418332576751709","0.4418332576751709"
"107","0.44295355677604675","0.44295355677604675","0.44295355677604675"
"108","0.444087415933609","0.444087415933609","0.444087415933609"
"109","0.4452628493309021","0.4452628493309021","0.4452628493309021"
"110","0.44647324085235596","0.44647324085235596","0.44647324085235596"
"111","0.4477144181728363","0.4477144181728363","0.4477144181728363"
"112","0.4489867389202118","0.4489867389202118","0.4489867389202118"
"113","0.45028212666511536","0.45028212666511536","0.45028212666511536"
"114","0.45162200927734375","0.45162200927734375","0.45162200927734375"
"115","0.4529675841331482","0.4529675841331482","0.4529675841331482"
"116","0.45434144139289856","0.45434144139289856","0.45434144139289856"
"117","0.45573511719703674","0.45573511719703674","0.45573511719703674"
"118","0.4571548402309418","0.4571548402309418","0.4571548402309418"
"119","0.45858854055404663","0.45858854055404663","0.45858854055404663"
"120","0.46003323793411255","0.46003323793411255","0.46003323793411255"
"121","0.4614839553833008","0.4614839553833008","0.4614839553833008"
"122","0.4629420340061188","0.4629420340061188","0.4629420340061188"
"123","0.464420884847641","0.464420884847641","0.464420884847641"
"124","0.46589797735214233","0.46589797735214233","0.46589797735214233"
"125","0.46737778186798096","0.46737778186798096","0.46737778186798096"
"126","0.468870609998703","0.468870609998703","0.468870609998703"
"127","0.47033581137657166","0.47033581137657166","0.47033581137657166"
"128","0.4718134105205536","0.4718134105205536","0.4718134105205536"
"129","0.47328081727027893","0.47328081727027893","0.47328081727027893"
"130","0.47473615407943726","0.47473615407943726","0.47473615407943726"
"131","0.47617876529693604","0.47617876529693604","0.47617876529693604"
"132","0.47762352228164673","0.47762352228164673","0.47762352228164673"
"133","0.4790500998497009","0.4790500998497009","0.4790500998497009"
"134","0.48046571016311646","0.48046571016311646","0.48046571016311646"
"135","0.4818689227104187","0.4818689227104187","0.4818689227104187"
"136","0.4832513928413391","0.4832513928413391","0.4832513928413391"
"137","0.4846228063106537","0.4846228063106537","0.4846228063106537"
"138","0.4859667420387268","0.4859667420387268","0.4859667420387268"
"139","0.48729753494262695","0.48729753494262695","0.48729753494262695"
"140","0.48859983682632446","0.48859983682632446","0.48859983682632446"
"141","0.4898882210254669","0.4898882210254669","0.4898882210254669"
"142","0.49115699529647827","0.49115699529647827","0.49115699529647827"
"143","0.49239644408226013","0.49239644408226013","0.49239644408226013"
"144","0.4936181306838989","0.4936181306838989","0.4936181306838989"
"145","0.4948033392429352","0.4948033392429352","0.4948033392429352"
"146","0.495965838432312","0.495965838432312","0.495965838432312"
"147","0.49711790680885315","0.49711790680885315","0.49711790680885315"
"148","0.49823445081710815","0.49823445081710815","0.49823445081710815"
"149","0.4993191659450531","0.4993191659450531","0.4993191659450531"
"150","0.500380277633667","0.500380277633667","0.500380277633667"
"151","0.5014156699180603","0.5014156699180603","0.5014156699180603"
"152","0.5024340748786926","0.5024340748786926","0.5024340748786926"
"153","0.5034231543540955","0.5034231543540955","0.5034231543540955"
"154","0.5043891072273254","0.5043891072273254","0.5043891072273254"
"155","0.5053229331970215","0.5053229331970215","0.5053229331970215"
"156","0.5062437057495117","0.5062437057495117","0.5062437057495117"
"157","0.5071170330047607","0.5071170330047607","0.5071170330047607"
"158","0.5079708099365234","0.5079708099365234","0.5079708099365234"
"159","0.5087975263595581","0.5087975263595581","0.5087975263595581"
"160","0.5096105933189392","0.5096105933189392","0.5096105933189392"
"161","0.510400116443634","0.510400116443634","0.510400116443634"
"162","0.51115483045578","0.51115483045578","0.51115483045578"
"163","0.511889636516571","0.511889636516571","0.511889636516571"
"164","0.5126248002052307","0.5126248002052307","0.5126248002052307"
"165","0.513309895992279","0.513309895992279","0.513309895992279"
"166","0.5139880180358887","0.5139880180358887","0.5139880180358887"
"167","0.5146554112434387","0.5146554112434387","0.5146554112434387"
"168","0.5153030157089233","0.5153030157089233","0.5153030157089233"
"169","0.5159220695495605","0.5159220695495605","0.5159220695495605"
"170","0.516520082950592","0.516520082950592","0.516520082950592"
"171","0.5171076655387878","0.5171076655387878","0.5171076655387878"
"172","0.5176630616188049","0.5176630616188049","0.5176630616188049"
"173","0.518205463886261","0.518205463886261","0.518205463886261"
"174","0.5187300443649292","0.5187300443649292","0.5187300443649292"
"175","0.5192485451698303","0.5192485451698303","0.5192485451698303"
"176","0.5197620987892151","0.5197620987892151","0.5197620987892151"
"177","0.5202307105064392","0.5202307105064392","0.5202307105064392"
"178","0.5207042694091797","0.5207042694091797","0.5207042694091797"
"179","0.5211527943611145","0.5211527943611145","0.5211527943611145"
"180","0.5215880870819092","0.5215880870819092","0.5215880870819092"
"181","0.5220129489898682","0.5220129489898682","0.5220129489898682"
"182","0.5224176049232483","0.5224176049232483","0.5224176049232483"
"183","0.5228238105773926","0.5228238105773926","0.5228238105773926"
"184","0.5231911540031433","0.5231911540031433","0.5231911540031433"
"185","0.5235599279403687","0.5235599279403687","0.5235599279403687"
"186","0.5239148139953613","0.5239148139953613","0.5239148139953613"
"187","0.5242772102355957","0.5242772102355957","0.5242772102355957"
"188","0.5246083736419678","0.5246083736419678","0.5246083736419678"
"189","0.5249279737472534","0.5249279737472534","0.5249279737472534"
"190","0.5252606272697449","0.5252606272697449","0.5252606272697449"
"191","0.5255614519119263","0.5255614519119263","0.5255614519119263"
"192","0.5258586406707764","0.5258586406707764","0.5258586406707764"
"193","0.5261352062225342","0.5261352062225342","0.5261352062225342"
"194","0.5263886451721191","0.5263886451721191","0.5263886451721191"
"195","0.5266594886779785","0.5266594886779785","0.5266594886779785"
"196","0.526925802230835","0.526925802230835","0.526925802230835"
"197","0.5271796584129333","0.5271796584129333","0.5271796584129333"
"198","0.5274178981781006","0.5274178981781006","0.5274178981781006"
"199","0.5276550054550171","0.5276550054550171","0.5276550054550171"
"200","0.5278751254081726","0.5278751254081726","0.5278751254081726"
"201","0.5281081199645996","0.5281081199645996","0.5281081199645996"
"202","0.5283177495002747","0.5283177495002747","0.5283177495002747"
"203","0.5285071730613708","0.5285071730613708","0.5285071730613708"
"204","0.5286989808082581","0.5286989808082581","0.5286989808082581"
"205","0.5288945436477661","0.5288945436477661","0.5288945436477661"
"206","0.5290666818618774","0.5290666818618774","0.5290666818618774"
"207","0.5292307138442993","0.5292307138442993","0.5292307138442993"
"208","0.5293972492218018","0.5293972492218018","0.5293972492218018"
"209","0.5295672416687012","0.5295672416687012","0.5295672416687012"
"210","0.5297105312347412","0.5297105312347412","0.5297105312347412"
"211","0.529859185218811","0.529859185218811","0.529859185218811"
"212","0.5299957990646362","0.5299957990646362","0.5299957990646362"
"213","0.5301316380500793","0.5301316380500793","0.5301316380500793"
"214","0.5302644371986389","0.5302644371986389","0.5302644371986389"
"215","0.5303890705108643","0.5303890705108643","0.5303890705108643"
"216","0.5305023193359375","0.5305023193359375","0.5305023193359375"
"217","0.5306034088134766","0.5306034088134766","0.5306034088134766"
"218","0.5307148694992065","0.5307148694992065","0.5307148694992065"
"219","0.5308383703231812","0.5308383703231812","0.5308383703231812"
"220","0.5309374332427979","0.5309374332427979","0.5309374332427979"
"221","0.5310377478599548","0.5310377478599548","0.5310377478599548"
"222","0.5311148762702942","0.5311148762702942","0.5311148762702942"
"223","0.5312101244926453","0.5312101244926453","0.5312101244926453"
"224","0.5312862396240234","0.5312862396240234","0.5312862396240234"
"225","0.5313686728477478","0.5313686728477478","0.5313686728477478"
"226","0.5314462780952454","0.5314462780952454","0.5314462780952454"
"227","0.5315300822257996","0.5315300822257996","0.5315300822257996"
"228","0.5316036343574524","0.5316036343574524","0.5316036343574524"
"229","0.5316599011421204","0.5316599011421204","0.5316599011421204"
"230","0.5317127704620361","0.5317127704620361","0.5317127704620361"
"231","0.5317732095718384","0.5317732095718384","0.5317732095718384"
"232","0.5318300127983093","0.5318300127983093","0.5318300127983093"
"233","0.5318759083747864","0.5318759083747864","0.5318759083747864"
"234","0.5319380164146423","0.5319380164146423","0.5319380164146423"
"235","0.5319916605949402","0.5319916605949402","0.5319916605949402"
"236","0.5320160984992981","0.5320160984992981","0.5320160984992981"
"237","0.5320481657981873","0.5320481657981873","0.5320481657981873"
"238","0.5320854783058167","0.5320854783058167","0.5320854783058167"
"239","0.5321152210235596","0.5321152210235596","0.5321152210235596"
"240","0.5321385860443115","0.5321385860443115","0.5321385860443115"
"241","0.5321528911590576","0.5321528911590576","0.5321528911590576"
"242","0.5321799516677856","0.5321799516677856","0.5321799516677856"
"243","0.5322063565254211","0.5322063565254211","0.5322063565254211"
"244","0.5322253704071045","0.5322253704071045","0.5322253704071045"
"245","0.5322486162185669","0.5322486162185669","0.5322486162185669"
"246","0.5322607159614563","0.5322607159614563","0.5322607159614563"
"247","0.5322607755661011","0.5322607755661011","0.5322607755661011"
"248","0.5322777032852173","0.5322777032852173","0.5322777032852173"
"249","0.5322957634925842","0.5322957634925842","0.5322957634925842"
"250","0.5323057770729065","0.5323057770729065","0.5323057770729065"
"251","0.5323211550712585","0.5323211550712585","0.5323211550712585"
"252","0.5323245525360107","0.5323245525360107","0.5323245525360107"
"253","0.53232342004776","0.53232342004776","0.53232342004776"
"254","0.5323247313499451","0.5323247313499451","0.5323247313499451"
"255","0.5323234796524048","0.5323234796524048","0.5323234796524048"
"256","0.5323197245597839","0.5323197245597839","0.5323197245597839"
"257","0.5323117971420288","0.5323117971420288","0.5323117971420288"
"258","0.5323113203048706","0.5323113203048706","0.5323113203048706"
"259","0.5323189496994019","0.5323189496994019","0.5323189496994019"
"260","0.5323361158370972","0.5323361158370972","0.5323361158370972"
"261","0.5323184728622437","0.5323184728622437","0.5323184728622437"
"262","0.532303512096405","0.532303512096405","0.532303512096405"
"263","0.5322928428649902","0.5322928428649902","0.5322928428649902"
"264","0.5322741866111755","0.5322741866111755","0.5322741866111755"
"265","0.5322661995887756","0.5322661995887756","0.5322661995887756"
"266","0.5322524905204773","0.5322524905204773","0.5322524905204773"
"267","0.532236635684967","0.532236635684967","0.532236635684967"
"268","0.5322321653366089","0.5322321653366089","0.5322321653366089"
"269","0.5322263836860657","0.5322263836860657","0.5322263836860657"
"270","0.5322180986404419","0.5322180986404419","0.5322180986404419"
"271","0.5321906208992004","0.5321906208992004","0.5321906208992004"
"272","0.5321704745292664","0.5321704745292664","0.5321704745292664"
"273","0.5321698784828186","0.5321698784828186","0.5321698784828186"
"274","0.532146692276001","0.532146692276001","0.532146692276001"
"275","0.5321294665336609","0.5321294665336609","0.5321294665336609"
"276","0.5321065187454224","0.5321065187454224","0.5321065187454224"
"277","0.5321096777915955","0.5321096777915955","0.5321096777915955"
"278","0.5320942401885986","0.5320942401885986","0.5320942401885986"
"279","0.5320701003074646","0.5320701003074646","0.5320701003074646"
"280","0.53206467628479","0.53206467628479","0.53206467628479"
"281","0.5320385098457336","0.5320385098457336","0.5320385098457336"
"282","0.5320054292678833","0.5320054292678833","0.5320054292678833"
"283","0.5319887399673462","0.5319887399673462","0.5319887399673462"
"284","0.5319721102714539","0.5319721102714539","0.5319721102714539"
"285","0.5319384336471558","0.5319384336471558","0.5319384336471558"
"286","0.5319218039512634","0.5319218039512634","0.5319218039512634"
"287","0.5318992137908936","0.5318992137908936","0.5318992137908936"
"288","0.5318846702575684","0.5318846702575684","0.5318846702575684"
"289","0.5318589806556702","0.5318589806556702","0.5318589806556702"
"290","0.5318368673324585","0.5318368673324585","0.5318368673324585"
"291","0.5318323969841003","0.5318323969841003","0.5318323969841003"
"292","0.531791627407074","0.531791627407074","0.531791627407074"
"293","0.5317791104316711","0.5317791104316711","0.5317791104316711"
"294","0.5317448377609253","0.5317448377609253","0.5317448377609253"
"295","0.5317324995994568","0.5317324995994568","0.5317324995994568"
"296","0.5317055583000183","0.5317055583000183","0.5317055583000183"
"297","0.5316702723503113","0.5316702723503113","0.5316702723503113"
"298","0.5316516757011414","0.5316516757011414","0.5316516757011414"
"299","0.5316287279129028","0.5316287279129028","0.5316287279129028"
"300","0.5316064357757568","0.5316064357757568","0.5316064357757568"
"301","0.5315850377082825","0.5315850377082825","0.5315850377082825"
"302","0.531562864780426","0.531562864780426","0.531562864780426"
"303","0.5315485000610352","0.5315485000610352","0.5315485000610352"
"304","0.5315180420875549","0.5315180420875549","0.5315180420875549"
"305","0.5314860343933105","0.5314860343933105","0.5314860343933105"
"306","0.5314616560935974","0.5314616560935974","0.5314616560935974"
"307","0.5314536690711975","0.5314536690711975","0.5314536690711975"
"308","0.5314295291900635","0.5314295291900635","0.5314295291900635"
"309","0.5314133167266846","0.5314133167266846","0.5314133167266846"
"310","0.5313862562179565","0.5313862562179565","0.5313862562179565"
"311","0.5313612222671509","0.5313612222671509","0.5313612222671509"
"312","0.5313379764556885","0.5313379764556885","0.5313379764556885"
"313","0.5313235521316528","0.5313235521316528","0.5313235521316528"
"314","0.5313109159469604","0.5313109159469604","0.5313109159469604"
"315","0.5312818288803101","0.5312818288803101","0.5312818288803101"
"316","0.5312649607658386","0.5312649607658386","0.5312649607658386"
"317","0.5312362909317017","0.5312362909317017","0.5312362909317017"
"318","0.5312102437019348","0.5312102437019348","0.5312102437019348"
"319","0.5311872959136963","0.5311872959136963","0.5311872959136963"
"320","0.5311505794525146","0.5311505794525146","0.5311505794525146"
"321","0.5311270356178284","0.5311270356178284","0.5311270356178284"
"322","0.5311148166656494","0.5311148166656494","0.5311148166656494"
"323","0.5311107039451599","0.5311107039451599","0.5311107039451599"
"324","0.5310884714126587","0.5310884714126587","0.5310884714126587"
"325","0.5310660600662231","0.5310660600662231","0.5310660600662231"
"326","0.5310453176498413","0.5310453176498413","0.5310453176498413"
"327","0.5310186743736267","0.5310186743736267","0.5310186743736267"
"328","0.5309958457946777","0.5309958457946777","0.5309958457946777"
"329","0.5309913754463196","0.5309913754463196","0.5309913754463196"
"330","0.5309619903564453","0.5309619903564453","0.5309619903564453"
"331","0.530945897102356","0.530945897102356","0.530945897102356"
"332","0.5309289693832397","0.5309289693832397","0.5309289693832397"
"333","0.5309091806411743","0.5309091806411743","0.5309091806411743"
"334","0.5308910608291626","0.5308910608291626","0.5308910608291626"
"335","0.5308719873428345","0.5308719873428345","0.5308719873428345"
"336","0.530855119228363","0.530855119228363","0.530855119228363"
"337","0.5308431386947632","0.5308431386947632","0.5308431386947632"
"338","0.5308226346969604","0.5308226346969604","0.5308226346969604"
"339","0.5308094024658203","0.5308094024658203","0.5308094024658203"
"340","0.5307984352111816","0.5307984352111816","0.5307984352111816"
"341","0.5307831764221191","0.5307831764221191","0.5307831764221191"
"342","0.5307610630989075","0.5307610630989075","0.5307610630989075"
"343","0.5307572484016418","0.5307572484016418","0.5307572484016418"
"344","0.5307492017745972","0.5307492017745972","0.5307492017745972"
"345","0.5307328701019287","0.5307328701019287","0.5307328701019287"
"346","0.5307230949401855","0.5307230949401855","0.5307230949401855"
"347","0.530689537525177","0.530689537525177","0.530689537525177"
"348","0.5306562185287476","0.5306562185287476","0.5306562185287476"
"349","0.5306589603424072","0.5306589603424072","0.5306589603424072"
"350","0.530643880367279","0.530643880367279","0.530643880367279"
"351","0.530624508857727","0.530624508857727","0.530624508857727"
"352","0.5306291580200195","0.5306291580200195","0.5306291580200195"
"353","0.530617892742157","0.530617892742157","0.530617892742157"
"354","0.5306050181388855","0.5306050181388855","0.5306050181388855"
"355","0.530601978302002","0.530601978302002","0.530601978302002"
"356","0.5306015610694885","0.5306015610694885","0.5306015610694885"
"357","0.5305866003036499","0.5305866003036499","0.5305866003036499"
"358","0.530579686164856","0.530579686164856","0.530579686164856"
"359","0.5305726528167725","0.5305726528167725","0.5305726528167725"
"360","0.5305547118186951","0.5305547118186951","0.5305547118186951"
"361","0.5305489897727966","0.5305489897727966","0.5305489897727966"
"362","0.5305405259132385","0.5305405259132385","0.5305405259132385"
"363","0.5305306911468506","0.5305306911468506","0.5305306911468506"
"364","0.5305261015892029","0.5305261015892029","0.5305261015892029"
"365","0.5305086374282837","0.5305086374282837","0.5305086374282837"
"366","0.5304956436157227","0.5304956436157227","0.5304956436157227"
"367","0.5304965972900391","0.5304965972900391","0.5304965972900391"
"368","0.5304842591285706","0.5304842591285706","0.5304842591285706"
"369","0.530476450920105","0.530476450920105","0.530476450920105"
"370","0.5304744839668274","0.5304744839668274","0.5304744839668274"
"371","0.5304557681083679","0.5304557681083679","0.5304557681083679"
"372","0.5304582118988037","0.5304582118988037","0.5304582118988037"
"373","0.5304537415504456","0.5304537415504456","0.5304537415504456"
"374","0.5304504036903381","0.5304504036903381","0.5304504036903381"
"375","0.5304471254348755","0.5304471254348755","0.5304471254348755"
"376","0.5304383039474487","0.5304383039474487","0.5304383039474487"
"377","0.5304322242736816","0.5304322242736816","0.5304322242736816"
"378","0.5304335355758667","0.5304335355758667","0.5304335355758667"
"379","0.5304293632507324","0.5304293632507324","0.5304293632507324"
"380","0.5304248929023743","0.5304248929023743","0.5304248929023743"
"381","0.5304100513458252","0.5304100513458252","0.5304100513458252"
"382","0.5304153561592102","0.5304153561592102","0.5304153561592102"
"383","0.530414342880249","0.530414342880249","0.530414342880249"
"384","0.5304076075553894","0.5304076075553894","0.5304076075553894"
"385","0.5303999781608582","0.5303999781608582","0.5303999781608582"
"386","0.5303987264633179","0.5303987264633179","0.5303987264633179"
"387","0.5304089188575745","0.5304089188575745","0.5304089188575745"
"388","0.5304058790206909","0.5304058790206909","0.5304058790206909"
"389","0.5303999781608582","0.5303999781608582","0.5303999781608582"
"390","0.5303981900215149","0.5303981900215149","0.5303981900215149"
"391","0.5303843021392822","0.5303843021392822","0.5303843021392822"
"392","0.5303806066513062","0.5303806066513062","0.5303806066513062"
"393","0.5303808450698853","0.5303808450698853","0.5303808450698853"
"394","0.5303792953491211","0.5303792953491211","0.5303792953491211"
"395","0.5303799510002136","0.5303799510002136","0.5303799510002136"
"396","0.5303853154182434","0.5303853154182434","0.5303853154182434"
"397","0.5303871035575867","0.5303871035575867","0.5303871035575867"
"398","0.5303757190704346","0.5303757190704346","0.5303757190704346"
"399","0.5303661227226257","0.5303661227226257","0.5303661227226257"
"400","0.5303605198860168","0.5303605198860168","0.5303605198860168"
