"Step","Mgelu_DS1_Osgd_W0.01 - train.NRC1","Mgelu_DS1_Osgd_W0.01 - train.NRC1__MIN","Mgelu_DS1_Osgd_W0.01 - train.NRC1__MAX"
"65","4.488544940948486","4.488544940948486","4.488544940948486"
"66","4.484663009643555","4.484663009643555","4.484663009643555"
"67","4.482780933380127","4.482780933380127","4.482780933380127"
"68","4.482686519622803","4.482686519622803","4.482686519622803"
"69","4.48457145690918","4.48457145690918","4.48457145690918"
"70","4.488248825073242","4.488248825073242","4.488248825073242"
"71","4.49341344833374","4.49341344833374","4.49341344833374"
"72","4.499549388885498","4.499549388885498","4.499549388885498"
"73","4.507318496704102","4.507318496704102","4.507318496704102"
"74","4.516435146331787","4.516435146331787","4.516435146331787"
"75","4.5264506340026855","4.5264506340026855","4.5264506340026855"
"76","4.537581920623779","4.537581920623779","4.537581920623779"
"77","4.5495805740356445","4.5495805740356445","4.5495805740356445"
"78","4.562511920928955","4.562511920928955","4.562511920928955"
"79","4.576166152954102","4.576166152954102","4.576166152954102"
"80","4.590846538543701","4.590846538543701","4.590846538543701"
"81","4.6060309410095215","4.6060309410095215","4.6060309410095215"
"82","4.621992111206055","4.621992111206055","4.621992111206055"
"83","4.638629913330078","4.638629913330078","4.638629913330078"
"84","4.65584135055542","4.65584135055542","4.65584135055542"
"85","4.67346715927124","4.67346715927124","4.67346715927124"
"86","4.691807746887207","4.691807746887207","4.691807746887207"
"87","4.711390972137451","4.711390972137451","4.711390972137451"
"88","4.730930805206299","4.730930805206299","4.730930805206299"
"89","4.751183032989502","4.751183032989502","4.751183032989502"
"90","4.772052764892578","4.772052764892578","4.772052764892578"
"91","4.793654918670654","4.793654918670654","4.793654918670654"
"92","4.815977573394775","4.815977573394775","4.815977573394775"
"93","4.839024543762207","4.839024543762207","4.839024543762207"
"94","4.862460136413574","4.862460136413574","4.862460136413574"
"95","4.886447429656982","4.886447429656982","4.886447429656982"
"96","4.910983562469482","4.910983562469482","4.910983562469482"
"97","4.935833930969238","4.935833930969238","4.935833930969238"
"98","4.961245059967041","4.961245059967041","4.961245059967041"
"99","4.986476898193359","4.986476898193359","4.986476898193359"
"100","5.011770725250244","5.011770725250244","5.011770725250244"
"101","5.037259101867676","5.037259101867676","5.037259101867676"
"102","5.06184720993042","5.06184720993042","5.06184720993042"
"103","5.085555553436279","5.085555553436279","5.085555553436279"
"104","5.108960151672363","5.108960151672363","5.108960151672363"
"105","5.131140232086182","5.131140232086182","5.131140232086182"
"106","5.151453495025635","5.151453495025635","5.151453495025635"
"107","5.16977071762085","5.16977071762085","5.16977071762085"
"108","5.1865458488464355","5.1865458488464355","5.1865458488464355"
"109","5.200896263122559","5.200896263122559","5.200896263122559"
"110","5.212915897369385","5.212915897369385","5.212915897369385"
"111","5.222614288330078","5.222614288330078","5.222614288330078"
"112","5.229225158691406","5.229225158691406","5.229225158691406"
"113","5.233217239379883","5.233217239379883","5.233217239379883"
"114","5.234698295593262","5.234698295593262","5.234698295593262"
"115","5.233114242553711","5.233114242553711","5.233114242553711"
"116","5.228569984436035","5.228569984436035","5.228569984436035"
"117","5.221578121185303","5.221578121185303","5.221578121185303"
"118","5.212129592895508","5.212129592895508","5.212129592895508"
"119","5.199722766876221","5.199722766876221","5.199722766876221"
"120","5.185060501098633","5.185060501098633","5.185060501098633"
"121","5.168222904205322","5.168222904205322","5.168222904205322"
"122","5.148878574371338","5.148878574371338","5.148878574371338"
"123","5.127446174621582","5.127446174621582","5.127446174621582"
"124","5.1045145988464355","5.1045145988464355","5.1045145988464355"
"125","5.079822540283203","5.079822540283203","5.079822540283203"
"126","5.05333948135376","5.05333948135376","5.05333948135376"
"127","5.025424957275391","5.025424957275391","5.025424957275391"
"128","4.996670722961426","4.996670722961426","4.996670722961426"
"129","4.966440677642822","4.966440677642822","4.966440677642822"
"130","4.935428619384766","4.935428619384766","4.935428619384766"
"131","4.9037766456604","4.9037766456604","4.9037766456604"
"132","4.871542930603027","4.871542930603027","4.871542930603027"
"133","4.839097499847412","4.839097499847412","4.839097499847412"
"134","4.806211471557617","4.806211471557617","4.806211471557617"
"135","4.773212909698486","4.773212909698486","4.773212909698486"
"136","4.740374565124512","4.740374565124512","4.740374565124512"
"137","4.707332134246826","4.707332134246826","4.707332134246826"
"138","4.674654006958008","4.674654006958008","4.674654006958008"
"139","4.642542362213135","4.642542362213135","4.642542362213135"
"140","4.6104278564453125","4.6104278564453125","4.6104278564453125"
"141","4.578810691833496","4.578810691833496","4.578810691833496"
"142","4.547755241394043","4.547755241394043","4.547755241394043"
"143","4.517719268798828","4.517719268798828","4.517719268798828"
"144","4.4879536628723145","4.4879536628723145","4.4879536628723145"
"145","4.459011554718018","4.459011554718018","4.459011554718018"
"146","4.43112325668335","4.43112325668335","4.43112325668335"
"147","4.404002666473389","4.404002666473389","4.404002666473389"
"148","4.377399921417236","4.377399921417236","4.377399921417236"
"149","4.352210998535156","4.352210998535156","4.352210998535156"
"150","4.3271565437316895","4.3271565437316895","4.3271565437316895"
"151","4.303272724151611","4.303272724151611","4.303272724151611"
"152","4.2800612449646","4.2800612449646","4.2800612449646"
"153","4.2581048011779785","4.2581048011779785","4.2581048011779785"
"154","4.236629962921143","4.236629962921143","4.236629962921143"
"155","4.216373443603516","4.216373443603516","4.216373443603516"
"156","4.196627140045166","4.196627140045166","4.196627140045166"
"157","4.177575588226318","4.177575588226318","4.177575588226318"
"158","4.159379959106445","4.159379959106445","4.159379959106445"
"159","4.142062187194824","4.142062187194824","4.142062187194824"
"160","4.125126361846924","4.125126361846924","4.125126361846924"
"161","4.1092915534973145","4.1092915534973145","4.1092915534973145"
"162","4.094014644622803","4.094014644622803","4.094014644622803"
"163","4.079237937927246","4.079237937927246","4.079237937927246"
"164","4.064744472503662","4.064744472503662","4.064744472503662"
"165","4.050901412963867","4.050901412963867","4.050901412963867"
"166","4.037837505340576","4.037837505340576","4.037837505340576"
"167","4.025139808654785","4.025139808654785","4.025139808654785"
"168","4.013150691986084","4.013150691986084","4.013150691986084"
"169","4.001286029815674","4.001286029815674","4.001286029815674"
"170","3.989711284637451","3.989711284637451","3.989711284637451"
"171","3.978736162185669","3.978736162185669","3.978736162185669"
"172","3.9680838584899902","3.9680838584899902","3.9680838584899902"
"173","3.9574952125549316","3.9574952125549316","3.9574952125549316"
"174","3.947544574737549","3.947544574737549","3.947544574737549"
"175","3.937488555908203","3.937488555908203","3.937488555908203"
"176","3.9278717041015625","3.9278717041015625","3.9278717041015625"
"177","3.918383836746216","3.918383836746216","3.918383836746216"
"178","3.9090075492858887","3.9090075492858887","3.9090075492858887"
"179","3.8997251987457275","3.8997251987457275","3.8997251987457275"
"180","3.8906097412109375","3.8906097412109375","3.8906097412109375"
"181","3.8816564083099365","3.8816564083099365","3.8816564083099365"
"182","3.872654676437378","3.872654676437378","3.872654676437378"
"183","3.8637914657592773","3.8637914657592773","3.8637914657592773"
"184","3.85487699508667","3.85487699508667","3.85487699508667"
"185","3.8459060192108154","3.8459060192108154","3.8459060192108154"
"186","3.8371939659118652","3.8371939659118652","3.8371939659118652"
"187","3.828284502029419","3.828284502029419","3.828284502029419"
"188","3.819369077682495","3.819369077682495","3.819369077682495"
"189","3.8103721141815186","3.8103721141815186","3.8103721141815186"
"190","3.8011724948883057","3.8011724948883057","3.8011724948883057"
"191","3.7919373512268066","3.7919373512268066","3.7919373512268066"
"192","3.7826180458068848","3.7826180458068848","3.7826180458068848"
"193","3.7731902599334717","3.7731902599334717","3.7731902599334717"
"194","3.7637226581573486","3.7637226581573486","3.7637226581573486"
"195","3.7544362545013428","3.7544362545013428","3.7544362545013428"
"196","3.7444283962249756","3.7444283962249756","3.7444283962249756"
"197","3.7342867851257324","3.7342867851257324","3.7342867851257324"
"198","3.7241907119750977","3.7241907119750977","3.7241907119750977"
"199","3.713751792907715","3.713751792907715","3.713751792907715"
"200","3.7030065059661865","3.7030065059661865","3.7030065059661865"
"201","3.6924374103546143","3.6924374103546143","3.6924374103546143"
"202","3.6811611652374268","3.6811611652374268","3.6811611652374268"
"203","3.6698460578918457","3.6698460578918457","3.6698460578918457"
"204","3.6582963466644287","3.6582963466644287","3.6582963466644287"
"205","3.64634108543396","3.64634108543396","3.64634108543396"
"206","3.6341209411621094","3.6341209411621094","3.6341209411621094"
"207","3.621868371963501","3.621868371963501","3.621868371963501"
"208","3.609189748764038","3.609189748764038","3.609189748764038"
"209","3.5963690280914307","3.5963690280914307","3.5963690280914307"
"210","3.582808494567871","3.582808494567871","3.582808494567871"
"211","3.569094657897949","3.569094657897949","3.569094657897949"
"212","3.5554661750793457","3.5554661750793457","3.5554661750793457"
"213","3.5410892963409424","3.5410892963409424","3.5410892963409424"
"214","3.5265519618988037","3.5265519618988037","3.5265519618988037"
"215","3.5115244388580322","3.5115244388580322","3.5115244388580322"
"216","3.496298313140869","3.496298313140869","3.496298313140869"
"217","3.4804975986480713","3.4804975986480713","3.4804975986480713"
"218","3.4647529125213623","3.4647529125213623","3.4647529125213623"
"219","3.448401927947998","3.448401927947998","3.448401927947998"
"220","3.4317095279693604","3.4317095279693604","3.4317095279693604"
"221","3.414419412612915","3.414419412612915","3.414419412612915"
"222","3.3968007564544678","3.3968007564544678","3.3968007564544678"
"223","3.379124164581299","3.379124164581299","3.379124164581299"
"224","3.360853910446167","3.360853910446167","3.360853910446167"
"225","3.3419198989868164","3.3419198989868164","3.3419198989868164"
"226","3.3227763175964355","3.3227763175964355","3.3227763175964355"
"227","3.30344295501709","3.30344295501709","3.30344295501709"
"228","3.283606767654419","3.283606767654419","3.283606767654419"
"229","3.26328182220459","3.26328182220459","3.26328182220459"
"230","3.2425577640533447","3.2425577640533447","3.2425577640533447"
"231","3.221409320831299","3.221409320831299","3.221409320831299"
"232","3.199896812438965","3.199896812438965","3.199896812438965"
"233","3.1778409481048584","3.1778409481048584","3.1778409481048584"
"234","3.1555418968200684","3.1555418968200684","3.1555418968200684"
"235","3.1323976516723633","3.1323976516723633","3.1323976516723633"
"236","3.109196901321411","3.109196901321411","3.109196901321411"
"237","3.085427761077881","3.085427761077881","3.085427761077881"
"238","3.061229705810547","3.061229705810547","3.061229705810547"
"239","3.037039279937744","3.037039279937744","3.037039279937744"
"240","3.012017011642456","3.012017011642456","3.012017011642456"
"241","2.986800193786621","2.986800193786621","2.986800193786621"
"242","2.9609501361846924","2.9609501361846924","2.9609501361846924"
"243","2.9348199367523193","2.9348199367523193","2.9348199367523193"
"244","2.9081242084503174","2.9081242084503174","2.9081242084503174"
"245","2.88136625289917","2.88136625289917","2.88136625289917"
"246","2.8540561199188232","2.8540561199188232","2.8540561199188232"
"247","2.8262529373168945","2.8262529373168945","2.8262529373168945"
"248","2.7980098724365234","2.7980098724365234","2.7980098724365234"
"249","2.7697911262512207","2.7697911262512207","2.7697911262512207"
"250","2.7407829761505127","2.7407829761505127","2.7407829761505127"
"251","2.7115371227264404","2.7115371227264404","2.7115371227264404"
"252","2.6818630695343018","2.6818630695343018","2.6818630695343018"
"253","2.6521048545837402","2.6521048545837402","2.6521048545837402"
"254","2.6217427253723145","2.6217427253723145","2.6217427253723145"
"255","2.591161012649536","2.591161012649536","2.591161012649536"
"256","2.560030460357666","2.560030460357666","2.560030460357666"
"257","2.528892755508423","2.528892755508423","2.528892755508423"
"258","2.4971907138824463","2.4971907138824463","2.4971907138824463"
"259","2.4654393196105957","2.4654393196105957","2.4654393196105957"
"260","2.4331958293914795","2.4331958293914795","2.4331958293914795"
"261","2.400895357131958","2.400895357131958","2.400895357131958"
"262","2.368060350418091","2.368060350418091","2.368060350418091"
"263","2.3352527618408203","2.3352527618408203","2.3352527618408203"
"264","2.3019890785217285","2.3019890785217285","2.3019890785217285"
"265","2.2688748836517334","2.2688748836517334","2.2688748836517334"
"266","2.2355425357818604","2.2355425357818604","2.2355425357818604"
"267","2.201728105545044","2.201728105545044","2.201728105545044"
"268","2.1680381298065186","2.1680381298065186","2.1680381298065186"
"269","2.133965492248535","2.133965492248535","2.133965492248535"
"270","2.100067615509033","2.100067615509033","2.100067615509033"
"271","2.066124200820923","2.066124200820923","2.066124200820923"
"272","2.031733989715576","2.031733989715576","2.031733989715576"
"273","1.997498869895935","1.997498869895935","1.997498869895935"
"274","1.9632219076156616","1.9632219076156616","1.9632219076156616"
"275","1.929024577140808","1.929024577140808","1.929024577140808"
"276","1.8948551416397095","1.8948551416397095","1.8948551416397095"
"277","1.860396385192871","1.860396385192871","1.860396385192871"
"278","1.8261349201202393","1.8261349201202393","1.8261349201202393"
"279","1.7921212911605835","1.7921212911605835","1.7921212911605835"
"280","1.758023977279663","1.758023977279663","1.758023977279663"
"281","1.7241510152816772","1.7241510152816772","1.7241510152816772"
"282","1.6903804540634155","1.6903804540634155","1.6903804540634155"
"283","1.6567614078521729","1.6567614078521729","1.6567614078521729"
"284","1.6231735944747925","1.6231735944747925","1.6231735944747925"
"285","1.5899674892425537","1.5899674892425537","1.5899674892425537"
"286","1.5570281744003296","1.5570281744003296","1.5570281744003296"
"287","1.5243207216262817","1.5243207216262817","1.5243207216262817"
"288","1.491748571395874","1.491748571395874","1.491748571395874"
"289","1.4595568180084229","1.4595568180084229","1.4595568180084229"
"290","1.427693486213684","1.427693486213684","1.427693486213684"
"291","1.3961286544799805","1.3961286544799805","1.3961286544799805"
"292","1.3649532794952393","1.3649532794952393","1.3649532794952393"
"293","1.3340246677398682","1.3340246677398682","1.3340246677398682"
"294","1.3035897016525269","1.3035897016525269","1.3035897016525269"
"295","1.27349853515625","1.27349853515625","1.27349853515625"
"296","1.243842601776123","1.243842601776123","1.243842601776123"
"297","1.2146906852722168","1.2146906852722168","1.2146906852722168"
"298","1.1858798265457153","1.1858798265457153","1.1858798265457153"
"299","1.157541036605835","1.157541036605835","1.157541036605835"
"300","1.1296064853668213","1.1296064853668213","1.1296064853668213"
"301","1.1022101640701294","1.1022101640701294","1.1022101640701294"
"302","1.0752519369125366","1.0752519369125366","1.0752519369125366"
"303","1.0488531589508057","1.0488531589508057","1.0488531589508057"
"304","1.0228525400161743","1.0228525400161743","1.0228525400161743"
"305","0.9973849058151245","0.9973849058151245","0.9973849058151245"
"306","0.9725165963172913","0.9725165963172913","0.9725165963172913"
"307","0.9480805397033691","0.9480805397033691","0.9480805397033691"
"308","0.9241686463356018","0.9241686463356018","0.9241686463356018"
"309","0.9007660746574402","0.9007660746574402","0.9007660746574402"
"310","0.8778906464576721","0.8778906464576721","0.8778906464576721"
"311","0.855543851852417","0.855543851852417","0.855543851852417"
"312","0.8337476253509521","0.8337476253509521","0.8337476253509521"
"313","0.8124496936798096","0.8124496936798096","0.8124496936798096"
"314","0.7916288375854492","0.7916288375854492","0.7916288375854492"
"315","0.7712826132774353","0.7712826132774353","0.7712826132774353"
"316","0.7515536546707153","0.7515536546707153","0.7515536546707153"
"317","0.7322777509689331","0.7322777509689331","0.7322777509689331"
"318","0.7135024070739746","0.7135024070739746","0.7135024070739746"
"319","0.695182740688324","0.695182740688324","0.695182740688324"
"320","0.6773620843887329","0.6773620843887329","0.6773620843887329"
"321","0.6600139737129211","0.6600139737129211","0.6600139737129211"
"322","0.6431174278259277","0.6431174278259277","0.6431174278259277"
"323","0.626659631729126","0.626659631729126","0.626659631729126"
"324","0.6106374859809875","0.6106374859809875","0.6106374859809875"
"325","0.5950958728790283","0.5950958728790283","0.5950958728790283"
"326","0.5799728035926819","0.5799728035926819","0.5799728035926819"
"327","0.5652812719345093","0.5652812719345093","0.5652812719345093"
"328","0.5510080456733704","0.5510080456733704","0.5510080456733704"
"329","0.5371090769767761","0.5371090769767761","0.5371090769767761"
"330","0.5235916972160339","0.5235916972160339","0.5235916972160339"
"331","0.5104143619537354","0.5104143619537354","0.5104143619537354"
"332","0.49768227338790894","0.49768227338790894","0.49768227338790894"
"333","0.4852346181869507","0.4852346181869507","0.4852346181869507"
"334","0.4731415808200836","0.4731415808200836","0.4731415808200836"
"335","0.46140411496162415","0.46140411496162415","0.46140411496162415"
"336","0.45002683997154236","0.45002683997154236","0.45002683997154236"
"337","0.43890446424484253","0.43890446424484253","0.43890446424484253"
"338","0.42811381816864014","0.42811381816864014","0.42811381816864014"
"339","0.41759905219078064","0.41759905219078064","0.41759905219078064"
"340","0.40742218494415283","0.40742218494415283","0.40742218494415283"
"341","0.3974650502204895","0.3974650502204895","0.3974650502204895"
"342","0.38777685165405273","0.38777685165405273","0.38777685165405273"
"343","0.37838953733444214","0.37838953733444214","0.37838953733444214"
"344","0.3691844344139099","0.3691844344139099","0.3691844344139099"
"345","0.3602920472621918","0.3602920472621918","0.3602920472621918"
"346","0.35158559679985046","0.35158559679985046","0.35158559679985046"
"347","0.34313222765922546","0.34313222765922546","0.34313222765922546"
"348","0.33491039276123047","0.33491039276123047","0.33491039276123047"
"349","0.32687121629714966","0.32687121629714966","0.32687121629714966"
"350","0.31903186440467834","0.31903186440467834","0.31903186440467834"
"351","0.3114238381385803","0.3114238381385803","0.3114238381385803"
"352","0.3040000796318054","0.3040000796318054","0.3040000796318054"
"353","0.2967243194580078","0.2967243194580078","0.2967243194580078"
"354","0.28966912627220154","0.28966912627220154","0.28966912627220154"
"355","0.2827686369419098","0.2827686369419098","0.2827686369419098"
"356","0.27605390548706055","0.27605390548706055","0.27605390548706055"
"357","0.2694932818412781","0.2694932818412781","0.2694932818412781"
"358","0.2630872428417206","0.2630872428417206","0.2630872428417206"
"359","0.2568553686141968","0.2568553686141968","0.2568553686141968"
"360","0.25076034665107727","0.25076034665107727","0.25076034665107727"
"361","0.24479179084300995","0.24479179084300995","0.24479179084300995"
"362","0.23896297812461853","0.23896297812461853","0.23896297812461853"
"363","0.2332744151353836","0.2332744151353836","0.2332744151353836"
"364","0.22774793207645416","0.22774793207645416","0.22774793207645416"
"365","0.22231890261173248","0.22231890261173248","0.22231890261173248"
"366","0.21701958775520325","0.21701958775520325","0.21701958775520325"
"367","0.21184022724628448","0.21184022724628448","0.21184022724628448"
"368","0.2067963182926178","0.2067963182926178","0.2067963182926178"
"369","0.20185038447380066","0.20185038447380066","0.20185038447380066"
"370","0.19702762365341187","0.19702762365341187","0.19702762365341187"
"371","0.19230249524116516","0.19230249524116516","0.19230249524116516"
"372","0.1876940131187439","0.1876940131187439","0.1876940131187439"
"373","0.18319539725780487","0.18319539725780487","0.18319539725780487"
"374","0.17877349257469177","0.17877349257469177","0.17877349257469177"
"375","0.1744653731584549","0.1744653731584549","0.1744653731584549"
"376","0.17025595903396606","0.17025595903396606","0.17025595903396606"
"377","0.166129469871521","0.166129469871521","0.166129469871521"
"378","0.162128746509552","0.162128746509552","0.162128746509552"
"379","0.15817688405513763","0.15817688405513763","0.15817688405513763"
"380","0.15433694422245026","0.15433694422245026","0.15433694422245026"
"381","0.15057015419006348","0.15057015419006348","0.15057015419006348"
"382","0.1468895971775055","0.1468895971775055","0.1468895971775055"
"383","0.14329609274864197","0.14329609274864197","0.14329609274864197"
"384","0.13978391885757446","0.13978391885757446","0.13978391885757446"
"385","0.1363493651151657","0.1363493651151657","0.1363493651151657"
"386","0.1329841911792755","0.1329841911792755","0.1329841911792755"
"387","0.12969960272312164","0.12969960272312164","0.12969960272312164"
"388","0.12649042904376984","0.12649042904376984","0.12649042904376984"
"389","0.12335507571697235","0.12335507571697235","0.12335507571697235"
"390","0.12028791755437851","0.12028791755437851","0.12028791755437851"
"391","0.11728499084711075","0.11728499084711075","0.11728499084711075"
"392","0.11435819417238235","0.11435819417238235","0.11435819417238235"
"393","0.11149737238883972","0.11149737238883972","0.11149737238883972"
"394","0.10870480537414551","0.10870480537414551","0.10870480537414551"
"395","0.10596819221973419","0.10596819221973419","0.10596819221973419"
"396","0.10329431295394897","0.10329431295394897","0.10329431295394897"
"397","0.10069151222705841","0.10069151222705841","0.10069151222705841"
"398","0.09814013540744781","0.09814013540744781","0.09814013540744781"
"399","0.09564857929944992","0.09564857929944992","0.09564857929944992"
"400","0.09321974962949753","0.09321974962949753","0.09321974962949753"
