"Step","Ehopper_Mno_relu_DS10000_W0.001_lr0.01 - train_mse_loss","Ehopper_Mno_relu_DS10000_W0.001_lr0.01 - train_mse_loss__MIN","Ehopper_Mno_relu_DS10000_W0.001_lr0.01 - train_mse_loss__MAX"
"79","0.04755260441452265","0.04755260441452265","0.04755260441452265"
"80","0.04792181653901935","0.04792181653901935","0.04792181653901935"
"81","0.047467342019081114","0.047467342019081114","0.047467342019081114"
"82","0.04699934348464012","0.04699934348464012","0.04699934348464012"
"83","0.04771147817373276","0.04771147817373276","0.04771147817373276"
"84","0.04739882815629244","0.04739882815629244","0.04739882815629244"
"85","0.047855026181787254","0.047855026181787254","0.047855026181787254"
"86","0.04754873896017671","0.04754873896017671","0.04754873896017671"
"87","0.04754853677004576","0.04754853677004576","0.04754853677004576"
"88","0.04754293663427234","0.04754293663427234","0.04754293663427234"
"89","0.047504990734159945","0.047504990734159945","0.047504990734159945"
"90","0.047749890759587285","0.047749890759587285","0.047749890759587285"
"91","0.04771927921101451","0.04771927921101451","0.04771927921101451"
"92","0.046425335295498374","0.046425335295498374","0.046425335295498374"
"93","0.04710584003478289","0.04710584003478289","0.04710584003478289"
"94","0.04713168609887362","0.04713168609887362","0.04713168609887362"
"95","0.04752400601282716","0.04752400601282716","0.04752400601282716"
"96","0.04744360158219933","0.04744360158219933","0.04744360158219933"
"97","0.04722011443227529","0.04722011443227529","0.04722011443227529"
"98","0.04705501310527325","0.04705501310527325","0.04705501310527325"
"99","0.04693368766456842","0.04693368766456842","0.04693368766456842"
"100","0.047093453165143725","0.047093453165143725","0.047093453165143725"
"101","0.046855632402002814","0.046855632402002814","0.046855632402002814"
"102","0.04695729883387685","0.04695729883387685","0.04695729883387685"
"103","0.046291656559333205","0.046291656559333205","0.046291656559333205"
"104","0.046591367293149236","0.046591367293149236","0.046591367293149236"
"105","0.047143103927373885","0.047143103927373885","0.047143103927373885"
"106","0.04681988088414073","0.04681988088414073","0.04681988088414073"
"107","0.046581019461154935","0.046581019461154935","0.046581019461154935"
"108","0.04650302259251475","0.04650302259251475","0.04650302259251475"
"109","0.046861502528190616","0.046861502528190616","0.046861502528190616"
"110","0.04731876961886883","0.04731876961886883","0.04731876961886883"
"111","0.04647373822517693","0.04647373822517693","0.04647373822517693"
"112","0.047101575136184695","0.047101575136184695","0.047101575136184695"
"113","0.046712613105773924","0.046712613105773924","0.046712613105773924"
"114","0.0466583514586091","0.0466583514586091","0.0466583514586091"
"115","0.046252504270523784","0.046252504270523784","0.046252504270523784"
"116","0.046307390369474885","0.046307390369474885","0.046307390369474885"
"117","0.04655291698873043","0.04655291698873043","0.04655291698873043"
"118","0.04685293342918158","0.04685293342918158","0.04685293342918158"
"119","0.046599815413355825","0.046599815413355825","0.046599815413355825"
"120","0.046178399957716464","0.046178399957716464","0.046178399957716464"
"121","0.04691825285553932","0.04691825285553932","0.04691825285553932"
"122","0.04707784177735448","0.04707784177735448","0.04707784177735448"
"123","0.04644462475553155","0.04644462475553155","0.04644462475553155"
"124","0.0470116482116282","0.0470116482116282","0.0470116482116282"
"125","0.046875026635825635","0.046875026635825635","0.046875026635825635"
"126","0.04723134338855743","0.04723134338855743","0.04723134338855743"
"127","0.04695280687883496","0.04695280687883496","0.04695280687883496"
"128","0.047054730355739594","0.047054730355739594","0.047054730355739594"
"129","0.04700831975787878","0.04700831975787878","0.04700831975787878"
"130","0.0466992405243218","0.0466992405243218","0.0466992405243218"
"131","0.04609714429825544","0.04609714429825544","0.04609714429825544"
"132","0.04635708164423704","0.04635708164423704","0.04635708164423704"
"133","0.04702905509620905","0.04702905509620905","0.04702905509620905"
"134","0.04613513387739658","0.04613513387739658","0.04613513387739658"
"135","0.04674394959583879","0.04674394959583879","0.04674394959583879"
"136","0.04603635501116514","0.04603635501116514","0.04603635501116514"
"137","0.046296962071210146","0.046296962071210146","0.046296962071210146"
"138","0.04728868929669261","0.04728868929669261","0.04728868929669261"
"139","0.046698456723243","0.046698456723243","0.046698456723243"
"140","0.04686578763648867","0.04686578763648867","0.04686578763648867"
"141","0.04621378341689706","0.04621378341689706","0.04621378341689706"
"142","0.046868485677987334","0.046868485677987334","0.046868485677987334"
"143","0.046872214321047066","0.046872214321047066","0.046872214321047066"
"144","0.04605099763721228","0.04605099763721228","0.04605099763721228"
"145","0.04678851002827287","0.04678851002827287","0.04678851002827287"
"146","0.04629287412390113","0.04629287412390113","0.04629287412390113"
"147","0.0460455852560699","0.0460455852560699","0.0460455852560699"
"148","0.04692670507356524","0.04692670507356524","0.04692670507356524"
"149","0.04651998421177268","0.04651998421177268","0.04651998421177268"
"150","0.046291351597756145","0.046291351597756145","0.046291351597756145"
"151","0.046616289764642715","0.046616289764642715","0.046616289764642715"
"152","0.046190030220896","0.046190030220896","0.046190030220896"
"153","0.046583219338208436","0.046583219338208436","0.046583219338208436"
"154","0.04678541393950582","0.04678541393950582","0.04678541393950582"
"155","0.04713322576135397","0.04713322576135397","0.04713322576135397"
"156","0.047035327181220055","0.047035327181220055","0.047035327181220055"
"157","0.04666980318725109","0.04666980318725109","0.04666980318725109"
"158","0.04601822821423411","0.04601822821423411","0.04601822821423411"
"159","0.046354551985859874","0.046354551985859874","0.046354551985859874"
"160","0.04724862379953265","0.04724862379953265","0.04724862379953265"
"161","0.046503409184515475","0.046503409184515475","0.046503409184515475"
"162","0.045946266036480665","0.045946266036480665","0.045946266036480665"
"163","0.04609602140262723","0.04609602140262723","0.04609602140262723"
"164","0.04629600821062922","0.04629600821062922","0.04629600821062922"
"165","0.04621653407812119","0.04621653407812119","0.04621653407812119"
"166","0.04690928859636188","0.04690928859636188","0.04690928859636188"
"167","0.04599035391584039","0.04599035391584039","0.04599035391584039"
"168","0.04598178984597325","0.04598178984597325","0.04598178984597325"
"169","0.046014529373496774","0.046014529373496774","0.046014529373496774"
"170","0.04597547510638833","0.04597547510638833","0.04597547510638833"
"171","0.04639193313196301","0.04639193313196301","0.04639193313196301"
"172","0.045916684437543154","0.045916684437543154","0.045916684437543154"
"173","0.046062115393579","0.046062115393579","0.046062115393579"
"174","0.04635967072099447","0.04635967072099447","0.04635967072099447"
"175","0.04628311023116112","0.04628311023116112","0.04628311023116112"
"176","0.046820216625928876","0.046820216625928876","0.046820216625928876"
"177","0.04617118621245027","0.04617118621245027","0.04617118621245027"
"178","0.046047601848840714","0.046047601848840714","0.046047601848840714"
"179","0.04597215270623565","0.04597215270623565","0.04597215270623565"
"180","0.0462836530059576","0.0462836530059576","0.0462836530059576"
"181","0.046897036209702495","0.046897036209702495","0.046897036209702495"
"182","0.04647561330348253","0.04647561330348253","0.04647561330348253"
"183","0.04629309205338359","0.04629309205338359","0.04629309205338359"
"184","0.04564279201440513","0.04564279201440513","0.04564279201440513"
"185","0.04662991845980287","0.04662991845980287","0.04662991845980287"
"186","0.04685984691604972","0.04685984691604972","0.04685984691604972"
"187","0.046727728098630905","0.046727728098630905","0.046727728098630905"
"188","0.046440891455858946","0.046440891455858946","0.046440891455858946"
"189","0.046311655826866624","0.046311655826866624","0.046311655826866624"
"190","0.04714204603806138","0.04714204603806138","0.04714204603806138"
"191","0.04569743084721267","0.04569743084721267","0.04569743084721267"
"192","0.046180895622819663","0.046180895622819663","0.046180895622819663"
"193","0.046272417437285183","0.046272417437285183","0.046272417437285183"
"194","0.046651766449213025","0.046651766449213025","0.046651766449213025"
"195","0.046691279858350754","0.046691279858350754","0.046691279858350754"
"196","0.0464549751020968","0.0464549751020968","0.0464549751020968"
"197","0.04598620440810919","0.04598620440810919","0.04598620440810919"
"198","0.04619518592953682","0.04619518592953682","0.04619518592953682"
"199","0.04638705942779779","0.04638705942779779","0.04638705942779779"
"200","0.046092424634844066","0.046092424634844066","0.046092424634844066"
