"Step","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - validation.prediction_error","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - validation.prediction_error__MIN","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - validation.prediction_error__MAX"
"54","0.1028319001197815","0.1028319001197815","0.1028319001197815"
"55","0.10072779655456543","0.10072779655456543","0.10072779655456543"
"56","0.13022027909755707","0.13022027909755707","0.13022027909755707"
"57","0.11108911782503128","0.11108911782503128","0.11108911782503128"
"58","0.10444092750549316","0.10444092750549316","0.10444092750549316"
"59","0.1276509165763855","0.1276509165763855","0.1276509165763855"
"60","0.1106625497341156","0.1106625497341156","0.1106625497341156"
"61","0.1108885183930397","0.1108885183930397","0.1108885183930397"
"62","0.11115710437297821","0.11115710437297821","0.11115710437297821"
"63","0.10055264085531235","0.10055264085531235","0.10055264085531235"
"64","0.12115476280450821","0.12115476280450821","0.12115476280450821"
"65","0.10376197099685669","0.10376197099685669","0.10376197099685669"
"66","0.11243312805891037","0.11243312805891037","0.11243312805891037"
"67","0.1015627458691597","0.1015627458691597","0.1015627458691597"
"68","0.11442281305789948","0.11442281305789948","0.11442281305789948"
"69","0.11815319955348969","0.11815319955348969","0.11815319955348969"
"70","0.1000419482588768","0.1000419482588768","0.1000419482588768"
"71","0.11524064093828201","0.11524064093828201","0.11524064093828201"
"72","0.12618668377399445","0.12618668377399445","0.12618668377399445"
"73","0.1063215509057045","0.1063215509057045","0.1063215509057045"
"74","0.10204777866601944","0.10204777866601944","0.10204777866601944"
"75","0.11144708096981049","0.11144708096981049","0.11144708096981049"
"76","0.11682816594839096","0.11682816594839096","0.11682816594839096"
"77","0.10640566051006317","0.10640566051006317","0.10640566051006317"
"78","0.11006610840559006","0.11006610840559006","0.11006610840559006"
"79","0.10488535463809967","0.10488535463809967","0.10488535463809967"
"80","0.10332180559635162","0.10332180559635162","0.10332180559635162"
"81","0.10749498754739761","0.10749498754739761","0.10749498754739761"
"82","0.1123412474989891","0.1123412474989891","0.1123412474989891"
"83","0.1068108007311821","0.1068108007311821","0.1068108007311821"
"84","0.10167118161916733","0.10167118161916733","0.10167118161916733"
"85","0.11799855530261993","0.11799855530261993","0.11799855530261993"
"86","0.10257319360971451","0.10257319360971451","0.10257319360971451"
"87","0.1115676611661911","0.1115676611661911","0.1115676611661911"
"88","0.10906533151865005","0.10906533151865005","0.10906533151865005"
"89","0.10638127475976944","0.10638127475976944","0.10638127475976944"
"90","0.10686809569597244","0.10686809569597244","0.10686809569597244"
"91","0.0976005271077156","0.0976005271077156","0.0976005271077156"
"92","0.1174280196428299","0.1174280196428299","0.1174280196428299"
"93","0.10953856259584427","0.10953856259584427","0.10953856259584427"
"94","0.11151790618896484","0.11151790618896484","0.11151790618896484"
"95","0.12315218150615692","0.12315218150615692","0.12315218150615692"
"96","0.09888467192649841","0.09888467192649841","0.09888467192649841"
"97","0.1069883182644844","0.1069883182644844","0.1069883182644844"
"98","0.09968636184930801","0.09968636184930801","0.09968636184930801"
"99","0.12432952970266342","0.12432952970266342","0.12432952970266342"
"100","0.1040959283709526","0.1040959283709526","0.1040959283709526"
"101","0.09711966663599014","0.09711966663599014","0.09711966663599014"
"102","0.10833856463432312","0.10833856463432312","0.10833856463432312"
"103","0.1014065369963646","0.1014065369963646","0.1014065369963646"
"104","0.11091511696577072","0.11091511696577072","0.11091511696577072"
"105","0.1052546501159668","0.1052546501159668","0.1052546501159668"
"106","0.11236343532800674","0.11236343532800674","0.11236343532800674"
"107","0.10263083130121231","0.10263083130121231","0.10263083130121231"
"108","0.10542633384466171","0.10542633384466171","0.10542633384466171"
"109","0.09878731518983841","0.09878731518983841","0.09878731518983841"
"110","0.09868288040161133","0.09868288040161133","0.09868288040161133"
"111","0.10087226331233978","0.10087226331233978","0.10087226331233978"
"112","0.09816324710845947","0.09816324710845947","0.09816324710845947"
"113","0.1114354282617569","0.1114354282617569","0.1114354282617569"
"114","0.10025584697723389","0.10025584697723389","0.10025584697723389"
"115","0.10522834956645966","0.10522834956645966","0.10522834956645966"
"116","0.11137808114290237","0.11137808114290237","0.11137808114290237"
"117","0.10707585513591766","0.10707585513591766","0.10707585513591766"
"118","0.11705175787210464","0.11705175787210464","0.11705175787210464"
"119","0.11397719383239746","0.11397719383239746","0.11397719383239746"
"120","0.1012306958436966","0.1012306958436966","0.1012306958436966"
"121","0.12242288142442703","0.12242288142442703","0.12242288142442703"
"122","0.10696480423212051","0.10696480423212051","0.10696480423212051"
"123","0.09820556640625","0.09820556640625","0.09820556640625"
"124","0.10648557543754578","0.10648557543754578","0.10648557543754578"
"125","0.10166775435209274","0.10166775435209274","0.10166775435209274"
"126","0.1017070785164833","0.1017070785164833","0.1017070785164833"
"127","0.1372811198234558","0.1372811198234558","0.1372811198234558"
"128","0.10808410495519638","0.10808410495519638","0.10808410495519638"
"129","0.11594738811254501","0.11594738811254501","0.11594738811254501"
"130","0.12573792040348053","0.12573792040348053","0.12573792040348053"
"131","0.11678653955459595","0.11678653955459595","0.11678653955459595"
"132","0.13211016356945038","0.13211016356945038","0.13211016356945038"
"133","0.11703876405954361","0.11703876405954361","0.11703876405954361"
"134","0.10848484188318253","0.10848484188318253","0.10848484188318253"
"135","0.10378684848546982","0.10378684848546982","0.10378684848546982"
"136","0.10544123500585556","0.10544123500585556","0.10544123500585556"
"137","0.09673688560724258","0.09673688560724258","0.09673688560724258"
"138","0.1036904826760292","0.1036904826760292","0.1036904826760292"
"139","0.09997767955064774","0.09997767955064774","0.09997767955064774"
"140","0.09608449041843414","0.09608449041843414","0.09608449041843414"
"141","0.09876126796007156","0.09876126796007156","0.09876126796007156"
"142","0.12437886744737625","0.12437886744737625","0.12437886744737625"
"143","0.09756023436784744","0.09756023436784744","0.09756023436784744"
"144","0.11296319216489792","0.11296319216489792","0.11296319216489792"
"145","0.0956670343875885","0.0956670343875885","0.0956670343875885"
"146","0.09814497083425522","0.09814497083425522","0.09814497083425522"
"147","0.10858743637800217","0.10858743637800217","0.10858743637800217"
"148","0.12186573445796967","0.12186573445796967","0.12186573445796967"
"149","0.11873980611562729","0.11873980611562729","0.11873980611562729"
"150","0.09955237060785294","0.09955237060785294","0.09955237060785294"
"151","0.111980140209198","0.111980140209198","0.111980140209198"
"152","0.09894086420536041","0.09894086420536041","0.09894086420536041"
"153","0.10141138732433319","0.10141138732433319","0.10141138732433319"
"154","0.09772364050149918","0.09772364050149918","0.09772364050149918"
"155","0.10029647499322891","0.10029647499322891","0.10029647499322891"
"156","0.09836957603693008","0.09836957603693008","0.09836957603693008"
"157","0.10173998028039932","0.10173998028039932","0.10173998028039932"
"158","0.09902229905128479","0.09902229905128479","0.09902229905128479"
"159","0.11000549048185349","0.11000549048185349","0.11000549048185349"
"160","0.10304596275091171","0.10304596275091171","0.10304596275091171"
"161","0.10373781621456146","0.10373781621456146","0.10373781621456146"
"162","0.10104398429393768","0.10104398429393768","0.10104398429393768"
"163","0.10916925966739655","0.10916925966739655","0.10916925966739655"
"164","0.09669644385576248","0.09669644385576248","0.09669644385576248"
"165","0.11745179444551468","0.11745179444551468","0.11745179444551468"
"166","0.12081341445446014","0.12081341445446014","0.12081341445446014"
"167","0.10545068234205246","0.10545068234205246","0.10545068234205246"
"168","0.10147954523563385","0.10147954523563385","0.10147954523563385"
"169","0.09555637836456299","0.09555637836456299","0.09555637836456299"
"170","0.123764768242836","0.123764768242836","0.123764768242836"
"171","0.09691718220710754","0.09691718220710754","0.09691718220710754"
"172","0.09955357015132904","0.09955357015132904","0.09955357015132904"
"173","0.09836879372596741","0.09836879372596741","0.09836879372596741"
"174","0.09801162779331207","0.09801162779331207","0.09801162779331207"
"175","0.10007729381322861","0.10007729381322861","0.10007729381322861"
"176","0.11849775910377502","0.11849775910377502","0.11849775910377502"
"177","0.09734687954187393","0.09734687954187393","0.09734687954187393"
"178","0.15378965437412262","0.15378965437412262","0.15378965437412262"
"179","0.1030210331082344","0.1030210331082344","0.1030210331082344"
"180","0.097954161465168","0.097954161465168","0.097954161465168"
"181","0.09699942171573639","0.09699942171573639","0.09699942171573639"
"182","0.10121297091245651","0.10121297091245651","0.10121297091245651"
"183","0.13322074711322784","0.13322074711322784","0.13322074711322784"
"184","0.12667369842529297","0.12667369842529297","0.12667369842529297"
"185","0.11114774644374847","0.11114774644374847","0.11114774644374847"
"186","0.10107561200857162","0.10107561200857162","0.10107561200857162"
"187","0.09848016500473022","0.09848016500473022","0.09848016500473022"
"188","0.1177859976887703","0.1177859976887703","0.1177859976887703"
"189","0.09519629925489426","0.09519629925489426","0.09519629925489426"
"190","0.10952506214380264","0.10952506214380264","0.10952506214380264"
"191","0.10704777389764786","0.10704777389764786","0.10704777389764786"
"192","0.09711670875549316","0.09711670875549316","0.09711670875549316"
"193","0.11486785858869553","0.11486785858869553","0.11486785858869553"
"194","0.11751635372638702","0.11751635372638702","0.11751635372638702"
"195","0.103609599173069","0.103609599173069","0.103609599173069"
"196","0.12132468819618225","0.12132468819618225","0.12132468819618225"
"197","0.12158992141485214","0.12158992141485214","0.12158992141485214"
"198","0.0955561101436615","0.0955561101436615","0.0955561101436615"
"199","0.10698333382606506","0.10698333382606506","0.10698333382606506"
"200","0.09899715334177017","0.09899715334177017","0.09899715334177017"
"201","0.13445472717285156","0.13445472717285156","0.13445472717285156"
"202","0.10409952700138092","0.10409952700138092","0.10409952700138092"
"203","0.09691809862852097","0.09691809862852097","0.09691809862852097"
"204","0.1000010147690773","0.1000010147690773","0.1000010147690773"
"205","0.12368009239435196","0.12368009239435196","0.12368009239435196"
"206","0.1109289824962616","0.1109289824962616","0.1109289824962616"
"207","0.0956098660826683","0.0956098660826683","0.0956098660826683"
"208","0.10883334279060364","0.10883334279060364","0.10883334279060364"
"209","0.09914406388998032","0.09914406388998032","0.09914406388998032"
"210","0.10203368216753006","0.10203368216753006","0.10203368216753006"
"211","0.09491816908121109","0.09491816908121109","0.09491816908121109"
"212","0.10368265956640244","0.10368265956640244","0.10368265956640244"
"213","0.09923728555440903","0.09923728555440903","0.09923728555440903"
"214","0.09516200423240662","0.09516200423240662","0.09516200423240662"
"215","0.1009683758020401","0.1009683758020401","0.1009683758020401"
"216","0.09677614271640778","0.09677614271640778","0.09677614271640778"
"217","0.10206902772188187","0.10206902772188187","0.10206902772188187"
"218","0.10636618733406067","0.10636618733406067","0.10636618733406067"
"219","0.10090085119009018","0.10090085119009018","0.10090085119009018"
"220","0.12004468590021133","0.12004468590021133","0.12004468590021133"
"221","0.09446646273136139","0.09446646273136139","0.09446646273136139"
"222","0.10103800147771835","0.10103800147771835","0.10103800147771835"
"223","0.0982755497097969","0.0982755497097969","0.0982755497097969"
"224","0.11499326676130295","0.11499326676130295","0.11499326676130295"
"225","0.13520140945911407","0.13520140945911407","0.13520140945911407"
"226","0.1639171540737152","0.1639171540737152","0.1639171540737152"
"227","0.10126031190156937","0.10126031190156937","0.10126031190156937"
"228","0.10613743960857391","0.10613743960857391","0.10613743960857391"
"229","0.10792196542024612","0.10792196542024612","0.10792196542024612"
"230","0.11826907098293304","0.11826907098293304","0.11826907098293304"
"231","0.12705008685588837","0.12705008685588837","0.12705008685588837"
"232","0.10442908853292465","0.10442908853292465","0.10442908853292465"
"233","0.1097726821899414","0.1097726821899414","0.1097726821899414"
"234","0.11667833477258682","0.11667833477258682","0.11667833477258682"
"235","0.09408934414386749","0.09408934414386749","0.09408934414386749"
"236","0.09858113527297974","0.09858113527297974","0.09858113527297974"
"237","0.10001908242702484","0.10001908242702484","0.10001908242702484"
"238","0.09588806331157684","0.09588806331157684","0.09588806331157684"
"239","0.10334009677171707","0.10334009677171707","0.10334009677171707"
"240","0.1064540296792984","0.1064540296792984","0.1064540296792984"
"241","0.09970863908529282","0.09970863908529282","0.09970863908529282"
"242","0.1038687527179718","0.1038687527179718","0.1038687527179718"
"243","0.10283032059669495","0.10283032059669495","0.10283032059669495"
"244","0.10303539037704468","0.10303539037704468","0.10303539037704468"
"245","0.1306094080209732","0.1306094080209732","0.1306094080209732"
"246","0.10146138817071915","0.10146138817071915","0.10146138817071915"
"247","0.09734945744276047","0.09734945744276047","0.09734945744276047"
"248","0.109708771109581","0.109708771109581","0.109708771109581"
"249","0.13354083895683289","0.13354083895683289","0.13354083895683289"
"250","0.09628749638795853","0.09628749638795853","0.09628749638795853"
"251","0.10769658535718918","0.10769658535718918","0.10769658535718918"
"252","0.09763375669717789","0.09763375669717789","0.09763375669717789"
"253","0.10300002992153168","0.10300002992153168","0.10300002992153168"
"254","0.11667466163635254","0.11667466163635254","0.11667466163635254"
"255","0.1453225165605545","0.1453225165605545","0.1453225165605545"
"256","0.0953933447599411","0.0953933447599411","0.0953933447599411"
"257","0.10641881078481674","0.10641881078481674","0.10641881078481674"
"258","0.09407041221857071","0.09407041221857071","0.09407041221857071"
"259","0.0995904877781868","0.0995904877781868","0.0995904877781868"
"260","0.11642845720052719","0.11642845720052719","0.11642845720052719"
"261","0.11888350546360016","0.11888350546360016","0.11888350546360016"
"262","0.09859060496091843","0.09859060496091843","0.09859060496091843"
"263","0.10842538625001907","0.10842538625001907","0.10842538625001907"
"264","0.10993734002113342","0.10993734002113342","0.10993734002113342"
"265","0.10490968823432922","0.10490968823432922","0.10490968823432922"
"266","0.10534604638814926","0.10534604638814926","0.10534604638814926"
"267","0.1000424399971962","0.1000424399971962","0.1000424399971962"
"268","0.10463553667068481","0.10463553667068481","0.10463553667068481"
"269","0.10826639831066132","0.10826639831066132","0.10826639831066132"
"270","0.1067376509308815","0.1067376509308815","0.1067376509308815"
"271","0.09554978460073471","0.09554978460073471","0.09554978460073471"
"272","0.1059892401099205","0.1059892401099205","0.1059892401099205"
"273","0.10485480725765228","0.10485480725765228","0.10485480725765228"
"274","0.10762087255716324","0.10762087255716324","0.10762087255716324"
"275","0.11575598269701004","0.11575598269701004","0.11575598269701004"
"276","0.10037419945001602","0.10037419945001602","0.10037419945001602"
"277","0.09885181486606598","0.09885181486606598","0.09885181486606598"
"278","0.09641465544700623","0.09641465544700623","0.09641465544700623"
"279","0.09775529056787491","0.09775529056787491","0.09775529056787491"
"280","0.09923586249351501","0.09923586249351501","0.09923586249351501"
"281","0.11530446261167526","0.11530446261167526","0.11530446261167526"
"282","0.09565629810094833","0.09565629810094833","0.09565629810094833"
"283","0.10317154973745346","0.10317154973745346","0.10317154973745346"
"284","0.11494094133377075","0.11494094133377075","0.11494094133377075"
"285","0.11976753920316696","0.11976753920316696","0.11976753920316696"
"286","0.09769820421934128","0.09769820421934128","0.09769820421934128"
"287","0.09950590133666992","0.09950590133666992","0.09950590133666992"
"288","0.10277365893125534","0.10277365893125534","0.10277365893125534"
"289","0.10006867349147797","0.10006867349147797","0.10006867349147797"
"290","0.09766250848770142","0.09766250848770142","0.09766250848770142"
"291","0.10067436844110489","0.10067436844110489","0.10067436844110489"
"292","0.09793714433908463","0.09793714433908463","0.09793714433908463"
"293","0.12513592839241028","0.12513592839241028","0.12513592839241028"
"294","0.10037482529878616","0.10037482529878616","0.10037482529878616"
"295","0.0992637500166893","0.0992637500166893","0.0992637500166893"
"296","0.1030101329088211","0.1030101329088211","0.1030101329088211"
"297","0.10213670879602432","0.10213670879602432","0.10213670879602432"
"298","0.09832663834095001","0.09832663834095001","0.09832663834095001"
"299","0.13469953835010529","0.13469953835010529","0.13469953835010529"
"300","0.10518772155046463","0.10518772155046463","0.10518772155046463"
"301","0.10201200097799301","0.10201200097799301","0.10201200097799301"
"302","0.10006267577409744","0.10006267577409744","0.10006267577409744"
"303","0.12153539061546326","0.12153539061546326","0.12153539061546326"
"304","0.09801197052001953","0.09801197052001953","0.09801197052001953"
"305","0.11611031740903854","0.11611031740903854","0.11611031740903854"
"306","0.09538938105106354","0.09538938105106354","0.09538938105106354"
"307","0.1007702425122261","0.1007702425122261","0.1007702425122261"
"308","0.10732460767030716","0.10732460767030716","0.10732460767030716"
"309","0.14733260869979858","0.14733260869979858","0.14733260869979858"
"310","0.09722231328487396","0.09722231328487396","0.09722231328487396"
"311","0.12587489187717438","0.12587489187717438","0.12587489187717438"
"312","0.10978276282548904","0.10978276282548904","0.10978276282548904"
"313","0.09899914264678955","0.09899914264678955","0.09899914264678955"
"314","0.10027218610048294","0.10027218610048294","0.10027218610048294"
"315","0.11176884174346924","0.11176884174346924","0.11176884174346924"
"316","0.1043609008193016","0.1043609008193016","0.1043609008193016"
"317","0.09658370167016983","0.09658370167016983","0.09658370167016983"
"318","0.09725966304540634","0.09725966304540634","0.09725966304540634"
"319","0.1002650111913681","0.1002650111913681","0.1002650111913681"
"320","0.09932694584131241","0.09932694584131241","0.09932694584131241"
"321","0.09830876439809799","0.09830876439809799","0.09830876439809799"
"322","0.10662360489368439","0.10662360489368439","0.10662360489368439"
"323","0.1039503812789917","0.1039503812789917","0.1039503812789917"
"324","0.1278620809316635","0.1278620809316635","0.1278620809316635"
"325","0.10189936310052872","0.10189936310052872","0.10189936310052872"
"326","0.1507255584001541","0.1507255584001541","0.1507255584001541"
"327","0.09663418680429459","0.09663418680429459","0.09663418680429459"
"328","0.09556654840707779","0.09556654840707779","0.09556654840707779"
"329","0.096257284283638","0.096257284283638","0.096257284283638"
"330","0.10260263830423355","0.10260263830423355","0.10260263830423355"
"331","0.10019559413194656","0.10019559413194656","0.10019559413194656"
"332","0.10117250680923462","0.10117250680923462","0.10117250680923462"
"333","0.10361558198928833","0.10361558198928833","0.10361558198928833"
"334","0.09881827980279922","0.09881827980279922","0.09881827980279922"
"335","0.10609260946512222","0.10609260946512222","0.10609260946512222"
"336","0.10534968972206116","0.10534968972206116","0.10534968972206116"
"337","0.10555184632539749","0.10555184632539749","0.10555184632539749"
"338","0.09324684739112854","0.09324684739112854","0.09324684739112854"
"339","0.10002642124891281","0.10002642124891281","0.10002642124891281"
"340","0.09722136706113815","0.09722136706113815","0.09722136706113815"
"341","0.12025651335716248","0.12025651335716248","0.12025651335716248"
"342","0.11913542449474335","0.11913542449474335","0.11913542449474335"
"343","0.09758725017309189","0.09758725017309189","0.09758725017309189"
"344","0.1322842538356781","0.1322842538356781","0.1322842538356781"
"345","0.10384251922369003","0.10384251922369003","0.10384251922369003"
"346","0.10235695540904999","0.10235695540904999","0.10235695540904999"
"347","0.12175633758306503","0.12175633758306503","0.12175633758306503"
"348","0.10096064954996109","0.10096064954996109","0.10096064954996109"
"349","0.12866055965423584","0.12866055965423584","0.12866055965423584"
"350","0.1024271547794342","0.1024271547794342","0.1024271547794342"
"351","0.09688947349786758","0.09688947349786758","0.09688947349786758"
"352","0.09702359139919281","0.09702359139919281","0.09702359139919281"
"353","0.097394198179245","0.097394198179245","0.097394198179245"
"354","0.10924074053764343","0.10924074053764343","0.10924074053764343"
"355","0.11436490714550018","0.11436490714550018","0.11436490714550018"
"356","0.09897143393754959","0.09897143393754959","0.09897143393754959"
"357","0.0951823815703392","0.0951823815703392","0.0951823815703392"
"358","0.09617142379283905","0.09617142379283905","0.09617142379283905"
"359","0.10176266729831696","0.10176266729831696","0.10176266729831696"
"360","0.11858432739973068","0.11858432739973068","0.11858432739973068"
"361","0.11846087872982025","0.11846087872982025","0.11846087872982025"
"362","0.10559768974781036","0.10559768974781036","0.10559768974781036"
"363","0.09639766067266464","0.09639766067266464","0.09639766067266464"
"364","0.11269543319940567","0.11269543319940567","0.11269543319940567"
"365","0.10330698639154434","0.10330698639154434","0.10330698639154434"
"366","0.13476257026195526","0.13476257026195526","0.13476257026195526"
"367","0.1078014150261879","0.1078014150261879","0.1078014150261879"
"368","0.10198445618152618","0.10198445618152618","0.10198445618152618"
"369","0.11372703313827515","0.11372703313827515","0.11372703313827515"
"370","0.12347119301557541","0.12347119301557541","0.12347119301557541"
"371","0.10414610058069229","0.10414610058069229","0.10414610058069229"
"372","0.11747541278600693","0.11747541278600693","0.11747541278600693"
"373","0.09869535267353058","0.09869535267353058","0.09869535267353058"
"374","0.09647903591394424","0.09647903591394424","0.09647903591394424"
"375","0.0933181568980217","0.0933181568980217","0.0933181568980217"
"376","0.09528713673353195","0.09528713673353195","0.09528713673353195"
"377","0.13239525258541107","0.13239525258541107","0.13239525258541107"
"378","0.10172881931066513","0.10172881931066513","0.10172881931066513"
"379","0.10233282297849655","0.10233282297849655","0.10233282297849655"
"380","0.09949605166912079","0.09949605166912079","0.09949605166912079"
"381","0.09986753016710281","0.09986753016710281","0.09986753016710281"
"382","0.12061404436826706","0.12061404436826706","0.12061404436826706"
"383","0.10461718589067459","0.10461718589067459","0.10461718589067459"
"384","0.10296297073364258","0.10296297073364258","0.10296297073364258"
"385","0.111490398645401","0.111490398645401","0.111490398645401"
"386","0.09968357533216476","0.09968357533216476","0.09968357533216476"
"387","0.09897173196077347","0.09897173196077347","0.09897173196077347"
"388","0.10541409254074097","0.10541409254074097","0.10541409254074097"
"389","0.11084278672933578","0.11084278672933578","0.11084278672933578"
"390","0.09447403252124786","0.09447403252124786","0.09447403252124786"
"391","0.11381231993436813","0.11381231993436813","0.11381231993436813"
"392","0.10628034174442291","0.10628034174442291","0.10628034174442291"
"393","0.09406226873397827","0.09406226873397827","0.09406226873397827"
"394","0.10267297178506851","0.10267297178506851","0.10267297178506851"
"395","0.10069840401411057","0.10069840401411057","0.10069840401411057"
"396","0.14495190978050232","0.14495190978050232","0.14495190978050232"
"397","0.0946163609623909","0.0946163609623909","0.0946163609623909"
"398","0.09908726066350937","0.09908726066350937","0.09908726066350937"
"399","0.10157311707735062","0.10157311707735062","0.10157311707735062"
"400","0.09375549107789993","0.09375549107789993","0.09375549107789993"
"401","0.10670006275177002","0.10670006275177002","0.10670006275177002"
"402","0.09966527670621872","0.09966527670621872","0.09966527670621872"
"403","0.09663508832454681","0.09663508832454681","0.09663508832454681"
"404","0.09804872423410416","0.09804872423410416","0.09804872423410416"
"405","0.13857313990592957","0.13857313990592957","0.13857313990592957"
"406","0.10197093337774277","0.10197093337774277","0.10197093337774277"
"407","0.11639826744794846","0.11639826744794846","0.11639826744794846"
"408","0.11148007959127426","0.11148007959127426","0.11148007959127426"
"409","0.10665004700422287","0.10665004700422287","0.10665004700422287"
"410","0.10626672208309174","0.10626672208309174","0.10626672208309174"
"411","0.11701783537864685","0.11701783537864685","0.11701783537864685"
"412","0.09736151248216629","0.09736151248216629","0.09736151248216629"
"413","0.1009637638926506","0.1009637638926506","0.1009637638926506"
"414","0.09987777471542358","0.09987777471542358","0.09987777471542358"
"415","0.09289436042308807","0.09289436042308807","0.09289436042308807"
"416","0.10839182883501053","0.10839182883501053","0.10839182883501053"
"417","0.11014203727245331","0.11014203727245331","0.11014203727245331"
"418","0.10588332265615463","0.10588332265615463","0.10588332265615463"
"419","0.10867264866828918","0.10867264866828918","0.10867264866828918"
"420","0.09658144414424896","0.09658144414424896","0.09658144414424896"
"421","0.09494364261627197","0.09494364261627197","0.09494364261627197"
"422","0.11496308445930481","0.11496308445930481","0.11496308445930481"
"423","0.09578368812799454","0.09578368812799454","0.09578368812799454"
"424","0.10257749259471893","0.10257749259471893","0.10257749259471893"
"425","0.09507185220718384","0.09507185220718384","0.09507185220718384"
"426","0.1048053503036499","0.1048053503036499","0.1048053503036499"
"427","0.09828637540340424","0.09828637540340424","0.09828637540340424"
"428","0.09552201628684998","0.09552201628684998","0.09552201628684998"
"429","0.10368078947067261","0.10368078947067261","0.10368078947067261"
"430","0.09949985891580582","0.09949985891580582","0.09949985891580582"
"431","0.1212717592716217","0.1212717592716217","0.1212717592716217"
"432","0.10906792432069778","0.10906792432069778","0.10906792432069778"
"433","0.10514412075281143","0.10514412075281143","0.10514412075281143"
"434","0.09813394397497177","0.09813394397497177","0.09813394397497177"
"435","0.10038721561431885","0.10038721561431885","0.10038721561431885"
"436","0.1004515066742897","0.1004515066742897","0.1004515066742897"
"437","0.10026456415653229","0.10026456415653229","0.10026456415653229"
"438","0.10886238515377045","0.10886238515377045","0.10886238515377045"
"439","0.09989461302757263","0.09989461302757263","0.09989461302757263"
"440","0.10899800807237625","0.10899800807237625","0.10899800807237625"
"441","0.10334855318069458","0.10334855318069458","0.10334855318069458"
"442","0.10461921244859695","0.10461921244859695","0.10461921244859695"
"443","0.10439708083868027","0.10439708083868027","0.10439708083868027"
