"Step","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - train.prediction_error","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - train.prediction_error__MIN","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - train.prediction_error__MAX"
"91","0.09657514840364456","0.09657514840364456","0.09657514840364456"
"92","0.11497259885072708","0.11497259885072708","0.11497259885072708"
"93","0.10921023786067963","0.10921023786067963","0.10921023786067963"
"94","0.11097849160432816","0.11097849160432816","0.11097849160432816"
"95","0.12104534357786179","0.12104534357786179","0.12104534357786179"
"96","0.09785537421703339","0.09785537421703339","0.09785537421703339"
"97","0.10623276233673096","0.10623276233673096","0.10623276233673096"
"98","0.09909968823194504","0.09909968823194504","0.09909968823194504"
"99","0.12449678778648376","0.12449678778648376","0.12449678778648376"
"100","0.10443907976150513","0.10443907976150513","0.10443907976150513"
"101","0.09595997631549835","0.09595997631549835","0.09595997631549835"
"102","0.10744382441043854","0.10744382441043854","0.10744382441043854"
"103","0.10065486282110214","0.10065486282110214","0.10065486282110214"
"104","0.10906312614679337","0.10906312614679337","0.10906312614679337"
"105","0.1040542796254158","0.1040542796254158","0.1040542796254158"
"106","0.11030416935682297","0.11030416935682297","0.11030416935682297"
"107","0.10151366144418716","0.10151366144418716","0.10151366144418716"
"108","0.1035519391298294","0.1035519391298294","0.1035519391298294"
"109","0.09786863625049591","0.09786863625049591","0.09786863625049591"
"110","0.09804341942071915","0.09804341942071915","0.09804341942071915"
"111","0.10061540454626083","0.10061540454626083","0.10061540454626083"
"112","0.09687291085720062","0.09687291085720062","0.09687291085720062"
"113","0.10942007601261139","0.10942007601261139","0.10942007601261139"
"114","0.1006285771727562","0.1006285771727562","0.1006285771727562"
"115","0.10484133660793304","0.10484133660793304","0.10484133660793304"
"116","0.10908188670873642","0.10908188670873642","0.10908188670873642"
"117","0.10587099939584732","0.10587099939584732","0.10587099939584732"
"118","0.11564378440380096","0.11564378440380096","0.11564378440380096"
"119","0.11515241116285324","0.11515241116285324","0.11515241116285324"
"120","0.10010632872581482","0.10010632872581482","0.10010632872581482"
"121","0.12000755220651627","0.12000755220651627","0.12000755220651627"
"122","0.10685860365629196","0.10685860365629196","0.10685860365629196"
"123","0.09805305302143097","0.09805305302143097","0.09805305302143097"
"124","0.10483543574810028","0.10483543574810028","0.10483543574810028"
"125","0.10213671624660492","0.10213671624660492","0.10213671624660492"
"126","0.1021457239985466","0.1021457239985466","0.1021457239985466"
"127","0.1369299441576004","0.1369299441576004","0.1369299441576004"
"128","0.10808020085096359","0.10808020085096359","0.10808020085096359"
"129","0.11751178652048111","0.11751178652048111","0.11751178652048111"
"130","0.12357063591480255","0.12357063591480255","0.12357063591480255"
"131","0.11459052562713623","0.11459052562713623","0.11459052562713623"
"132","0.13087470829486847","0.13087470829486847","0.13087470829486847"
"133","0.11512745916843414","0.11512745916843414","0.11512745916843414"
"134","0.10937049984931946","0.10937049984931946","0.10937049984931946"
"135","0.10221561044454575","0.10221561044454575","0.10221561044454575"
"136","0.1035044714808464","0.1035044714808464","0.1035044714808464"
"137","0.09572184830904007","0.09572184830904007","0.09572184830904007"
"138","0.10174092650413513","0.10174092650413513","0.10174092650413513"
"139","0.09835200011730194","0.09835200011730194","0.09835200011730194"
"140","0.0949503630399704","0.0949503630399704","0.0949503630399704"
"141","0.09656662493944168","0.09656662493944168","0.09656662493944168"
"142","0.1259470283985138","0.1259470283985138","0.1259470283985138"
"143","0.09696876257658005","0.09696876257658005","0.09696876257658005"
"144","0.11325918883085251","0.11325918883085251","0.11325918883085251"
"145","0.09523344039916992","0.09523344039916992","0.09523344039916992"
"146","0.0972936749458313","0.0972936749458313","0.0972936749458313"
"147","0.10776085406541824","0.10776085406541824","0.10776085406541824"
"148","0.11856448650360107","0.11856448650360107","0.11856448650360107"
"149","0.1176573783159256","0.1176573783159256","0.1176573783159256"
"150","0.09927709400653839","0.09927709400653839","0.09927709400653839"
"151","0.10953420400619507","0.10953420400619507","0.10953420400619507"
"152","0.09728961437940598","0.09728961437940598","0.09728961437940598"
"153","0.1012747511267662","0.1012747511267662","0.1012747511267662"
"154","0.09657520055770874","0.09657520055770874","0.09657520055770874"
"155","0.09783193469047546","0.09783193469047546","0.09783193469047546"
"156","0.0972241535782814","0.0972241535782814","0.0972241535782814"
"157","0.10092347860336304","0.10092347860336304","0.10092347860336304"
"158","0.09785955399274826","0.09785955399274826","0.09785955399274826"
"159","0.10934827476739883","0.10934827476739883","0.10934827476739883"
"160","0.10194095224142075","0.10194095224142075","0.10194095224142075"
"161","0.10350722819566727","0.10350722819566727","0.10350722819566727"
"162","0.09905967116355896","0.09905967116355896","0.09905967116355896"
"163","0.108964703977108","0.108964703977108","0.108964703977108"
"164","0.09547779709100723","0.09547779709100723","0.09547779709100723"
"165","0.11706525087356567","0.11706525087356567","0.11706525087356567"
"166","0.11965243518352509","0.11965243518352509","0.11965243518352509"
"167","0.10337787866592407","0.10337787866592407","0.10337787866592407"
"168","0.10227560251951218","0.10227560251951218","0.10227560251951218"
"169","0.09414823353290558","0.09414823353290558","0.09414823353290558"
"170","0.12377895414829254","0.12377895414829254","0.12377895414829254"
"171","0.09611940383911133","0.09611940383911133","0.09611940383911133"
"172","0.09901392459869385","0.09901392459869385","0.09901392459869385"
"173","0.09671163558959961","0.09671163558959961","0.09671163558959961"
"174","0.09629015624523163","0.09629015624523163","0.09629015624523163"
"175","0.09768758714199066","0.09768758714199066","0.09768758714199066"
"176","0.11583664268255234","0.11583664268255234","0.11583664268255234"
"177","0.09707003831863403","0.09707003831863403","0.09707003831863403"
"178","0.15650829672813416","0.15650829672813416","0.15650829672813416"
"179","0.10126155614852905","0.10126155614852905","0.10126155614852905"
"180","0.09608495235443115","0.09608495235443115","0.09608495235443115"
"181","0.09605507552623749","0.09605507552623749","0.09605507552623749"
"182","0.10084490478038788","0.10084490478038788","0.10084490478038788"
"183","0.13107702136039734","0.13107702136039734","0.13107702136039734"
"184","0.12446584552526474","0.12446584552526474","0.12446584552526474"
"185","0.10940554738044739","0.10940554738044739","0.10940554738044739"
"186","0.09834887832403183","0.09834887832403183","0.09834887832403183"
"187","0.09780901670455933","0.09780901670455933","0.09780901670455933"
"188","0.11897222697734833","0.11897222697734833","0.11897222697734833"
"189","0.09348839521408081","0.09348839521408081","0.09348839521408081"
"190","0.10672711580991745","0.10672711580991745","0.10672711580991745"
"191","0.10524357855319977","0.10524357855319977","0.10524357855319977"
"192","0.09714123606681824","0.09714123606681824","0.09714123606681824"
"193","0.11308149993419647","0.11308149993419647","0.11308149993419647"
"194","0.11512351781129837","0.11512351781129837","0.11512351781129837"
"195","0.10252532362937927","0.10252532362937927","0.10252532362937927"
"196","0.12001657485961914","0.12001657485961914","0.12001657485961914"
"197","0.12269620597362518","0.12269620597362518","0.12269620597362518"
"198","0.09419267624616623","0.09419267624616623","0.09419267624616623"
"199","0.1053021177649498","0.1053021177649498","0.1053021177649498"
"200","0.09863897413015366","0.09863897413015366","0.09863897413015366"
"201","0.13357317447662354","0.13357317447662354","0.13357317447662354"
"202","0.10164985060691833","0.10164985060691833","0.10164985060691833"
"203","0.09543026983737946","0.09543026983737946","0.09543026983737946"
"204","0.09807790815830231","0.09807790815830231","0.09807790815830231"
"205","0.12055542320013046","0.12055542320013046","0.12055542320013046"
"206","0.10907357931137085","0.10907357931137085","0.10907357931137085"
"207","0.0937354564666748","0.0937354564666748","0.0937354564666748"
"208","0.10837861895561218","0.10837861895561218","0.10837861895561218"
"209","0.09754186868667603","0.09754186868667603","0.09754186868667603"
"210","0.10013002157211304","0.10013002157211304","0.10013002157211304"
"211","0.0931333675980568","0.0931333675980568","0.0931333675980568"
"212","0.10272438824176788","0.10272438824176788","0.10272438824176788"
"213","0.09711131453514099","0.09711131453514099","0.09711131453514099"
"214","0.09315386414527893","0.09315386414527893","0.09315386414527893"
"215","0.10012524574995041","0.10012524574995041","0.10012524574995041"
"216","0.09582105278968811","0.09582105278968811","0.09582105278968811"
"217","0.10041432082653046","0.10041432082653046","0.10041432082653046"
"218","0.10439601540565491","0.10439601540565491","0.10439601540565491"
"219","0.09997256100177765","0.09997256100177765","0.09997256100177765"
"220","0.11971210688352585","0.11971210688352585","0.11971210688352585"
"221","0.09268532693386078","0.09268532693386078","0.09268532693386078"
"222","0.09887107461690903","0.09887107461690903","0.09887107461690903"
"223","0.09837908297777176","0.09837908297777176","0.09837908297777176"
"224","0.1161126121878624","0.1161126121878624","0.1161126121878624"
"225","0.13505181670188904","0.13505181670188904","0.13505181670188904"
"226","0.162382110953331","0.162382110953331","0.162382110953331"
"227","0.09939247369766235","0.09939247369766235","0.09939247369766235"
"228","0.10363320261240005","0.10363320261240005","0.10363320261240005"
"229","0.10560063272714615","0.10560063272714615","0.10560063272714615"
"230","0.11532820016145706","0.11532820016145706","0.11532820016145706"
"231","0.12554407119750977","0.12554407119750977","0.12554407119750977"
"232","0.10542946308851242","0.10542946308851242","0.10542946308851242"
"233","0.10729020088911057","0.10729020088911057","0.10729020088911057"
"234","0.11639779806137085","0.11639779806137085","0.11639779806137085"
"235","0.09260696172714233","0.09260696172714233","0.09260696172714233"
"236","0.09762713313102722","0.09762713313102722","0.09762713313102722"
"237","0.09802031517028809","0.09802031517028809","0.09802031517028809"
"238","0.09433993697166443","0.09433993697166443","0.09433993697166443"
"239","0.10154585540294647","0.10154585540294647","0.10154585540294647"
"240","0.10438022762537003","0.10438022762537003","0.10438022762537003"
"241","0.09958403557538986","0.09958403557538986","0.09958403557538986"
"242","0.1042693555355072","0.1042693555355072","0.1042693555355072"
"243","0.10233379900455475","0.10233379900455475","0.10233379900455475"
"244","0.10082900524139404","0.10082900524139404","0.10082900524139404"
"245","0.1281028389930725","0.1281028389930725","0.1281028389930725"
"246","0.10113043338060379","0.10113043338060379","0.10113043338060379"
"247","0.09672766923904419","0.09672766923904419","0.09672766923904419"
"248","0.10966049879789352","0.10966049879789352","0.10966049879789352"
"249","0.13025926053524017","0.13025926053524017","0.13025926053524017"
"250","0.09511730074882507","0.09511730074882507","0.09511730074882507"
"251","0.1051827147603035","0.1051827147603035","0.1051827147603035"
"252","0.09602756053209305","0.09602756053209305","0.09602756053209305"
"253","0.10175643116235733","0.10175643116235733","0.10175643116235733"
"254","0.115482397377491","0.115482397377491","0.115482397377491"
"255","0.14704029262065887","0.14704029262065887","0.14704029262065887"
"256","0.09422551840543747","0.09422551840543747","0.09422551840543747"
"257","0.10483729839324951","0.10483729839324951","0.10483729839324951"
"258","0.09226040542125702","0.09226040542125702","0.09226040542125702"
"259","0.09767711907625198","0.09767711907625198","0.09767711907625198"
"260","0.11758525669574738","0.11758525669574738","0.11758525669574738"
"261","0.11729030311107635","0.11729030311107635","0.11729030311107635"
"262","0.09625005722045898","0.09625005722045898","0.09625005722045898"
"263","0.10950163006782532","0.10950163006782532","0.10950163006782532"
"264","0.10735780745744705","0.10735780745744705","0.10735780745744705"
"265","0.10327289253473282","0.10327289253473282","0.10327289253473282"
"266","0.10415419936180115","0.10415419936180115","0.10415419936180115"
"267","0.09705904126167297","0.09705904126167297","0.09705904126167297"
"268","0.10260027647018433","0.10260027647018433","0.10260027647018433"
"269","0.11009889841079712","0.11009889841079712","0.11009889841079712"
"270","0.10689263045787811","0.10689263045787811","0.10689263045787811"
"271","0.09326488524675369","0.09326488524675369","0.09326488524675369"
"272","0.10398673266172409","0.10398673266172409","0.10398673266172409"
"273","0.10316397994756699","0.10316397994756699","0.10316397994756699"
"274","0.10563948005437851","0.10563948005437851","0.10563948005437851"
"275","0.11731595546007156","0.11731595546007156","0.11731595546007156"
"276","0.09907402098178864","0.09907402098178864","0.09907402098178864"
"277","0.098542220890522","0.098542220890522","0.098542220890522"
"278","0.09431326389312744","0.09431326389312744","0.09431326389312744"
"279","0.0964331403374672","0.0964331403374672","0.0964331403374672"
"280","0.0973568707704544","0.0973568707704544","0.0973568707704544"
"281","0.11315610259771347","0.11315610259771347","0.11315610259771347"
"282","0.09344686567783356","0.09344686567783356","0.09344686567783356"
"283","0.10194442421197891","0.10194442421197891","0.10194442421197891"
"284","0.11162108927965164","0.11162108927965164","0.11162108927965164"
"285","0.11730089038610458","0.11730089038610458","0.11730089038610458"
"286","0.09725450724363327","0.09725450724363327","0.09725450724363327"
"287","0.09681101888418198","0.09681101888418198","0.09681101888418198"
"288","0.10063771158456802","0.10063771158456802","0.10063771158456802"
"289","0.09816831350326538","0.09816831350326538","0.09816831350326538"
"290","0.09610810875892639","0.09610810875892639","0.09610810875892639"
"291","0.09928788244724274","0.09928788244724274","0.09928788244724274"
"292","0.09733022749423981","0.09733022749423981","0.09733022749423981"
"293","0.12257345020771027","0.12257345020771027","0.12257345020771027"
"294","0.09840556979179382","0.09840556979179382","0.09840556979179382"
"295","0.0970718041062355","0.0970718041062355","0.0970718041062355"
"296","0.10056702792644501","0.10056702792644501","0.10056702792644501"
"297","0.0997980609536171","0.0997980609536171","0.0997980609536171"
"298","0.095796138048172","0.095796138048172","0.095796138048172"
"299","0.13884207606315613","0.13884207606315613","0.13884207606315613"
"300","0.10352171957492828","0.10352171957492828","0.10352171957492828"
"301","0.10290287435054779","0.10290287435054779","0.10290287435054779"
"302","0.09948451071977615","0.09948451071977615","0.09948451071977615"
"303","0.11977105587720871","0.11977105587720871","0.11977105587720871"
"304","0.09556905925273895","0.09556905925273895","0.09556905925273895"
"305","0.11607775092124939","0.11607775092124939","0.11607775092124939"
"306","0.09414737671613693","0.09414737671613693","0.09414737671613693"
"307","0.09887011349201202","0.09887011349201202","0.09887011349201202"
"308","0.10440639406442642","0.10440639406442642","0.10440639406442642"
"309","0.14948348701000214","0.14948348701000214","0.14948348701000214"
"310","0.09600548446178436","0.09600548446178436","0.09600548446178436"
"311","0.126290962100029","0.126290962100029","0.126290962100029"
"312","0.10993272811174393","0.10993272811174393","0.10993272811174393"
"313","0.09647267311811447","0.09647267311811447","0.09647267311811447"
"314","0.09987135976552963","0.09987135976552963","0.09987135976552963"
"315","0.11037135869264603","0.11037135869264603","0.11037135869264603"
"316","0.10294651240110397","0.10294651240110397","0.10294651240110397"
"317","0.09422078728675842","0.09422078728675842","0.09422078728675842"
"318","0.09595919400453568","0.09595919400453568","0.09595919400453568"
"319","0.09806712716817856","0.09806712716817856","0.09806712716817856"
"320","0.09656525403261185","0.09656525403261185","0.09656525403261185"
"321","0.09742335975170135","0.09742335975170135","0.09742335975170135"
"322","0.10699251294136047","0.10699251294136047","0.10699251294136047"
"323","0.10234291851520538","0.10234291851520538","0.10234291851520538"
"324","0.1252089887857437","0.1252089887857437","0.1252089887857437"
"325","0.09903739392757416","0.09903739392757416","0.09903739392757416"
"326","0.14941512048244476","0.14941512048244476","0.14941512048244476"
"327","0.09572247415781021","0.09572247415781021","0.09572247415781021"
"328","0.09385669976472855","0.09385669976472855","0.09385669976472855"
"329","0.09546730667352676","0.09546730667352676","0.09546730667352676"
"330","0.10090962797403336","0.10090962797403336","0.10090962797403336"
"331","0.0987270176410675","0.0987270176410675","0.0987270176410675"
"332","0.10033529996871948","0.10033529996871948","0.10033529996871948"
"333","0.10240351408720016","0.10240351408720016","0.10240351408720016"
"334","0.09797292947769165","0.09797292947769165","0.09797292947769165"
"335","0.1048600971698761","0.1048600971698761","0.1048600971698761"
"336","0.10299962013959885","0.10299962013959885","0.10299962013959885"
"337","0.10251709818840027","0.10251709818840027","0.10251709818840027"
"338","0.09089063853025436","0.09089063853025436","0.09089063853025436"
"339","0.09909967333078384","0.09909967333078384","0.09909967333078384"
"340","0.09533615410327911","0.09533615410327911","0.09533615410327911"
"341","0.11815006285905838","0.11815006285905838","0.11815006285905838"
"342","0.11691640317440033","0.11691640317440033","0.11691640317440033"
"343","0.09476233273744583","0.09476233273744583","0.09476233273744583"
"344","0.13619370758533478","0.13619370758533478","0.13619370758533478"
"345","0.10162470489740372","0.10162470489740372","0.10162470489740372"
"346","0.09980373084545135","0.09980373084545135","0.09980373084545135"
"347","0.11965734511613846","0.11965734511613846","0.11965734511613846"
"348","0.09796707332134247","0.09796707332134247","0.09796707332134247"
"349","0.1311466246843338","0.1311466246843338","0.1311466246843338"
"350","0.10151586681604385","0.10151586681604385","0.10151586681604385"
"351","0.09484878182411194","0.09484878182411194","0.09484878182411194"
"352","0.09408225864171982","0.09408225864171982","0.09408225864171982"
"353","0.09552431106567383","0.09552431106567383","0.09552431106567383"
"354","0.10697827488183975","0.10697827488183975","0.10697827488183975"
"355","0.11299467086791992","0.11299467086791992","0.11299467086791992"
"356","0.09819059073925018","0.09819059073925018","0.09819059073925018"
"357","0.09269630163908005","0.09269630163908005","0.09269630163908005"
"358","0.09498170018196106","0.09498170018196106","0.09498170018196106"
"359","0.10035719722509384","0.10035719722509384","0.10035719722509384"
"360","0.11814326792955399","0.11814326792955399","0.11814326792955399"
"361","0.1162787452340126","0.1162787452340126","0.1162787452340126"
"362","0.10226784646511078","0.10226784646511078","0.10226784646511078"
"363","0.09410394728183746","0.09410394728183746","0.09410394728183746"
"364","0.10942451655864716","0.10942451655864716","0.10942451655864716"
"365","0.10251212120056152","0.10251212120056152","0.10251212120056152"
"366","0.1340564638376236","0.1340564638376236","0.1340564638376236"
"367","0.10623055696487427","0.10623055696487427","0.10623055696487427"
"368","0.10030027478933334","0.10030027478933334","0.10030027478933334"
"369","0.11147332936525345","0.11147332936525345","0.11147332936525345"
"370","0.1223432794213295","0.1223432794213295","0.1223432794213295"
"371","0.10497935861349106","0.10497935861349106","0.10497935861349106"
"372","0.11588595062494278","0.11588595062494278","0.11588595062494278"
"373","0.09722444415092468","0.09722444415092468","0.09722444415092468"
"374","0.09412851929664612","0.09412851929664612","0.09412851929664612"
"375","0.09206448495388031","0.09206448495388031","0.09206448495388031"
"376","0.09280294924974442","0.09280294924974442","0.09280294924974442"
"377","0.13424284756183624","0.13424284756183624","0.13424284756183624"
"378","0.1018751710653305","0.1018751710653305","0.1018751710653305"
"379","0.09941189736127853","0.09941189736127853","0.09941189736127853"
"380","0.09706990420818329","0.09706990420818329","0.09706990420818329"
"381","0.09903566539287567","0.09903566539287567","0.09903566539287567"
"382","0.11913883686065674","0.11913883686065674","0.11913883686065674"
"383","0.10532711446285248","0.10532711446285248","0.10532711446285248"
"384","0.10180428624153137","0.10180428624153137","0.10180428624153137"
"385","0.11264586448669434","0.11264586448669434","0.11264586448669434"
"386","0.09870994836091995","0.09870994836091995","0.09870994836091995"
"387","0.09625137597322464","0.09625137597322464","0.09625137597322464"
"388","0.10444052517414093","0.10444052517414093","0.10444052517414093"
"389","0.11002391576766968","0.11002391576766968","0.11002391576766968"
"390","0.09335214644670486","0.09335214644670486","0.09335214644670486"
"391","0.11272178590297699","0.11272178590297699","0.11272178590297699"
"392","0.10402154922485352","0.10402154922485352","0.10402154922485352"
"393","0.09273499250411987","0.09273499250411987","0.09273499250411987"
"394","0.10011207312345505","0.10011207312345505","0.10011207312345505"
"395","0.09985112398862839","0.09985112398862839","0.09985112398862839"
"396","0.1441139280796051","0.1441139280796051","0.1441139280796051"
"397","0.0926903784275055","0.0926903784275055","0.0926903784275055"
"398","0.09625939279794693","0.09625939279794693","0.09625939279794693"
"399","0.10139202326536179","0.10139202326536179","0.10139202326536179"
"400","0.0924818143248558","0.0924818143248558","0.0924818143248558"
"401","0.10626493394374847","0.10626493394374847","0.10626493394374847"
"402","0.09688086062669754","0.09688086062669754","0.09688086062669754"
"403","0.09479115903377533","0.09479115903377533","0.09479115903377533"
"404","0.0954420268535614","0.0954420268535614","0.0954420268535614"
"405","0.1359752118587494","0.1359752118587494","0.1359752118587494"
"406","0.10085156559944153","0.10085156559944153","0.10085156559944153"
"407","0.11598598957061768","0.11598598957061768","0.11598598957061768"
"408","0.10961614549160004","0.10961614549160004","0.10961614549160004"
"409","0.10357386618852615","0.10357386618852615","0.10357386618852615"
"410","0.10357805341482162","0.10357805341482162","0.10357805341482162"
"411","0.11430563777685165","0.11430563777685165","0.11430563777685165"
"412","0.09677677601575851","0.09677677601575851","0.09677677601575851"
"413","0.09742071479558945","0.09742071479558945","0.09742071479558945"
"414","0.09783755987882614","0.09783755987882614","0.09783755987882614"
"415","0.09176687896251678","0.09176687896251678","0.09176687896251678"
"416","0.106532022356987","0.106532022356987","0.106532022356987"
"417","0.10730501264333725","0.10730501264333725","0.10730501264333725"
"418","0.10354107618331909","0.10354107618331909","0.10354107618331909"
"419","0.10883615911006927","0.10883615911006927","0.10883615911006927"
"420","0.0959712415933609","0.0959712415933609","0.0959712415933609"
"421","0.09342333674430847","0.09342333674430847","0.09342333674430847"
"422","0.11504525691270828","0.11504525691270828","0.11504525691270828"
"423","0.09426194429397583","0.09426194429397583","0.09426194429397583"
"424","0.10004888474941254","0.10004888474941254","0.10004888474941254"
"425","0.09379144757986069","0.09379144757986069","0.09379144757986069"
"426","0.1053084060549736","0.1053084060549736","0.1053084060549736"
"427","0.09656976163387299","0.09656976163387299","0.09656976163387299"
"428","0.09337715804576874","0.09337715804576874","0.09337715804576874"
"429","0.10233596712350845","0.10233596712350845","0.10233596712350845"
"430","0.09715902805328369","0.09715902805328369","0.09715902805328369"
"431","0.11897993087768555","0.11897993087768555","0.11897993087768555"
"432","0.10636736452579498","0.10636736452579498","0.10636736452579498"
"433","0.10141099244356155","0.10141099244356155","0.10141099244356155"
"434","0.09654334932565689","0.09654334932565689","0.09654334932565689"
"435","0.09787372499704361","0.09787372499704361","0.09787372499704361"
"436","0.09973626583814621","0.09973626583814621","0.09973626583814621"
"437","0.09961036592721939","0.09961036592721939","0.09961036592721939"
"438","0.10874205827713013","0.10874205827713013","0.10874205827713013"
"439","0.09674875438213348","0.09674875438213348","0.09674875438213348"
"440","0.1074099987745285","0.1074099987745285","0.1074099987745285"
"441","0.0997769832611084","0.0997769832611084","0.0997769832611084"
"442","0.10385874658823013","0.10385874658823013","0.10385874658823013"
"443","0.10408195853233337","0.10408195853233337","0.10408195853233337"
