"Step","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - train.proj_error_H2W","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - train.proj_error_H2W__MIN","Ehopper_Mno_relu_DS10000_W0.00095_lr0.01 - train.proj_error_H2W__MAX"
"103","0.0000038104965369711863","0.0000038104965369711863","0.0000038104965369711863"
"104","0.0000037165173125686124","0.0000037165173125686124","0.0000037165173125686124"
"105","0.0000036744218050444033","0.0000036744218050444033","0.0000036744218050444033"
"106","0.000003222530722268857","0.000003222530722268857","0.000003222530722268857"
"107","0.0000032864172681001946","0.0000032864172681001946","0.0000032864172681001946"
"108","0.000003068998921662569","0.000003068998921662569","0.000003068998921662569"
"109","0.0000029883231036365032","0.0000029883231036365032","0.0000029883231036365032"
"110","0.0000031547454000246944","0.0000031547454000246944","0.0000031547454000246944"
"111","0.0000029031780286459252","0.0000029031780286459252","0.0000029031780286459252"
"112","0.0000029074360554659506","0.0000029074360554659506","0.0000029074360554659506"
"113","0.0000029808211365889292","0.0000029808211365889292","0.0000029808211365889292"
"114","0.0000027752348614740185","0.0000027752348614740185","0.0000027752348614740185"
"115","0.0000027060241336585023","0.0000027060241336585023","0.0000027060241336585023"
"116","0.00000258026079791307","0.00000258026079791307","0.00000258026079791307"
"117","0.0000023905829493742203","0.0000023905829493742203","0.0000023905829493742203"
"118","0.000002503804807929555","0.000002503804807929555","0.000002503804807929555"
"119","0.000002688536142159137","0.000002688536142159137","0.000002688536142159137"
"120","0.0000024413807295786683","0.0000024413807295786683","0.0000024413807295786683"
"121","0.0000026216250716970535","0.0000026216250716970535","0.0000026216250716970535"
"122","0.0000022677845663565677","0.0000022677845663565677","0.0000022677845663565677"
"123","0.000002505249995010672","0.000002505249995010672","0.000002505249995010672"
"124","0.000002687306960069691","0.000002687306960069691","0.000002687306960069691"
"125","0.000002453297383908648","0.000002453297383908648","0.000002453297383908648"
"126","0.0000022831075057183625","0.0000022831075057183625","0.0000022831075057183625"
"127","0.0000018562933519206126","0.0000018562933519206126","0.0000018562933519206126"
"128","0.0000022266196992859477","0.0000022266196992859477","0.0000022266196992859477"
"129","0.0000025525616820232244","0.0000025525616820232244","0.0000025525616820232244"
"130","0.000001852277137004421","0.000001852277137004421","0.000001852277137004421"
"131","0.0000019990602595498785","0.0000019990602595498785","0.0000019990602595498785"
"132","0.0000019932876966777258","0.0000019932876966777258","0.0000019932876966777258"
"133","0.0000019374228941160254","0.0000019374228941160254","0.0000019374228941160254"
"134","0.0000021857574665773427","0.0000021857574665773427","0.0000021857574665773427"
"135","0.0000019895776404155185","0.0000019895776404155185","0.0000019895776404155185"
"136","0.000001976053454200155","0.000001976053454200155","0.000001976053454200155"
"137","0.0000021209814349276712","0.0000021209814349276712","0.0000021209814349276712"
"138","0.0000018351518065173877","0.0000018351518065173877","0.0000018351518065173877"
"139","0.000002184600361943012","0.000002184600361943012","0.000002184600361943012"
"140","0.000001991512363019865","0.000001991512363019865","0.000001991512363019865"
"141","0.0000019977962892880896","0.0000019977962892880896","0.0000019977962892880896"
"142","0.0000020077620774827665","0.0000020077620774827665","0.0000020077620774827665"
"143","0.0000021388925688370364","0.0000021388925688370364","0.0000021388925688370364"
"144","0.0000025625397483963752","0.0000025625397483963752","0.0000025625397483963752"
"145","0.0000019937508568546036","0.0000019937508568546036","0.0000019937508568546036"
"146","0.000001913803998832009","0.000001913803998832009","0.000001913803998832009"
"147","0.0000020579293504852103","0.0000020579293504852103","0.0000020579293504852103"
"148","0.000001887750386231346","0.000001887750386231346","0.000001887750386231346"
"149","0.0000017918918047143961","0.0000017918918047143961","0.0000017918918047143961"
"150","0.000002036215846601408","0.000002036215846601408","0.000002036215846601408"
"151","0.000001994704234675737","0.000001994704234675737","0.000001994704234675737"
"152","0.0000019114313545287587","0.0000019114313545287587","0.0000019114313545287587"
"153","0.0000021198202375671826","0.0000021198202375671826","0.0000021198202375671826"
"154","0.0000017090168284994434","0.0000017090168284994434","0.0000017090168284994434"
"155","0.0000018375513946011779","0.0000018375513946011779","0.0000018375513946011779"
"156","0.00000193073833543167","0.00000193073833543167","0.00000193073833543167"
"157","0.000002126576418959303","0.000002126576418959303","0.000002126576418959303"
"158","0.0000018397956864646403","0.0000018397956864646403","0.0000018397956864646403"
"159","0.0000018265117205373826","0.0000018265117205373826","0.0000018265117205373826"
"160","0.0000018576071170173236","0.0000018576071170173236","0.0000018576071170173236"
"161","0.0000019215424345020438","0.0000019215424345020438","0.0000019215424345020438"
"162","0.000001827094706641219","0.000001827094706641219","0.000001827094706641219"
"163","0.0000016580671626797994","0.0000016580671626797994","0.0000016580671626797994"
"164","0.0000017304510038229637","0.0000017304510038229637","0.0000017304510038229637"
"165","0.000002088505425490439","0.000002088505425490439","0.000002088505425490439"
"166","0.0000017496414557172102","0.0000017496414557172102","0.0000017496414557172102"
"167","0.0000018352563984080916","0.0000018352563984080916","0.0000018352563984080916"
"168","0.0000020534992017928744","0.0000020534992017928744","0.0000020534992017928744"
"169","0.0000018800668613039306","0.0000018800668613039306","0.0000018800668613039306"
"170","0.0000020076415694347816","0.0000020076415694347816","0.0000020076415694347816"
"171","0.0000017391685105394572","0.0000017391685105394572","0.0000017391685105394572"
"172","0.0000018079310848406749","0.0000018079310848406749","0.0000018079310848406749"
"173","0.0000018956116036861204","0.0000018956116036861204","0.0000018956116036861204"
"174","0.0000017380883718942641","0.0000017380883718942641","0.0000017380883718942641"
"175","0.0000016887752281036228","0.0000016887752281036228","0.0000016887752281036228"
"176","0.00000172414058852155","0.00000172414058852155","0.00000172414058852155"
"177","0.0000018026709085461334","0.0000018026709085461334","0.0000018026709085461334"
"178","0.0000019594860987126594","0.0000019594860987126594","0.0000019594860987126594"
"179","0.0000016110010392367258","0.0000016110010392367258","0.0000016110010392367258"
"180","0.0000017378342818119563","0.0000017378342818119563","0.0000017378342818119563"
"181","0.0000017746048115441226","0.0000017746048115441226","0.0000017746048115441226"
"182","0.0000018529474345996277","0.0000018529474345996277","0.0000018529474345996277"
"183","0.0000015963247506078915","0.0000015963247506078915","0.0000015963247506078915"
"184","0.0000017757879504642915","0.0000017757879504642915","0.0000017757879504642915"
"185","0.0000016732675476305303","0.0000016732675476305303","0.0000016732675476305303"
"186","0.0000017303451613770449","0.0000017303451613770449","0.0000017303451613770449"
"187","0.0000019092551610810915","0.0000019092551610810915","0.0000019092551610810915"
"188","0.000001751469426380936","0.000001751469426380936","0.000001751469426380936"
"189","0.000001807579792512115","0.000001807579792512115","0.000001807579792512115"
"190","0.0000016177594943656004","0.0000016177594943656004","0.0000016177594943656004"
"191","0.000001611474658602674","0.000001611474658602674","0.000001611474658602674"
"192","0.0000018699623751672334","0.0000018699623751672334","0.0000018699623751672334"
"193","0.0000018830726276064524","0.0000018830726276064524","0.0000018830726276064524"
"194","0.0000018434304820402758","0.0000018434304820402758","0.0000018434304820402758"
"195","0.0000018720863863563864","0.0000018720863863563864","0.0000018720863863563864"
"196","0.000002143955498468131","0.000002143955498468131","0.000002143955498468131"
"197","0.000002197802587033948","0.000002197802587033948","0.000002197802587033948"
"198","0.000001745399686114979","0.000001745399686114979","0.000001745399686114979"
"199","0.0000016676364111845032","0.0000016676364111845032","0.0000016676364111845032"
"200","0.0000015994386330930865","0.0000015994386330930865","0.0000015994386330930865"
"201","0.0000017584324041308719","0.0000017584324041308719","0.0000017584324041308719"
"202","0.0000016996227714116685","0.0000016996227714116685","0.0000016996227714116685"
"203","0.0000016639229443171644","0.0000016639229443171644","0.0000016639229443171644"
"204","0.0000018154029248762527","0.0000018154029248762527","0.0000018154029248762527"
"205","0.0000016415392565249931","0.0000016415392565249931","0.0000016415392565249931"
"206","0.0000014442210840570624","0.0000014442210840570624","0.0000014442210840570624"
"207","0.0000016704998415661976","0.0000016704998415661976","0.0000016704998415661976"
"208","0.000001795704065443715","0.000001795704065443715","0.000001795704065443715"
"209","0.0000017069012301362818","0.0000017069012301362818","0.0000017069012301362818"
"210","0.000001820820784814714","0.000001820820784814714","0.000001820820784814714"
"211","0.0000016520165218025795","0.0000016520165218025795","0.0000016520165218025795"
"212","0.0000016658340200592647","0.0000016658340200592647","0.0000016658340200592647"
"213","0.0000016282982642223942","0.0000016282982642223942","0.0000016282982642223942"
"214","0.000001618856572349614","0.000001618856572349614","0.000001618856572349614"
"215","0.0000017870507917905343","0.0000017870507917905343","0.0000017870507917905343"
"216","0.000001832353859754221","0.000001832353859754221","0.000001832353859754221"
"217","0.0000017865637573777349","0.0000017865637573777349","0.0000017865637573777349"
"218","0.0000014480164054475608","0.0000014480164054475608","0.0000014480164054475608"
"219","0.0000018602240743348375","0.0000018602240743348375","0.0000018602240743348375"
"220","0.000001861490659393894","0.000001861490659393894","0.000001861490659393894"
"221","0.000001761025941959815","0.000001761025941959815","0.000001761025941959815"
"222","0.00000152435791278549","0.00000152435791278549","0.00000152435791278549"
"223","0.0000015762083194204024","0.0000015762083194204024","0.0000015762083194204024"
"224","0.0000019064871139562456","0.0000019064871139562456","0.0000019064871139562456"
"225","0.0000014166431583362282","0.0000014166431583362282","0.0000014166431583362282"
"226","0.0000014848308182990877","0.0000014848308182990877","0.0000014848308182990877"
"227","0.0000015630807865818497","0.0000015630807865818497","0.0000015630807865818497"
"228","0.0000014904911722624092","0.0000014904911722624092","0.0000014904911722624092"
"229","0.000001598564494997845","0.000001598564494997845","0.000001598564494997845"
"230","0.0000014890150623614318","0.0000014890150623614318","0.0000014890150623614318"
"231","0.0000015628017990820808","0.0000015628017990820808","0.0000015628017990820808"
"232","0.000001556824258841516","0.000001556824258841516","0.000001556824258841516"
"233","0.0000015464274838450365","0.0000015464274838450365","0.0000015464274838450365"
"234","0.000001579477611812763","0.000001579477611812763","0.000001579477611812763"
"235","0.0000016201477137656184","0.0000016201477137656184","0.0000016201477137656184"
"236","0.0000016805485074655735","0.0000016805485074655735","0.0000016805485074655735"
"237","0.0000016587986237937002","0.0000016587986237937002","0.0000016587986237937002"
"238","0.000001737371690069267","0.000001737371690069267","0.000001737371690069267"
"239","0.000001667404148975038","0.000001667404148975038","0.000001667404148975038"
"240","0.0000014694031733597512","0.0000014694031733597512","0.0000014694031733597512"
"241","0.0000017030315575539134","0.0000017030315575539134","0.0000017030315575539134"
"242","0.0000018310811356059276","0.0000018310811356059276","0.0000018310811356059276"
"243","0.0000016553415207454236","0.0000016553415207454236","0.0000016553415207454236"
"244","0.0000017642838656684035","0.0000017642838656684035","0.0000017642838656684035"
"245","0.0000015073187569214497","0.0000015073187569214497","0.0000015073187569214497"
"246","0.0000016413982848462183","0.0000016413982848462183","0.0000016413982848462183"
"247","0.000001920737076943624","0.000001920737076943624","0.000001920737076943624"
"248","0.0000018011364772974048","0.0000018011364772974048","0.0000018011364772974048"
"249","0.0000015017632222225075","0.0000015017632222225075","0.0000015017632222225075"
"250","0.0000017165282315545483","0.0000017165282315545483","0.0000017165282315545483"
"251","0.0000016242714764302946","0.0000016242714764302946","0.0000016242714764302946"
"252","0.0000018501169734008727","0.0000018501169734008727","0.0000018501169734008727"
"253","0.000001617891143723682","0.000001617891143723682","0.000001617891143723682"
"254","0.000001982792582566617","0.000001982792582566617","0.000001982792582566617"
"255","0.0000023846209842304233","0.0000023846209842304233","0.0000023846209842304233"
"256","0.0000017453279497203766","0.0000017453279497203766","0.0000017453279497203766"
"257","0.0000018078196717397077","0.0000018078196717397077","0.0000018078196717397077"
"258","0.0000016858510889505851","0.0000016858510889505851","0.0000016858510889505851"
"259","0.0000014862977195662097","0.0000014862977195662097","0.0000014862977195662097"
"260","0.0000016749781934777275","0.0000016749781934777275","0.0000016749781934777275"
"261","0.0000016846000789882964","0.0000016846000789882964","0.0000016846000789882964"
"262","0.0000016158236348928767","0.0000016158236348928767","0.0000016158236348928767"
"263","0.00000179103835762362","0.00000179103835762362","0.00000179103835762362"
"264","0.0000016091690895336797","0.0000016091690895336797","0.0000016091690895336797"
"265","0.0000016529394315512036","0.0000016529394315512036","0.0000016529394315512036"
"266","0.0000015019661532278406","0.0000015019661532278406","0.0000015019661532278406"
"267","0.0000016949145447142655","0.0000016949145447142655","0.0000016949145447142655"
"268","0.0000015361727037088713","0.0000015361727037088713","0.0000015361727037088713"
"269","0.000001719891315588029","0.000001719891315588029","0.000001719891315588029"
"270","0.0000018218798913949286","0.0000018218798913949286","0.0000018218798913949286"
"271","0.0000017004433630063431","0.0000017004433630063431","0.0000017004433630063431"
"272","0.0000015244251017065835","0.0000015244251017065835","0.0000015244251017065835"
"273","0.00000165966287113406","0.00000165966287113406","0.00000165966287113406"
"274","0.000001404862700837839","0.000001404862700837839","0.000001404862700837839"
"275","0.0000018708085463003954","0.0000018708085463003954","0.0000018708085463003954"
"276","0.0000016868183365659206","0.0000016868183365659206","0.0000016868183365659206"
"277","0.0000016399569631175837","0.0000016399569631175837","0.0000016399569631175837"
"278","0.0000015188420547929127","0.0000015188420547929127","0.0000015188420547929127"
"279","0.0000016700641936040483","0.0000016700641936040483","0.0000016700641936040483"
"280","0.0000017169080592793762","0.0000017169080592793762","0.0000017169080592793762"
"281","0.0000013919199091105838","0.0000013919199091105838","0.0000013919199091105838"
"282","0.0000015908997283986537","0.0000015908997283986537","0.0000015908997283986537"
"283","0.00000172737497905473","0.00000172737497905473","0.00000172737497905473"
"284","0.0000014418819773709401","0.0000014418819773709401","0.0000014418819773709401"
"285","0.0000018228912495033","0.0000018228912495033","0.0000018228912495033"
"286","0.0000016304861674143467","0.0000016304861674143467","0.0000016304861674143467"
"287","0.0000015233829344651895","0.0000015233829344651895","0.0000015233829344651895"
"288","0.0000016370024695788743","0.0000016370024695788743","0.0000016370024695788743"
"289","0.0000016109526086438564","0.0000016109526086438564","0.0000016109526086438564"
"290","0.0000016193940837183618","0.0000016193940837183618","0.0000016193940837183618"
"291","0.0000015029947917355457","0.0000015029947917355457","0.0000015029947917355457"
"292","0.0000015713775383119355","0.0000015713775383119355","0.0000015713775383119355"
"293","0.0000016139787248903303","0.0000016139787248903303","0.0000016139787248903303"
"294","0.000001728441247905721","0.000001728441247905721","0.000001728441247905721"
"295","0.0000016975498056126526","0.0000016975498056126526","0.0000016975498056126526"
"296","0.0000015219903843899374","0.0000015219903843899374","0.0000015219903843899374"
"297","0.0000017038287296600174","0.0000017038287296600174","0.0000017038287296600174"
"298","0.0000016899845149964676","0.0000016899845149964676","0.0000016899845149964676"
"299","0.0000015995334479157464","0.0000015995334479157464","0.0000015995334479157464"
"300","0.000001541714141239936","0.000001541714141239936","0.000001541714141239936"
"301","0.0000015936755062284647","0.0000015936755062284647","0.0000015936755062284647"
"302","0.0000016677934127073968","0.0000016677934127073968","0.0000016677934127073968"
"303","0.0000013827814200340072","0.0000013827814200340072","0.0000013827814200340072"
"304","0.0000015665337969039683","0.0000015665337969039683","0.0000015665337969039683"
"305","0.0000014327119970403146","0.0000014327119970403146","0.0000014327119970403146"
"306","0.000001597215600668278","0.000001597215600668278","0.000001597215600668278"
"307","0.000001787672886166547","0.000001787672886166547","0.000001787672886166547"
"308","0.0000015285241943274741","0.0000015285241943274741","0.0000015285241943274741"
"309","0.0000016354346143998555","0.0000016354346143998555","0.0000016354346143998555"
"310","0.0000015363365264420281","0.0000015363365264420281","0.0000015363365264420281"
"311","0.0000014125020015853806","0.0000014125020015853806","0.0000014125020015853806"
"312","0.000002106196461681975","0.000002106196461681975","0.000002106196461681975"
"313","0.0000015265837873812416","0.0000015265837873812416","0.0000015265837873812416"
"314","0.0000016679520058460184","0.0000016679520058460184","0.0000016679520058460184"
"315","0.000001932815621330519","0.000001932815621330519","0.000001932815621330519"
"316","0.0000014632764759880956","0.0000014632764759880956","0.0000014632764759880956"
"317","0.0000015972129858710105","0.0000015972129858710105","0.0000015972129858710105"
"318","0.0000017061379367078189","0.0000017061379367078189","0.0000017061379367078189"
"319","0.000001624581273063086","0.000001624581273063086","0.000001624581273063086"
"320","0.0000016783609453341342","0.0000016783609453341342","0.0000016783609453341342"
"321","0.0000016683071635270608","0.0000016683071635270608","0.0000016683071635270608"
"322","0.0000017669958651822526","0.0000017669958651822526","0.0000017669958651822526"
"323","0.000001906576017063344","0.000001906576017063344","0.000001906576017063344"
"324","0.0000012644270555028925","0.0000012644270555028925","0.0000012644270555028925"
"325","0.0000015893511999820475","0.0000015893511999820475","0.0000015893511999820475"
"326","0.0000015038378933240892","0.0000015038378933240892","0.0000015038378933240892"
"327","0.0000017108299061874277","0.0000017108299061874277","0.0000017108299061874277"
"328","0.0000015428884125867626","0.0000015428884125867626","0.0000015428884125867626"
"329","0.0000015942150639602914","0.0000015942150639602914","0.0000015942150639602914"
"330","0.0000013870923112335731","0.0000013870923112335731","0.0000013870923112335731"
"331","0.0000015761902432132047","0.0000015761902432132047","0.0000015761902432132047"
"332","0.0000015198361325019505","0.0000015198361325019505","0.0000015198361325019505"
"333","0.0000014124607332632877","0.0000014124607332632877","0.0000014124607332632877"
"334","0.000001656150402595813","0.000001656150402595813","0.000001656150402595813"
"335","0.0000018508227412894485","0.0000018508227412894485","0.0000018508227412894485"
"336","0.0000015776632835695636","0.0000015776632835695636","0.0000015776632835695636"
"337","0.0000015561257669105544","0.0000015561257669105544","0.0000015561257669105544"
"338","0.000001544379642837157","0.000001544379642837157","0.000001544379642837157"
"339","0.0000015627700804543565","0.0000015627700804543565","0.0000015627700804543565"
"340","0.0000014990044974183547","0.0000014990044974183547","0.0000014990044974183547"
"341","0.0000014186384760250803","0.0000014186384760250803","0.0000014186384760250803"
"342","0.0000016495989711984294","0.0000016495989711984294","0.0000016495989711984294"
"343","0.0000014743072824785486","0.0000014743072824785486","0.0000014743072824785486"
"344","0.0000018800035377353197","0.0000018800035377353197","0.0000018800035377353197"
"345","0.0000016259409676422365","0.0000016259409676422365","0.0000016259409676422365"
"346","0.0000015635750969522633","0.0000015635750969522633","0.0000015635750969522633"
"347","0.0000013637883284900454","0.0000013637883284900454","0.0000013637883284900454"
"348","0.0000015946054645610275","0.0000015946054645610275","0.0000015946054645610275"
"349","0.0000017728705188346794","0.0000017728705188346794","0.0000017728705188346794"
"350","0.0000017591863752386416","0.0000017591863752386416","0.0000017591863752386416"
"351","0.0000015834292526051286","0.0000015834292526051286","0.0000015834292526051286"
"352","0.0000017120853499363875","0.0000017120853499363875","0.0000017120853499363875"
"353","0.0000014835407000646228","0.0000014835407000646228","0.0000014835407000646228"
"354","0.000001394826313116937","0.000001394826313116937","0.000001394826313116937"
"355","0.0000017541098031870206","0.0000017541098031870206","0.0000017541098031870206"
"356","0.0000019082553990301676","0.0000019082553990301676","0.0000019082553990301676"
"357","0.0000016123328805406345","0.0000016123328805406345","0.0000016123328805406345"
"358","0.0000016017154393921373","0.0000016017154393921373","0.0000016017154393921373"
"359","0.000001931228780449601","0.000001931228780449601","0.000001931228780449601"
"360","0.0000017896421695695608","0.0000017896421695695608","0.0000017896421695695608"
"361","0.0000015258171970344847","0.0000015258171970344847","0.0000015258171970344847"
"362","0.0000014206519836079678","0.0000014206519836079678","0.0000014206519836079678"
"363","0.0000015152741070778575","0.0000015152741070778575","0.0000015152741070778575"
"364","0.0000013454991858452559","0.0000013454991858452559","0.0000013454991858452559"
"365","0.000001933108933371841","0.000001933108933371841","0.000001933108933371841"
"366","0.000001834986733229016","0.000001834986733229016","0.000001834986733229016"
"367","0.0000014894336572979228","0.0000014894336572979228","0.0000014894336572979228"
"368","0.00000180966628704482","0.00000180966628704482","0.00000180966628704482"
"369","0.000001508166405983502","0.000001508166405983502","0.000001508166405983502"
"370","0.0000016192219618460513","0.0000016192219618460513","0.0000016192219618460513"
"371","0.000001851232127592084","0.000001851232127592084","0.000001851232127592084"
"372","0.0000014990196177677717","0.0000014990196177677717","0.0000014990196177677717"
"373","0.000001563502110002446","0.000001563502110002446","0.000001563502110002446"
"374","0.0000016411621572842705","0.0000016411621572842705","0.0000016411621572842705"
"375","0.000001582048298587324","0.000001582048298587324","0.000001582048298587324"
"376","0.0000015963128134899307","0.0000015963128134899307","0.0000015963128134899307"
"377","0.0000014239683423511451","0.0000014239683423511451","0.0000014239683423511451"
"378","0.0000015959075199134531","0.0000015959075199134531","0.0000015959075199134531"
"379","0.000001495264427830989","0.000001495264427830989","0.000001495264427830989"
"380","0.0000014074903447180986","0.0000014074903447180986","0.0000014074903447180986"
"381","0.00000161134562404186","0.00000161134562404186","0.00000161134562404186"
"382","0.0000013991198102303315","0.0000013991198102303315","0.0000013991198102303315"
"383","0.0000017224796238224371","0.0000017224796238224371","0.0000017224796238224371"
"384","0.0000014232662124413764","0.0000014232662124413764","0.0000014232662124413764"
"385","0.0000016526319086551666","0.0000016526319086551666","0.0000016526319086551666"
