"Step","Ereacher_Mnull_DS1000_W5e-05_lr0.01 - train.proj_error_H2W","Ereacher_Mnull_DS1000_W5e-05_lr0.01 - train.proj_error_H2W__MIN","Ereacher_Mnull_DS1000_W5e-05_lr0.01 - train.proj_error_H2W__MAX"
"130","0.0007333909743465483","0.0007333909743465483","0.0007333909743465483"
"131","0.0007215433288365602","0.0007215433288365602","0.0007215433288365602"
"132","0.0007101581431925297","0.0007101581431925297","0.0007101581431925297"
"133","0.0006989557878114283","0.0006989557878114283","0.0006989557878114283"
"134","0.0006879851571284235","0.0006879851571284235","0.0006879851571284235"
"135","0.0006771526532247663","0.0006771526532247663","0.0006771526532247663"
"136","0.0006665410473942757","0.0006665410473942757","0.0006665410473942757"
"137","0.0006564584909938276","0.0006564584909938276","0.0006564584909938276"
"138","0.0006466064369305968","0.0006466064369305968","0.0006466064369305968"
"139","0.0006371670751832426","0.0006371670751832426","0.0006371670751832426"
"140","0.0006281438982114196","0.0006281438982114196","0.0006281438982114196"
"141","0.0006194407469592988","0.0006194407469592988","0.0006194407469592988"
"142","0.0006108610541559756","0.0006108610541559756","0.0006108610541559756"
"143","0.0006019669817760587","0.0006019669817760587","0.0006019669817760587"
"144","0.0005934959626756608","0.0005934959626756608","0.0005934959626756608"
"145","0.0005853582406416535","0.0005853582406416535","0.0005853582406416535"
"146","0.0005776373436674476","0.0005776373436674476","0.0005776373436674476"
"147","0.0005699222674593329","0.0005699222674593329","0.0005699222674593329"
"148","0.0005623617325909436","0.0005623617325909436","0.0005623617325909436"
"149","0.0005549712223000824","0.0005549712223000824","0.0005549712223000824"
"150","0.0005478420644067228","0.0005478420644067228","0.0005478420644067228"
"151","0.0005408185534179211","0.0005408185534179211","0.0005408185534179211"
"152","0.0005345023819245398","0.0005345023819245398","0.0005345023819245398"
"153","0.0005279644392430782","0.0005279644392430782","0.0005279644392430782"
"154","0.0005212901160120964","0.0005212901160120964","0.0005212901160120964"
"155","0.0005148106720298529","0.0005148106720298529","0.0005148106720298529"
"156","0.0005086827441118658","0.0005086827441118658","0.0005086827441118658"
"157","0.0005025396822020411","0.0005025396822020411","0.0005025396822020411"
"158","0.0004965981934219599","0.0004965981934219599","0.0004965981934219599"
"159","0.0004908161354251206","0.0004908161354251206","0.0004908161354251206"
"160","0.0004853269492741674","0.0004853269492741674","0.0004853269492741674"
"161","0.0004801652976311743","0.0004801652976311743","0.0004801652976311743"
"162","0.000475247303256765","0.000475247303256765","0.000475247303256765"
"163","0.00047033297596499324","0.00047033297596499324","0.00047033297596499324"
"164","0.00046578116598539054","0.00046578116598539054","0.00046578116598539054"
"165","0.0004608303715940565","0.0004608303715940565","0.0004608303715940565"
"166","0.0004561531823128462","0.0004561531823128462","0.0004561531823128462"
"167","0.000451519648777321","0.000451519648777321","0.000451519648777321"
"168","0.00044701516162604094","0.00044701516162604094","0.00044701516162604094"
"169","0.00044263372546993196","0.00044263372546993196","0.00044263372546993196"
"170","0.00043847141205333173","0.00043847141205333173","0.00043847141205333173"
"171","0.0004344101471360773","0.0004344101471360773","0.0004344101471360773"
"172","0.0004304321191739291","0.0004304321191739291","0.0004304321191739291"
"173","0.0004264813906047493","0.0004264813906047493","0.0004264813906047493"
"174","0.0004226638993714005","0.0004226638993714005","0.0004226638993714005"
"175","0.0004190774925518781","0.0004190774925518781","0.0004190774925518781"
"176","0.00041572493501007557","0.00041572493501007557","0.00041572493501007557"
"177","0.0004122975515201688","0.0004122975515201688","0.0004122975515201688"
"178","0.00040893617551773787","0.00040893617551773787","0.00040893617551773787"
"179","0.00040581150096841156","0.00040581150096841156","0.00040581150096841156"
"180","0.00040271299076266587","0.00040271299076266587","0.00040271299076266587"
"181","0.00039953039959073067","0.00039953039959073067","0.00039953039959073067"
"182","0.0003955222782678902","0.0003955222782678902","0.0003955222782678902"
"183","0.0003917549329344183","0.0003917549329344183","0.0003917549329344183"
"184","0.00038838828913867474","0.00038838828913867474","0.00038838828913867474"
"185","0.00038532595499418676","0.00038532595499418676","0.00038532595499418676"
"186","0.0003823944425676018","0.0003823944425676018","0.0003823944425676018"
"187","0.00037950993282720447","0.00037950993282720447","0.00037950993282720447"
"188","0.0003766349400393665","0.0003766349400393665","0.0003766349400393665"
"189","0.00037386338226497173","0.00037386338226497173","0.00037386338226497173"
"190","0.00037117343163117766","0.00037117343163117766","0.00037117343163117766"
"191","0.00036866715527139604","0.00036866715527139604","0.00036866715527139604"
"192","0.000366219348507002","0.000366219348507002","0.000366219348507002"
"193","0.000363798753824085","0.000363798753824085","0.000363798753824085"
"194","0.0003612638101913035","0.0003612638101913035","0.0003612638101913035"
"195","0.00035883206874132156","0.00035883206874132156","0.00035883206874132156"
"196","0.000356572971213609","0.000356572971213609","0.000356572971213609"
"197","0.0003544905921444297","0.0003544905921444297","0.0003544905921444297"
"198","0.0003523956402204931","0.0003523956402204931","0.0003523956402204931"
"199","0.00035040092188864946","0.00035040092188864946","0.00035040092188864946"
"200","0.00034870783565565944","0.00034870783565565944","0.00034870783565565944"
