"Step","Mno_relu_DS1000_W0.0015_lr0.01 - train.NRC2","Mno_relu_DS1000_W0.0015_lr0.01 - train.NRC2__MIN","Mno_relu_DS1000_W0.0015_lr0.01 - train.NRC2__MAX"
"55","0.00005128643897478469","0.00005128643897478469","0.00005128643897478469"
"56","0.000043964417272945866","0.000043964417272945866","0.000043964417272945866"
"57","0.00003776746598305181","0.00003776746598305181","0.00003776746598305181"
"58","0.000032336243748432025","0.000032336243748432025","0.000032336243748432025"
"59","0.00002786332152027171","0.00002786332152027171","0.00002786332152027171"
"60","0.00002388920620433055","0.00002388920620433055","0.00002388920620433055"
"61","0.00002042804226221051","0.00002042804226221051","0.00002042804226221051"
"62","0.000017573336663190275","0.000017573336663190275","0.000017573336663190275"
"63","0.000015086339772096835","0.000015086339772096835","0.000015086339772096835"
"64","0.000012897725355287548","0.000012897725355287548","0.000012897725355287548"
"65","0.00001105669707612833","0.00001105669707612833","0.00001105669707612833"
"66","0.000009688222235126887","0.000009688222235126887","0.000009688222235126887"
"67","0.00000836895196698606","0.00000836895196698606","0.00000836895196698606"
"68","0.000007295678642549319","0.000007295678642549319","0.000007295678642549319"
"69","0.000006389270311046857","0.000006389270311046857","0.000006389270311046857"
"70","0.00000578110666538123","0.00000578110666538123","0.00000578110666538123"
"71","0.0000050974185796803795","0.0000050974185796803795","0.0000050974185796803795"
"72","0.000004529626949079102","0.000004529626949079102","0.000004529626949079102"
"73","0.000004197256657789694","0.000004197256657789694","0.000004197256657789694"
"74","0.0000037307825095922453","0.0000037307825095922453","0.0000037307825095922453"
"75","0.0000033919357065315126","0.0000033919357065315126","0.0000033919357065315126"
"76","0.000003290174163339543","0.000003290174163339543","0.000003290174163339543"
"77","0.000003299463742223452","0.000003299463742223452","0.000003299463742223452"
"78","0.000003141124807370943","0.000003141124807370943","0.000003141124807370943"
"79","0.0000030345529467012966","0.0000030345529467012966","0.0000030345529467012966"
"80","0.000003093510031249025","0.000003093510031249025","0.000003093510031249025"
"81","0.0000030455641990556614","0.0000030455641990556614","0.0000030455641990556614"
"82","0.000003013448804267682","0.000003013448804267682","0.000003013448804267682"
"83","0.00000282829932984896","0.00000282829932984896","0.00000282829932984896"
"84","0.00000273617661150638","0.00000273617661150638","0.00000273617661150638"
"85","0.00000261098648479674","0.00000261098648479674","0.00000261098648479674"
"86","0.000002713682533794781","0.000002713682533794781","0.000002713682533794781"
"87","0.0000028219071737112245","0.0000028219071737112245","0.0000028219071737112245"
"88","0.0000027991227398160845","0.0000027991227398160845","0.0000027991227398160845"
"89","0.0000027951327865594067","0.0000027951327865594067","0.0000027951327865594067"
"90","0.0000031225174552673707","0.0000031225174552673707","0.0000031225174552673707"
"91","0.000003065412556679803","0.000003065412556679803","0.000003065412556679803"
"92","0.0000029866159820812754","0.0000029866159820812754","0.0000029866159820812754"
"93","0.000002727909759414615","0.000002727909759414615","0.000002727909759414615"
"94","0.00000278212769444508","0.00000278212769444508","0.00000278212769444508"
"95","0.0000026683539999794448","0.0000026683539999794448","0.0000026683539999794448"
"96","0.000002836959538399242","0.000002836959538399242","0.000002836959538399242"
"97","0.000002793679186652298","0.000002793679186652298","0.000002793679186652298"
"98","0.00000278827064903453","0.00000278827064903453","0.00000278827064903453"
"99","0.0000026762738798424834","0.0000026762738798424834","0.0000026762738798424834"
"100","0.000002738867578955251","0.000002738867578955251","0.000002738867578955251"
"101","0.0000028106571789976442","0.0000028106571789976442","0.0000028106571789976442"
"102","0.0000030131002404232277","0.0000030131002404232277","0.0000030131002404232277"
"103","0.000002792828126985114","0.000002792828126985114","0.000002792828126985114"
"104","0.0000026390816856292076","0.0000026390816856292076","0.0000026390816856292076"
"105","0.0000027595747269515414","0.0000027595747269515414","0.0000027595747269515414"
"106","0.0000026525967768975534","0.0000026525967768975534","0.0000026525967768975534"
"107","0.0000028615670544240857","0.0000028615670544240857","0.0000028615670544240857"
"108","0.0000027432370188762434","0.0000027432370188762434","0.0000027432370188762434"
"109","0.000002849791599146556","0.000002849791599146556","0.000002849791599146556"
"110","0.0000028990070859435946","0.0000028990070859435946","0.0000028990070859435946"
"111","0.0000028837907848355826","0.0000028837907848355826","0.0000028837907848355826"
"112","0.0000030433116080530453","0.0000030433116080530453","0.0000030433116080530453"
"113","0.000002994435362779768","0.000002994435362779768","0.000002994435362779768"
"114","0.0000031451713766728062","0.0000031451713766728062","0.0000031451713766728062"
"115","0.0000028461718102335","0.0000028461718102335","0.0000028461718102335"
"116","0.000002759785274975002","0.000002759785274975002","0.000002759785274975002"
"117","0.0000026810109829966677","0.0000026810109829966677","0.0000026810109829966677"
"118","0.000002791394308587769","0.000002791394308587769","0.000002791394308587769"
"119","0.000002794553211060702","0.000002794553211060702","0.000002794553211060702"
"120","0.0000027558191959542455","0.0000027558191959542455","0.0000027558191959542455"
"121","0.0000026744357910502004","0.0000026744357910502004","0.0000026744357910502004"
"122","0.0000027390540253691142","0.0000027390540253691142","0.0000027390540253691142"
"123","0.000002821986527123954","0.000002821986527123954","0.000002821986527123954"
"124","0.0000029709919999731937","0.0000029709919999731937","0.0000029709919999731937"
"125","0.000003030454763575108","0.000003030454763575108","0.000003030454763575108"
"126","0.0000027809260245703626","0.0000027809260245703626","0.0000027809260245703626"
"127","0.0000026925563361146487","0.0000026925563361146487","0.0000026925563361146487"
"128","0.000002712355353651219","0.000002712355353651219","0.000002712355353651219"
"129","0.0000028795411708415486","0.0000028795411708415486","0.0000028795411708415486"
"130","0.0000027188050353288418","0.0000027188050353288418","0.0000027188050353288418"
"131","0.000002728713525357307","0.000002728713525357307","0.000002728713525357307"
"132","0.00000281331995211076","0.00000281331995211076","0.00000281331995211076"
"133","0.0000027570620204642182","0.0000027570620204642182","0.0000027570620204642182"
"134","0.000002742127207966405","0.000002742127207966405","0.000002742127207966405"
"135","0.000002990356051668641","0.000002990356051668641","0.000002990356051668641"
"136","0.000002957855940621812","0.000002957855940621812","0.000002957855940621812"
"137","0.0000033106171031249687","0.0000033106171031249687","0.0000033106171031249687"
"138","0.00000307866162074788","0.00000307866162074788","0.00000307866162074788"
"139","0.000002911767523983144","0.000002911767523983144","0.000002911767523983144"
"140","0.0000028142442261014367","0.0000028142442261014367","0.0000028142442261014367"
"141","0.000002830534867825918","0.000002830534867825918","0.000002830534867825918"
"142","0.000002623273530844017","0.000002623273530844017","0.000002623273530844017"
"143","0.0000026547509150987025","0.0000026547509150987025","0.0000026547509150987025"
"144","0.0000029571153845608933","0.0000029571153845608933","0.0000029571153845608933"
"145","0.000002694388285817695","0.000002694388285817695","0.000002694388285817695"
"146","0.0000028411018320184667","0.0000028411018320184667","0.0000028411018320184667"
"147","0.0000030155347303661983","0.0000030155347303661983","0.0000030155347303661983"
"148","0.0000027906758077733684","0.0000027906758077733684","0.0000027906758077733684"
"149","0.0000029197267394920345","0.0000029197267394920345","0.0000029197267394920345"
"150","0.0000027600692646956304","0.0000027600692646956304","0.0000027600692646956304"
"151","0.000002784680191325606","0.000002784680191325606","0.000002784680191325606"
"152","0.000003000495325977681","0.000003000495325977681","0.000003000495325977681"
"153","0.0000029359059681155486","0.0000029359059681155486","0.0000029359059681155486"
"154","0.0000028081317395844962","0.0000028081317395844962","0.0000028081317395844962"
"155","0.000002536353122195578","0.000002536353122195578","0.000002536353122195578"
"156","0.000002428078232696862","0.000002428078232696862","0.000002428078232696862"
"157","0.000002634315251270891","0.000002634315251270891","0.000002634315251270891"
"158","0.0000026643172077456256","0.0000026643172077456256","0.0000026643172077456256"
"159","0.0000027812902771984227","0.0000027812902771984227","0.0000027812902771984227"
"160","0.0000027419644084147876","0.0000027419644084147876","0.0000027419644084147876"
"161","0.0000029215857466624584","0.0000029215857466624584","0.0000029215857466624584"
"162","0.000002768849981293897","0.000002768849981293897","0.000002768849981293897"
"163","0.000002920897031799541","0.000002920897031799541","0.000002920897031799541"
"164","0.000002868632691388484","0.000002868632691388484","0.000002868632691388484"
"165","0.0000026715558760770364","0.0000026715558760770364","0.0000026715558760770364"
"166","0.0000027629364467429696","0.0000027629364467429696","0.0000027629364467429696"
"167","0.0000028981210107303923","0.0000028981210107303923","0.0000028981210107303923"
"168","0.0000028358247163851047","0.0000028358247163851047","0.0000028358247163851047"
"169","0.0000027243579552305164","0.0000027243579552305164","0.0000027243579552305164"
"170","0.0000030020364647498354","0.0000030020364647498354","0.0000030020364647498354"
"171","0.0000027583657811192097","0.0000027583657811192097","0.0000027583657811192097"
"172","0.0000026699785848904867","0.0000026699785848904867","0.0000026699785848904867"
"173","0.000002756503818091005","0.000002756503818091005","0.000002756503818091005"
"174","0.0000027504236186359776","0.0000027504236186359776","0.0000027504236186359776"
"175","0.00000302260968965129","0.00000302260968965129","0.00000302260968965129"
"176","0.0000029652853754669195","0.0000029652853754669195","0.0000029652853754669195"
"177","0.000002996827333845431","0.000002996827333845431","0.000002996827333845431"
"178","0.0000029952855129522504","0.0000029952855129522504","0.0000029952855129522504"
"179","0.0000028568731522682356","0.0000028568731522682356","0.0000028568731522682356"
"180","0.000002928416051872773","0.000002928416051872773","0.000002928416051872773"
"181","0.0000025729370918270433","0.0000025729370918270433","0.0000025729370918270433"
"182","0.000002636381395859644","0.000002636381395859644","0.000002636381395859644"
"183","0.000002831633764799335","0.000002831633764799335","0.000002831633764799335"
"184","0.0000029794007332384354","0.0000029794007332384354","0.0000029794007332384354"
"185","0.000002822375790856313","0.000002822375790856313","0.000002822375790856313"
"186","0.0000027632124783849576","0.0000027632124783849576","0.0000027632124783849576"
"187","0.0000027234473236603662","0.0000027234473236603662","0.0000027234473236603662"
"188","0.0000028706879220408155","0.0000028706879220408155","0.0000028706879220408155"
"189","0.0000028590891361091053","0.0000028590891361091053","0.0000028590891361091053"
"190","0.000002524358706068597","0.000002524358706068597","0.000002524358706068597"
"191","0.000002522808472349425","0.000002522808472349425","0.000002522808472349425"
"192","0.0000024087607926048804","0.0000024087607926048804","0.0000024087607926048804"
"193","0.0000026023567443189677","0.0000026023567443189677","0.0000026023567443189677"
"194","0.0000024750679585849866","0.0000024750679585849866","0.0000024750679585849866"
"195","0.000002741838443398592","0.000002741838443398592","0.000002741838443398592"
"196","0.000002615093990243622","0.000002615093990243622","0.000002615093990243622"
"197","0.0000028664030651270878","0.0000028664030651270878","0.0000028664030651270878"
"198","0.0000028328051939752186","0.0000028328051939752186","0.0000028328051939752186"
"199","0.000002710994976951042","0.000002710994976951042","0.000002710994976951042"
"200","0.0000029191285193519434","0.0000029191285193519434","0.0000029191285193519434"
