"Step","Mno_relu_DS1000_W0.0015_lr0.01 - train_mse_loss","Mno_relu_DS1000_W0.0015_lr0.01 - train_mse_loss__MIN","Mno_relu_DS1000_W0.0015_lr0.01 - train_mse_loss__MAX"
"28","0.0021964575862511992","0.0021964575862511992","0.0021964575862511992"
"29","0.0022058532922528684","0.0022058532922528684","0.0022058532922528684"
"30","0.00221546835382469","0.00221546835382469","0.00221546835382469"
"31","0.002210955077316612","0.002210955077316612","0.002210955077316612"
"32","0.002220657712314278","0.002220657712314278","0.002220657712314278"
"33","0.0022357521229423583","0.0022357521229423583","0.0022357521229423583"
"34","0.002234722429420799","0.002234722429420799","0.002234722429420799"
"35","0.0022394415573216975","0.0022394415573216975","0.0022394415573216975"
"36","0.002239006804302335","0.002239006804302335","0.002239006804302335"
"37","0.002255299419630319","0.002255299419630319","0.002255299419630319"
"38","0.002245384093839675","0.002245384093839675","0.002245384093839675"
"39","0.002260982117149979","0.002260982117149979","0.002260982117149979"
"40","0.0022514519514515996","0.0022514519514515996","0.0022514519514515996"
"41","0.002251115278340876","0.002251115278340876","0.002251115278340876"
"42","0.0022550597204826772","0.0022550597204826772","0.0022550597204826772"
"43","0.0022622542455792427","0.0022622542455792427","0.0022622542455792427"
"44","0.0022552799491677433","0.0022552799491677433","0.0022552799491677433"
"45","0.002255817176774144","0.002255817176774144","0.002255817176774144"
"46","0.0022739339037798345","0.0022739339037798345","0.0022739339037798345"
"47","0.00227467087097466","0.00227467087097466","0.00227467087097466"
"48","0.0022657380905002356","0.0022657380905002356","0.0022657380905002356"
"49","0.0022655579959973693","0.0022655579959973693","0.0022655579959973693"
"50","0.002271348377689719","0.002271348377689719","0.002271348377689719"
"51","0.0022553937160409987","0.0022553937160409987","0.0022553937160409987"
"52","0.002261414658278227","0.002261414658278227","0.002261414658278227"
"53","0.002263549715280533","0.002263549715280533","0.002263549715280533"
"54","0.0022591447341255844","0.0022591447341255844","0.0022591447341255844"
"55","0.0022697479580529034","0.0022697479580529034","0.0022697479580529034"
"56","0.002258146763779223","0.002258146763779223","0.002258146763779223"
"57","0.0022581941448152065","0.0022581941448152065","0.0022581941448152065"
"58","0.002252885256893933","0.002252885256893933","0.002252885256893933"
"59","0.0022533537703566253","0.0022533537703566253","0.0022533537703566253"
"60","0.0022625577403232455","0.0022625577403232455","0.0022625577403232455"
"61","0.0022604811820201576","0.0022604811820201576","0.0022604811820201576"
"62","0.002252544043585658","0.002252544043585658","0.002252544043585658"
"63","0.002260046487208456","0.002260046487208456","0.002260046487208456"
"64","0.0022580924560315907","0.0022580924560315907","0.0022580924560315907"
"65","0.0022451721015386283","0.0022451721015386283","0.0022451721015386283"
"66","0.002247936208732426","0.002247936208732426","0.002247936208732426"
"67","0.002251173311378807","0.002251173311378807","0.002251173311378807"
"68","0.002239612425910309","0.002239612425910309","0.002239612425910309"
"69","0.0022504194057546556","0.0022504194057546556","0.0022504194057546556"
"70","0.002246376941911876","0.002246376941911876","0.002246376941911876"
"71","0.00226149323862046","0.00226149323862046","0.00226149323862046"
"72","0.002243364608148113","0.002243364608148113","0.002243364608148113"
"73","0.002247053140308708","0.002247053140308708","0.002247053140308708"
"74","0.0022357758425641805","0.0022357758425641805","0.0022357758425641805"
"75","0.002237281296402216","0.002237281296402216","0.002237281296402216"
"76","0.0022314579400699586","0.0022314579400699586","0.0022314579400699586"
"77","0.002237532113213092","0.002237532113213092","0.002237532113213092"
"78","0.002237386303022504","0.002237386303022504","0.002237386303022504"
"79","0.0022505780507344753","0.0022505780507344753","0.0022505780507344753"
"80","0.002240134694147855","0.002240134694147855","0.002240134694147855"
"81","0.002235538267996162","0.002235538267996162","0.002235538267996162"
"82","0.0022326291946228594","0.0022326291946228594","0.0022326291946228594"
"83","0.00224023824557662","0.00224023824557662","0.00224023824557662"
"84","0.0022380921291187406","0.0022380921291187406","0.0022380921291187406"
"85","0.002234058396425098","0.002234058396425098","0.002234058396425098"
"86","0.0022365922923199832","0.0022365922923199832","0.0022365922923199832"
"87","0.002234288433101028","0.002234288433101028","0.002234288433101028"
"88","0.002235164341982454","0.002235164341982454","0.002235164341982454"
"89","0.0022282569552771747","0.0022282569552771747","0.0022282569552771747"
"90","0.00223547185305506","0.00223547185305506","0.00223547185305506"
"91","0.0022439234890043736","0.0022439234890043736","0.0022439234890043736"
"92","0.0022223726264201105","0.0022223726264201105","0.0022223726264201105"
"93","0.002232392900623381","0.002232392900623381","0.002232392900623381"
"94","0.002239792898762971","0.002239792898762971","0.002239792898762971"
"95","0.0022249972680583596","0.0022249972680583596","0.0022249972680583596"
"96","0.002231043588835746","0.002231043588835746","0.002231043588835746"
"97","0.002224157884484157","0.002224157884484157","0.002224157884484157"
"98","0.0022248513996601105","0.0022248513996601105","0.0022248513996601105"
"99","0.0022343720193021","0.0022343720193021","0.0022343720193021"
"100","0.0022217377845663577","0.0022217377845663577","0.0022217377845663577"
"101","0.002231615362688899","0.002231615362688899","0.002231615362688899"
"102","0.002219719608547166","0.002219719608547166","0.002219719608547166"
"103","0.0022284724982455373","0.0022284724982455373","0.0022284724982455373"
"104","0.0022200351231731474","0.0022200351231731474","0.0022200351231731474"
"105","0.0022260943078435957","0.0022260943078435957","0.0022260943078435957"
"106","0.0022299797274172306","0.0022299797274172306","0.0022299797274172306"
"107","0.0022248432505875826","0.0022248432505875826","0.0022248432505875826"
"108","0.0022260925616137683","0.0022260925616137683","0.0022260925616137683"
"109","0.002222409180831164","0.002222409180831164","0.002222409180831164"
"110","0.002225990639999509","0.002225990639999509","0.002225990639999509"
"111","0.002224796451628208","0.002224796451628208","0.002224796451628208"
"112","0.002215275220805779","0.002215275220805779","0.002215275220805779"
"113","0.0022179841762408614","0.0022179841762408614","0.0022179841762408614"
"114","0.002226454555056989","0.002226454555056989","0.002226454555056989"
"115","0.0022181200911290944","0.0022181200911290944","0.0022181200911290944"
"116","0.002229539619293064","0.002229539619293064","0.002229539619293064"
"117","0.002221898816060275","0.002221898816060275","0.002221898816060275"
"118","0.0022082561044953763","0.0022082561044953763","0.0022082561044953763"
"119","0.0022122350346762687","0.0022122350346762687","0.0022122350346762687"
"120","0.0022162735695019364","0.0022162735695019364","0.0022162735695019364"
"121","0.0022176873753778636","0.0022176873753778636","0.0022176873753778636"
"122","0.002209494006820023","0.002209494006820023","0.002209494006820023"
"123","0.0022169399890117347","0.0022169399890117347","0.0022169399890117347"
"124","0.002224726806161925","0.002224726806161925","0.002224726806161925"
"125","0.0022225544089451432","0.0022225544089451432","0.0022225544089451432"
"126","0.002215451590018347","0.002215451590018347","0.002215451590018347"
"127","0.0022213642369024456","0.0022213642369024456","0.0022213642369024456"
"128","0.002213913423474878","0.002213913423474878","0.002213913423474878"
"129","0.0022178826620802283","0.0022178826620802283","0.0022178826620802283"
"130","0.0022218622034415603","0.0022218622034415603","0.0022218622034415603"
"131","0.0022172736062202603","0.0022172736062202603","0.0022172736062202603"
"132","0.0022188792936503887","0.0022188792936503887","0.0022188792936503887"
"133","0.0022065364755690098","0.0022065364755690098","0.0022065364755690098"
"134","0.0022148859570734203","0.0022148859570734203","0.0022148859570734203"
"135","0.00220552904647775","0.00220552904647775","0.00220552904647775"
"136","0.0022182316170074046","0.0022182316170074046","0.0022182316170074046"
"137","0.002217354252934456","0.002217354252934456","0.002217354252934456"
"138","0.0022312651854008436","0.0022312651854008436","0.0022312651854008436"
"139","0.0022145752154756337","0.0022145752154756337","0.0022145752154756337"
"140","0.002216000051703304","0.002216000051703304","0.002216000051703304"
"141","0.0022135962499305606","0.0022135962499305606","0.0022135962499305606"
"142","0.0022093038714956492","0.0022093038714956492","0.0022093038714956492"
"143","0.0022202999680303037","0.0022202999680303037","0.0022202999680303037"
"144","0.0022192546166479588","0.0022192546166479588","0.0022192546166479588"
"145","0.0022006144863553345","0.0022006144863553345","0.0022006144863553345"
"146","0.0022175907506607473","0.0022175907506607473","0.0022175907506607473"
"147","0.0022129389690235257","0.0022129389690235257","0.0022129389690235257"
"148","0.002218781446572393","0.002218781446572393","0.002218781446572393"
"149","0.002213377214502543","0.002213377214502543","0.002213377214502543"
"150","0.0022174468031153083","0.0022174468031153083","0.0022174468031153083"
"151","0.0022134099854156375","0.0022134099854156375","0.0022134099854156375"
"152","0.0022264591534622014","0.0022264591534622014","0.0022264591534622014"
"153","0.002215070358943194","0.002215070358943194","0.002215070358943194"
"154","0.0022142401430755854","0.0022142401430755854","0.0022142401430755854"
"155","0.002210843493230641","0.002210843493230641","0.002210843493230641"
"156","0.002213991363532841","0.002213991363532841","0.002213991363532841"
"157","0.0022198192891664803","0.0022198192891664803","0.0022198192891664803"
"158","0.0022162601817399263","0.0022162601817399263","0.0022162601817399263"
"159","0.0022156541235744953","0.0022156541235744953","0.0022156541235744953"
"160","0.002228843979537487","0.002228843979537487","0.002228843979537487"
"161","0.002212116727605462","0.002212116727605462","0.002212116727605462"
"162","0.0022069116530474275","0.0022069116530474275","0.0022069116530474275"
"163","0.002228032302809879","0.002228032302809879","0.002228032302809879"
"164","0.002227972086984664","0.002227972086984664","0.002227972086984664"
"165","0.002211718412581831","0.002211718412581831","0.002211718412581831"
"166","0.0022100548958405852","0.0022100548958405852","0.0022100548958405852"
"167","0.0022185294365044683","0.0022185294365044683","0.0022185294365044683"
"168","0.002211977553088218","0.002211977553088218","0.002211977553088218"
"169","0.002211386221460998","0.002211386221460998","0.002211386221460998"
"170","0.002211967803305015","0.002211967803305015","0.002211967803305015"
"171","0.0022110480931587517","0.0022110480931587517","0.0022110480931587517"
"172","0.0022053219145163894","0.0022053219145163894","0.0022053219145163894"
"173","0.0022127871634438634","0.0022127871634438634","0.0022127871634438634"
"174","0.0022217134828679264","0.0022217134828679264","0.0022217134828679264"
"175","0.0022217250079847872","0.0022217250079847872","0.0022217250079847872"
"176","0.0022273171634878963","0.0022273171634878963","0.0022273171634878963"
"177","0.002217315894085914","0.002217315894085914","0.002217315894085914"
"178","0.002217893546912819","0.002217893546912819","0.002217893546912819"
"179","0.0022251438058447093","0.0022251438058447093","0.0022251438058447093"
"180","0.002220740367192775","0.002220740367192775","0.002220740367192775"
"181","0.00221187382703647","0.00221187382703647","0.00221187382703647"
"182","0.002211964747402817","0.002211964747402817","0.002211964747402817"
"183","0.002207703160820529","0.002207703160820529","0.002207703160820529"
"184","0.0022147695999592543","0.0022147695999592543","0.0022147695999592543"
"185","0.002212745836004615","0.002212745836004615","0.002212745836004615"
"186","0.0022263874125201255","0.0022263874125201255","0.0022263874125201255"
"187","0.002221222734078765","0.002221222734078765","0.002221222734078765"
"188","0.002214470994658768","0.002214470994658768","0.002214470994658768"
"189","0.002214623265899718","0.002214623265899718","0.002214623265899718"
"190","0.0022086162061896175","0.0022086162061896175","0.0022086162061896175"
"191","0.002216370136011392","0.002216370136011392","0.002216370136011392"
"192","0.0022136461338959634","0.0022136461338959634","0.0022136461338959634"
"193","0.002221629663836211","0.002221629663836211","0.002221629663836211"
"194","0.0022057518654037267","0.0022057518654037267","0.0022057518654037267"
"195","0.0022143612150102854","0.0022143612150102854","0.0022143612150102854"
"196","0.002210271719377488","0.002210271719377488","0.002210271719377488"
"197","0.0022085248783696443","0.0022085248783696443","0.0022085248783696443"
"198","0.002220098249381408","0.002220098249381408","0.002220098249381408"
"199","0.0022090619895607233","0.0022090619895607233","0.0022090619895607233"
"200","0.002224056050181389","0.002224056050181389","0.002224056050181389"
