"Step","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - validation.prediction_error","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - validation.prediction_error__MIN","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - validation.prediction_error__MAX"
"136","0.30195721983909607","0.30195721983909607","0.30195721983909607"
"137","0.30195000767707825","0.30195000767707825","0.30195000767707825"
"138","0.3019472062587738","0.3019472062587738","0.3019472062587738"
"139","0.30194151401519775","0.30194151401519775","0.30194151401519775"
"140","0.30189618468284607","0.30189618468284607","0.30189618468284607"
"141","0.3018609881401062","0.3018609881401062","0.3018609881401062"
"142","0.3019650876522064","0.3019650876522064","0.3019650876522064"
"143","0.30196473002433777","0.30196473002433777","0.30196473002433777"
"144","0.30190083384513855","0.30190083384513855","0.30190083384513855"
"145","0.3019109070301056","0.3019109070301056","0.3019109070301056"
"146","0.30199357867240906","0.30199357867240906","0.30199357867240906"
"147","0.3019801378250122","0.3019801378250122","0.3019801378250122"
"148","0.30197468400001526","0.30197468400001526","0.30197468400001526"
"149","0.3020015060901642","0.3020015060901642","0.3020015060901642"
"150","0.3020665943622589","0.3020665943622589","0.3020665943622589"
"151","0.3020063042640686","0.3020063042640686","0.3020063042640686"
"152","0.3020448386669159","0.3020448386669159","0.3020448386669159"
"153","0.3020046651363373","0.3020046651363373","0.3020046651363373"
"154","0.3020262122154236","0.3020262122154236","0.3020262122154236"
"155","0.302092581987381","0.302092581987381","0.302092581987381"
"156","0.30209046602249146","0.30209046602249146","0.30209046602249146"
"157","0.3021056354045868","0.3021056354045868","0.3021056354045868"
"158","0.30206814408302307","0.30206814408302307","0.30206814408302307"
"159","0.30214568972587585","0.30214568972587585","0.30214568972587585"
"160","0.302139014005661","0.302139014005661","0.302139014005661"
"161","0.3021184504032135","0.3021184504032135","0.3021184504032135"
"162","0.3021692931652069","0.3021692931652069","0.3021692931652069"
"163","0.3021889626979828","0.3021889626979828","0.3021889626979828"
"164","0.3021537661552429","0.3021537661552429","0.3021537661552429"
"165","0.30225870013237","0.30225870013237","0.30225870013237"
"166","0.3021657466888428","0.3021657466888428","0.3021657466888428"
"167","0.30216071009635925","0.30216071009635925","0.30216071009635925"
"168","0.3023017644882202","0.3023017644882202","0.3023017644882202"
"169","0.30224937200546265","0.30224937200546265","0.30224937200546265"
"170","0.30221259593963623","0.30221259593963623","0.30221259593963623"
"171","0.3021939992904663","0.3021939992904663","0.3021939992904663"
"172","0.3022708594799042","0.3022708594799042","0.3022708594799042"
"173","0.30234095454216003","0.30234095454216003","0.30234095454216003"
"174","0.30226773023605347","0.30226773023605347","0.30226773023605347"
"175","0.30233538150787354","0.30233538150787354","0.30233538150787354"
"176","0.30228203535079956","0.30228203535079956","0.30228203535079956"
"177","0.302254855632782","0.302254855632782","0.302254855632782"
"178","0.3022555112838745","0.3022555112838745","0.3022555112838745"
"179","0.30234551429748535","0.30234551429748535","0.30234551429748535"
"180","0.3023184835910797","0.3023184835910797","0.3023184835910797"
"181","0.30234357714653015","0.30234357714653015","0.30234357714653015"
"182","0.30237072706222534","0.30237072706222534","0.30237072706222534"
"183","0.3023243844509125","0.3023243844509125","0.3023243844509125"
"184","0.3024052679538727","0.3024052679538727","0.3024052679538727"
"185","0.30234086513519287","0.30234086513519287","0.30234086513519287"
"186","0.3024805188179016","0.3024805188179016","0.3024805188179016"
"187","0.3024533987045288","0.3024533987045288","0.3024533987045288"
"188","0.3023228943347931","0.3023228943347931","0.3023228943347931"
"189","0.30241379141807556","0.30241379141807556","0.30241379141807556"
"190","0.3024844229221344","0.3024844229221344","0.3024844229221344"
"191","0.30252575874328613","0.30252575874328613","0.30252575874328613"
"192","0.3023616075515747","0.3023616075515747","0.3023616075515747"
"193","0.3024176061153412","0.3024176061153412","0.3024176061153412"
"194","0.30239853262901306","0.30239853262901306","0.30239853262901306"
"195","0.30241888761520386","0.30241888761520386","0.30241888761520386"
"196","0.3024088442325592","0.3024088442325592","0.3024088442325592"
"197","0.30244186520576477","0.30244186520576477","0.30244186520576477"
"198","0.302438348531723","0.302438348531723","0.302438348531723"
"199","0.30250075459480286","0.30250075459480286","0.30250075459480286"
"200","0.30248627066612244","0.30248627066612244","0.30248627066612244"
