"Step","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - train_mse_loss","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - train_mse_loss__MIN","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - train_mse_loss__MAX"
"44","0.07860022317618132","0.07860022317618132","0.07860022317618132"
"45","0.07828081026673317","0.07828081026673317","0.07828081026673317"
"46","0.07785295881330967","0.07785295881330967","0.07785295881330967"
"47","0.07807697542011738","0.07807697542011738","0.07807697542011738"
"48","0.0779388602823019","0.0779388602823019","0.0779388602823019"
"49","0.07778756693005562","0.07778756693005562","0.07778756693005562"
"50","0.07867138274013996","0.07867138274013996","0.07867138274013996"
"51","0.07804272510111332","0.07804272510111332","0.07804272510111332"
"52","0.078160235658288","0.078160235658288","0.078160235658288"
"53","0.07838871702551842","0.07838871702551842","0.07838871702551842"
"54","0.07804412394762039","0.07804412394762039","0.07804412394762039"
"55","0.07807390205562115","0.07807390205562115","0.07807390205562115"
"56","0.07817265950143337","0.07817265950143337","0.07817265950143337"
"57","0.07822374626994133","0.07822374626994133","0.07822374626994133"
"58","0.07784483954310417","0.07784483954310417","0.07784483954310417"
"59","0.07851317897439003","0.07851317897439003","0.07851317897439003"
"60","0.07841456308960915","0.07841456308960915","0.07841456308960915"
"61","0.07796972058713436","0.07796972058713436","0.07796972058713436"
"62","0.07768417801707983","0.07768417801707983","0.07768417801707983"
"63","0.07783359475433826","0.07783359475433826","0.07783359475433826"
"64","0.07833050563931465","0.07833050563931465","0.07833050563931465"
"65","0.0779200978577137","0.0779200978577137","0.0779200978577137"
"66","0.07833893969655037","0.07833893969655037","0.07833893969655037"
"67","0.07780215702950954","0.07780215702950954","0.07780215702950954"
"68","0.0783221460878849","0.0783221460878849","0.0783221460878849"
"69","0.07836542185395956","0.07836542185395956","0.07836542185395956"
"70","0.07829605229198933","0.07829605229198933","0.07829605229198933"
"71","0.07820829376578331","0.07820829376578331","0.07820829376578331"
"72","0.07790486700832844","0.07790486700832844","0.07790486700832844"
"73","0.07796463556587696","0.07796463556587696","0.07796463556587696"
"74","0.07807857729494572","0.07807857729494572","0.07807857729494572"
"75","0.0780678503215313","0.0780678503215313","0.0780678503215313"
"76","0.07824232243001461","0.07824232243001461","0.07824232243001461"
"77","0.07780809886753559","0.07780809886753559","0.07780809886753559"
"78","0.0781428162008524","0.0781428162008524","0.0781428162008524"
"79","0.07874991744756699","0.07874991744756699","0.07874991744756699"
"80","0.0781630128622055","0.0781630128622055","0.0781630128622055"
"81","0.07828155159950256","0.07828155159950256","0.07828155159950256"
"82","0.07812984474003315","0.07812984474003315","0.07812984474003315"
"83","0.0785372881218791","0.0785372881218791","0.0785372881218791"
"84","0.07798832934349775","0.07798832934349775","0.07798832934349775"
"85","0.07772620115429163","0.07772620115429163","0.07772620115429163"
"86","0.07848994806408882","0.07848994806408882","0.07848994806408882"
"87","0.07807094790041447","0.07807094790041447","0.07807094790041447"
"88","0.07813852652907372","0.07813852652907372","0.07813852652907372"
"89","0.07865189015865326","0.07865189015865326","0.07865189015865326"
"90","0.0777660496532917","0.0777660496532917","0.0777660496532917"
"91","0.07814534939825535","0.07814534939825535","0.07814534939825535"
"92","0.07813942991197109","0.07813942991197109","0.07813942991197109"
"93","0.07814567722380161","0.07814567722380161","0.07814567722380161"
"94","0.0777179105207324","0.0777179105207324","0.0777179105207324"
"95","0.07799462787806988","0.07799462787806988","0.07799462787806988"
"96","0.07824385724961758","0.07824385724961758","0.07824385724961758"
"97","0.07812166400253773","0.07812166400253773","0.07812166400253773"
"98","0.07817668933421373","0.07817668933421373","0.07817668933421373"
"99","0.07800877094268799","0.07800877094268799","0.07800877094268799"
"100","0.07812662795186043","0.07812662795186043","0.07812662795186043"
"101","0.07798856124281883","0.07798856124281883","0.07798856124281883"
"102","0.07841069810092449","0.07841069810092449","0.07841069810092449"
"103","0.07790108025074005","0.07790108025074005","0.07790108025074005"
"104","0.078200938180089","0.078200938180089","0.078200938180089"
"105","0.07825025171041489","0.07825025171041489","0.07825025171041489"
"106","0.07782902289181948","0.07782902289181948","0.07782902289181948"
"107","0.07777810096740723","0.07777810096740723","0.07777810096740723"
"108","0.07805691752582788","0.07805691752582788","0.07805691752582788"
"109","0.07813728228211403","0.07813728228211403","0.07813728228211403"
"110","0.07812435552477837","0.07812435552477837","0.07812435552477837"
"111","0.07824340648949146","0.07824340648949146","0.07824340648949146"
"112","0.0783822201192379","0.0783822201192379","0.0783822201192379"
"113","0.0785443615168333","0.0785443615168333","0.0785443615168333"
"114","0.07864654902368784","0.07864654902368784","0.07864654902368784"
"115","0.07835633307695389","0.07835633307695389","0.07835633307695389"
"116","0.07866466231644154","0.07866466231644154","0.07866466231644154"
"117","0.07839218154549599","0.07839218154549599","0.07839218154549599"
"118","0.07809143140912056","0.07809143140912056","0.07809143140912056"
"119","0.07827536761760712","0.07827536761760712","0.07827536761760712"
"120","0.07802855037152767","0.07802855037152767","0.07802855037152767"
"121","0.07809728011488914","0.07809728011488914","0.07809728011488914"
"122","0.07825236767530441","0.07825236767530441","0.07825236767530441"
"123","0.07810291647911072","0.07810291647911072","0.07810291647911072"
"124","0.07809966988861561","0.07809966988861561","0.07809966988861561"
"125","0.07787549123167992","0.07787549123167992","0.07787549123167992"
"126","0.0783126950263977","0.0783126950263977","0.0783126950263977"
"127","0.07835041731595993","0.07835041731595993","0.07835041731595993"
"128","0.07878998201340437","0.07878998201340437","0.07878998201340437"
"129","0.07805706560611725","0.07805706560611725","0.07805706560611725"
"130","0.07838826440274715","0.07838826440274715","0.07838826440274715"
"131","0.07835801504552364","0.07835801504552364","0.07835801504552364"
"132","0.07842532359063625","0.07842532359063625","0.07842532359063625"
"133","0.0778528694063425","0.0778528694063425","0.0778528694063425"
"134","0.07850876078009605","0.07850876078009605","0.07850876078009605"
"135","0.07844601385295391","0.07844601385295391","0.07844601385295391"
"136","0.07829583808779716","0.07829583808779716","0.07829583808779716"
"137","0.07825372368097305","0.07825372368097305","0.07825372368097305"
"138","0.07840833999216557","0.07840833999216557","0.07840833999216557"
"139","0.0786207765340805","0.0786207765340805","0.0786207765340805"
"140","0.07848202623426914","0.07848202623426914","0.07848202623426914"
"141","0.07844753563404083","0.07844753563404083","0.07844753563404083"
"142","0.07825660705566406","0.07825660705566406","0.07825660705566406"
"143","0.07827102392911911","0.07827102392911911","0.07827102392911911"
"144","0.07801526132971048","0.07801526132971048","0.07801526132971048"
"145","0.07798341289162636","0.07798341289162636","0.07798341289162636"
"146","0.07816977612674236","0.07816977612674236","0.07816977612674236"
"147","0.07879091426730156","0.07879091426730156","0.07879091426730156"
"148","0.07829883135855198","0.07829883135855198","0.07829883135855198"
"149","0.07830312848091125","0.07830312848091125","0.07830312848091125"
"150","0.07824729382991791","0.07824729382991791","0.07824729382991791"
"151","0.07808968052268028","0.07808968052268028","0.07808968052268028"
"152","0.07816270552575588","0.07816270552575588","0.07816270552575588"
"153","0.07782437652349472","0.07782437652349472","0.07782437652349472"
"154","0.0783873125910759","0.0783873125910759","0.0783873125910759"
"155","0.07838345132768154","0.07838345132768154","0.07838345132768154"
"156","0.0782993957400322","0.0782993957400322","0.0782993957400322"
"157","0.07846781238913536","0.07846781238913536","0.07846781238913536"
"158","0.078730883076787","0.078730883076787","0.078730883076787"
"159","0.07850909233093262","0.07850909233093262","0.07850909233093262"
"160","0.07828233391046524","0.07828233391046524","0.07828233391046524"
"161","0.07813087105751038","0.07813087105751038","0.07813087105751038"
"162","0.07864739000797272","0.07864739000797272","0.07864739000797272"
"163","0.07787295803427696","0.07787295803427696","0.07787295803427696"
"164","0.0782038290053606","0.0782038290053606","0.0782038290053606"
"165","0.07770093437284231","0.07770093437284231","0.07770093437284231"
"166","0.07879102136939764","0.07879102136939764","0.07879102136939764"
"167","0.07827630825340748","0.07827630825340748","0.07827630825340748"
"168","0.0781824104487896","0.0781824104487896","0.0781824104487896"
"169","0.07927101012319326","0.07927101012319326","0.07927101012319326"
"170","0.07802727073431015","0.07802727073431015","0.07802727073431015"
"171","0.0782043319195509","0.0782043319195509","0.0782043319195509"
"172","0.07817532680928707","0.07817532680928707","0.07817532680928707"
"173","0.07844206504523754","0.07844206504523754","0.07844206504523754"
"174","0.07835719734430313","0.07835719734430313","0.07835719734430313"
"175","0.07785449549555779","0.07785449549555779","0.07785449549555779"
"176","0.07826858945190907","0.07826858945190907","0.07826858945190907"
"177","0.07846448943018913","0.07846448943018913","0.07846448943018913"
"178","0.07834390457719564","0.07834390457719564","0.07834390457719564"
"179","0.07817106507718563","0.07817106507718563","0.07817106507718563"
"180","0.07878941297531128","0.07878941297531128","0.07878941297531128"
"181","0.07804430276155472","0.07804430276155472","0.07804430276155472"
"182","0.07818084582686424","0.07818084582686424","0.07818084582686424"
"183","0.0785248726606369","0.0785248726606369","0.0785248726606369"
"184","0.07847239449620247","0.07847239449620247","0.07847239449620247"
"185","0.0783183928579092","0.0783183928579092","0.0783183928579092"
"186","0.07827584072947502","0.07827584072947502","0.07827584072947502"
"187","0.07803485356271267","0.07803485356271267","0.07803485356271267"
"188","0.07859529554843903","0.07859529554843903","0.07859529554843903"
"189","0.07849941216409206","0.07849941216409206","0.07849941216409206"
"190","0.07798953913152218","0.07798953913152218","0.07798953913152218"
"191","0.07846294157207012","0.07846294157207012","0.07846294157207012"
"192","0.07864369451999664","0.07864369451999664","0.07864369451999664"
"193","0.07841384783387184","0.07841384783387184","0.07841384783387184"
"194","0.07886220701038837","0.07886220701038837","0.07886220701038837"
"195","0.07824216596782207","0.07824216596782207","0.07824216596782207"
"196","0.07826369628310204","0.07826369628310204","0.07826369628310204"
"197","0.07833467796444893","0.07833467796444893","0.07833467796444893"
"198","0.07832224667072296","0.07832224667072296","0.07832224667072296"
"199","0.07865053415298462","0.07865053415298462","0.07865053415298462"
"200","0.07854842767119408","0.07854842767119408","0.07854842767119408"
