"Step","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - train.NRC2","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - train.NRC2__MIN","Eswimmer_Mno_relu_DS1000_W0.025_lr0.01 - train.NRC2__MAX"
"87","0.0000011418723033784772","0.0000011418723033784772","0.0000011418723033784772"
"88","0.0000012720795439236099","0.0000012720795439236099","0.0000012720795439236099"
"89","0.0000011365908676452818","0.0000011365908676452818","0.0000011365908676452818"
"90","0.0000010979222224705154","0.0000010979222224705154","0.0000010979222224705154"
"91","0.0000011305988891763263","0.0000011305988891763263","0.0000011305988891763263"
"92","0.0000011907472980965395","0.0000011907472980965395","0.0000011907472980965395"
"93","0.0000012684480452662683","0.0000012684480452662683","0.0000012684480452662683"
"94","0.0000011512166793181677","0.0000011512166793181677","0.0000011512166793181677"
"95","0.0000013317799130163621","0.0000013317799130163621","0.0000013317799130163621"
"96","0.0000011207989700778853","0.0000011207989700778853","0.0000011207989700778853"
"97","0.0000011192984175067977","0.0000011192984175067977","0.0000011192984175067977"
"98","0.0000012088403309462592","0.0000012088403309462592","0.0000012088403309462592"
"99","0.0000010864957857847912","0.0000010864957857847912","0.0000010864957857847912"
"100","0.0000011877878023369703","0.0000011877878023369703","0.0000011877878023369703"
"101","0.0000012067964689777","0.0000012067964689777","0.0000012067964689777"
"102","0.0000012172050674053025","0.0000012172050674053025","0.0000012172050674053025"
"103","0.0000013093090274196584","0.0000013093090274196584","0.0000013093090274196584"
"104","0.0000012237796909175813","0.0000012237796909175813","0.0000012237796909175813"
"105","0.0000012729368563668686","0.0000012729368563668686","0.0000012729368563668686"
"106","0.0000010770252174552297","0.0000010770252174552297","0.0000010770252174552297"
"107","0.0000012954166095369146","0.0000012954166095369146","0.0000012954166095369146"
"108","0.0000011790634744102135","0.0000011790634744102135","0.0000011790634744102135"
"109","0.0000010794824447657447","0.0000010794824447657447","0.0000010794824447657447"
"110","0.0000011148715657327557","0.0000011148715657327557","0.0000011148715657327557"
"111","0.0000010794865374919027","0.0000010794865374919027","0.0000010794865374919027"
"112","0.00000114115164251416","0.00000114115164251416","0.00000114115164251416"
"113","0.0000011475490282464307","0.0000011475490282464307","0.0000011475490282464307"
"114","0.000001157520387096156","0.000001157520387096156","0.000001157520387096156"
"115","0.0000011574924201340764","0.0000011574924201340764","0.0000011574924201340764"
"116","0.0000012901326726932894","0.0000012901326726932894","0.0000012901326726932894"
"117","0.0000010885808023886057","0.0000010885808023886057","0.0000010885808023886057"
"118","0.000001035121499626257","0.000001035121499626257","0.000001035121499626257"
"119","0.000001205994408337574","0.000001205994408337574","0.000001205994408337574"
"120","0.000001177917397399142","0.000001177917397399142","0.000001177917397399142"
"121","0.0000011706362101904233","0.0000011706362101904233","0.0000011706362101904233"
"122","0.00000117294814572233","0.00000117294814572233","0.00000117294814572233"
"123","0.0000010912516472671996","0.0000010912516472671996","0.0000010912516472671996"
"124","0.000001200551878355327","0.000001200551878355327","0.000001200551878355327"
"125","0.000001223848471454403","0.000001223848471454403","0.000001223848471454403"
"126","0.0000011030596169803175","0.0000011030596169803175","0.0000011030596169803175"
"127","0.0000011126478511869209","0.0000011126478511869209","0.0000011126478511869209"
"128","0.0000011401922392906272","0.0000011401922392906272","0.0000011401922392906272"
"129","0.0000011348309953973512","0.0000011348309953973512","0.0000011348309953973512"
"130","0.0000012908921007692697","0.0000012908921007692697","0.0000012908921007692697"
"131","0.0000010535284218349261","0.0000010535284218349261","0.0000010535284218349261"
"132","0.0000011256938705628272","0.0000011256938705628272","0.0000011256938705628272"
"133","0.0000010613795211611432","0.0000010613795211611432","0.0000010613795211611432"
"134","0.0000011813643823188613","0.0000011813643823188613","0.0000011813643823188613"
"135","0.0000011310951322229812","0.0000011310951322229812","0.0000011310951322229812"
"136","0.0000010769456366688246","0.0000010769456366688246","0.0000010769456366688246"
"137","0.0000011770733863158966","0.0000011770733863158966","0.0000011770733863158966"
"138","0.0000011321299098199233","0.0000011321299098199233","0.0000011321299098199233"
"139","0.0000011900198160219588","0.0000011900198160219588","0.0000011900198160219588"
"140","0.0000011583696277739364","0.0000011583696277739364","0.0000011583696277739364"
"141","0.0000012513131650848663","0.0000012513131650848663","0.0000012513131650848663"
"142","0.000001177806666419201","0.000001177806666419201","0.000001177806666419201"
"143","0.0000012731189826808986","0.0000012731189826808986","0.0000012731189826808986"
"144","0.000001079572143680707","0.000001079572143680707","0.000001079572143680707"
"145","0.0000010972838708767085","0.0000010972838708767085","0.0000010972838708767085"
"146","0.000001217541807818634","0.000001217541807818634","0.000001217541807818634"
"147","0.0000012038440218020696","0.0000012038440218020696","0.0000012038440218020696"
"148","0.000001132765078182274","0.000001132765078182274","0.000001132765078182274"
"149","0.0000012374860034469748","0.0000012374860034469748","0.0000012374860034469748"
"150","0.0000011083416211477015","0.0000011083416211477015","0.0000011083416211477015"
"151","0.0000011417055247875396","0.0000011417055247875396","0.0000011417055247875396"
"152","0.0000010673867336663534","0.0000010673867336663534","0.0000010673867336663534"
"153","0.0000011510182957863435","0.0000011510182957863435","0.0000011510182957863435"
"154","0.000001122272578868433","0.000001122272578868433","0.000001122272578868433"
"155","0.0000011186679103047936","0.0000011186679103047936","0.0000011186679103047936"
"156","0.0000012620330380741507","0.0000012620330380741507","0.0000012620330380741507"
"157","0.0000011823929071397288","0.0000011823929071397288","0.0000011823929071397288"
"158","0.0000011411071909606108","0.0000011411071909606108","0.0000011411071909606108"
"159","0.0000012088306675650529","0.0000012088306675650529","0.0000012088306675650529"
"160","0.0000014322523611554061","0.0000014322523611554061","0.0000014322523611554061"
"161","0.0000011642597428362933","0.0000011642597428362933","0.0000011642597428362933"
"162","0.0000012003855545117403","0.0000012003855545117403","0.0000012003855545117403"
"163","0.000001123246079259843","0.000001123246079259843","0.000001123246079259843"
"164","0.0000011943716344831046","0.0000011943716344831046","0.0000011943716344831046"
"165","0.000001166626475423982","0.000001166626475423982","0.000001166626475423982"
"166","0.0000012527480066637509","0.0000012527480066637509","0.0000012527480066637509"
"167","0.0000011417660061852075","0.0000011417660061852075","0.0000011417660061852075"
"168","0.0000010977776128129335","0.0000010977776128129335","0.0000010977776128129335"
"169","0.0000012073094239895","0.0000012073094239895","0.0000012073094239895"
"170","0.0000011346468227202422","0.0000011346468227202422","0.0000011346468227202422"
"171","0.0000011440936305007199","0.0000011440936305007199","0.0000011440936305007199"
"172","0.0000012130795994380605","0.0000012130795994380605","0.0000012130795994380605"
"173","0.0000012123487067583483","0.0000012123487067583483","0.0000012123487067583483"
"174","0.0000012734682286463794","0.0000012734682286463794","0.0000012734682286463794"
"175","0.0000012438786143320613","0.0000012438786143320613","0.0000012438786143320613"
"176","0.0000011322641739752726","0.0000011322641739752726","0.0000011322641739752726"
"177","0.0000012107396969440742","0.0000012107396969440742","0.0000012107396969440742"
"178","0.0000012524685644166311","0.0000012524685644166311","0.0000012524685644166311"
"179","0.0000012206386372781708","0.0000012206386372781708","0.0000012206386372781708"
"180","0.0000013198883834775188","0.0000013198883834775188","0.0000013198883834775188"
"181","0.0000011527120022947202","0.0000011527120022947202","0.0000011527120022947202"
"182","0.00000114753459001804","0.00000114753459001804","0.00000114753459001804"
"183","0.0000011484768265290768","0.0000011484768265290768","0.0000011484768265290768"
"184","0.0000012493103440647246","0.0000012493103440647246","0.0000012493103440647246"
"185","0.0000011674907227643416","0.0000011674907227643416","0.0000011674907227643416"
"186","0.0000012547512824312435","0.0000012547512824312435","0.0000012547512824312435"
"187","0.0000010755560424513533","0.0000010755560424513533","0.0000010755560424513533"
"188","0.0000012285910315767978","0.0000012285910315767978","0.0000012285910315767978"
"189","0.000001154601250163978","0.000001154601250163978","0.000001154601250163978"
"190","0.0000011596430340432562","0.0000011596430340432562","0.0000011596430340432562"
"191","0.0000011215657877983176","0.0000011215657877983176","0.0000011215657877983176"
"192","0.000001123370680033986","0.000001123370680033986","0.000001123370680033986"
"193","0.0000012150635484431405","0.0000012150635484431405","0.0000012150635484431405"
"194","0.0000011935696875298163","0.0000011935696875298163","0.0000011935696875298163"
"195","0.0000011477593488962157","0.0000011477593488962157","0.0000011477593488962157"
"196","0.0000010628413065205677","0.0000010628413065205677","0.0000010628413065205677"
"197","0.0000012053404816469993","0.0000012053404816469993","0.0000012053404816469993"
"198","0.000001196351263388351","0.000001196351263388351","0.000001196351263388351"
"199","0.0000012022617283946602","0.0000012022617283946602","0.0000012022617283946602"
"200","0.0000012506291113822954","0.0000012506291113822954","0.0000012506291113822954"
